"Refid","agent","targetSpecies","labTest","ShortBibliography","FullBibliography","Author","Title","Abstract","publicationYear"
57172,"FMD - Foot and Mouth Disease","Sheep (Ovis aries)","ELISA, Blocking ELISA (B-ELISA)","Kittelberger, et al. 2008.","Kittelberger, R., Mackereth, G.F., Sewell, M., Keall, J., Clough, R., Pigott, C., O’Keefe, J.S. (2008).  Specificity of non-structural protein enzyme-linked immunosorbent assays for the detection of serum antibodies against foot -and-mouth disease virus in a target population in New Zealand New Zealand Veterinary Journal, 56(5),  227","Kittelberger, R., Mackereth, G.F., Sewell, M., Keall, J., Clough, R., Pigott, C., O’Keefe, J.S.","Specificity of non-structural protein enzyme-linked immunosorbent assays for the detection of serum antibodies against foot -and-mouth disease virus in a target population in New Zealand","Aims: To determine the diagnostic specificities of two commercial screening ELISA, the Bommeli/IDEXX Chekit FMD 3ABC indirect ELISA (ELISA-1) and the Ceditest FMDV NS blocking ELISA (ELISA-2), for foot -and-mouth disease (FMD) in cattle, sheep and pigs in New Zealand, and to compare them with other published studies. To consider the implications for FMD surveillance of using two ELISA in series, a consideration arising from the absence of a gold standard virus neutralisation test (VNT) in New Zealand. Methods: Serum samples from non-infected cattle (n=1, 015), sheep (n=1, 185), and pigs (n=233) from New Zealand were tested in ELISA-1 and ELISA-2 for the detection of serum antibodies against non-structural proteins of the FMD virus. The ELISA were performed according to the manufacturers’ instructions. Results: The diagnostic specificities for ELISA-1 for cattle, sheep and pigs were 99.9%, 99.7% and 99.6%, respectively, and for ELISA-2 were 99.5%, 99.7% and 99.6%, respectively. False-positive reactors in one ELISA were negative in the other ELISA, and vice versa. Using the diagnostic sensitivity data taken from international studies and the diagnostic specificities calculated in this study resulted in overall specificities of 100% in cattle and sheep using serial test interpretation, and 99.2% and 99.0%, respectively, using parallel test interpretation. Diagnostic sensitivities available in the literature varied considerably, and the associated overall serial sensitivity could be as low as 78.7% in cattle and 33.2% in sheep. Conclusions: Diagnostic specificities for both ELISA for the target population were comparable with those obtained in livestock populations elsewhere. In surveillance to re-establish New Zealand’s freedom from FMD, the use of two ELISA in series would improve the overall specificity in individual animals. However, care would be required to ensure that herd sensitivity was sufficient to detect infection. © 2008 Taylor & Francis Group, LLC.",2008
57172,"FMD - Foot and Mouth Disease","CATTLE - Cattle (Bos taurus)","ELISA, Blocking ELISA (B-ELISA)","Kittelberger, et al. 2008.","Kittelberger, R., Mackereth, G.F., Sewell, M., Keall, J., Clough, R., Pigott, C., O’Keefe, J.S. (2008).  Specificity of non-structural protein enzyme-linked immunosorbent assays for the detection of serum antibodies against foot -and-mouth disease virus in a target population in New Zealand New Zealand Veterinary Journal, 56(5),  227","Kittelberger, R., Mackereth, G.F., Sewell, M., Keall, J., Clough, R., Pigott, C., O’Keefe, J.S.","Specificity of non-structural protein enzyme-linked immunosorbent assays for the detection of serum antibodies against foot -and-mouth disease virus in a target population in New Zealand","Aims: To determine the diagnostic specificities of two commercial screening ELISA, the Bommeli/IDEXX Chekit FMD 3ABC indirect ELISA (ELISA-1) and the Ceditest FMDV NS blocking ELISA (ELISA-2), for foot -and-mouth disease (FMD) in cattle, sheep and pigs in New Zealand, and to compare them with other published studies. To consider the implications for FMD surveillance of using two ELISA in series, a consideration arising from the absence of a gold standard virus neutralisation test (VNT) in New Zealand. Methods: Serum samples from non-infected cattle (n=1, 015), sheep (n=1, 185), and pigs (n=233) from New Zealand were tested in ELISA-1 and ELISA-2 for the detection of serum antibodies against non-structural proteins of the FMD virus. The ELISA were performed according to the manufacturers’ instructions. Results: The diagnostic specificities for ELISA-1 for cattle, sheep and pigs were 99.9%, 99.7% and 99.6%, respectively, and for ELISA-2 were 99.5%, 99.7% and 99.6%, respectively. False-positive reactors in one ELISA were negative in the other ELISA, and vice versa. Using the diagnostic sensitivity data taken from international studies and the diagnostic specificities calculated in this study resulted in overall specificities of 100% in cattle and sheep using serial test interpretation, and 99.2% and 99.0%, respectively, using parallel test interpretation. Diagnostic sensitivities available in the literature varied considerably, and the associated overall serial sensitivity could be as low as 78.7% in cattle and 33.2% in sheep. Conclusions: Diagnostic specificities for both ELISA for the target population were comparable with those obtained in livestock populations elsewhere. In surveillance to re-establish New Zealand’s freedom from FMD, the use of two ELISA in series would improve the overall specificity in individual animals. However, care would be required to ensure that herd sensitivity was sufficient to detect infection. © 2008 Taylor & Francis Group, LLC.",2008
57189,"FMD - Foot and Mouth Disease","CATTLE - Cattle (Bos taurus)","Enzyme linked immunosorbent assay (ELISA)","Lu, et al. 2007.","Lu, Z., Cao, Y., Guo, J., Qi, S., Li, D., Zhang, Q., Ma, J., Chang, H., Liu, Z., Liu, X., Xie, Q. (2007).  Development and validation of a 3ABC indirect ELISA for differentiation of foot-and-mouth disease virus infected from vaccinated animals Veterinary Microbiology, 125(1-2),  157","Lu, Z., Cao, Y., Guo, J., Qi, S., Li, D., Zhang, Q., Ma, J., Chang, H., Liu, Z., Liu, X., Xie, Q.","Development and validation of a 3ABC indirect ELISA for differentiation of foot-and-mouth disease virus infected from vaccinated animals","Non-structural protein (NSP) 3ABC antibody is considered to be the most reliable indicator of present or past infection with foot-and-mouth disease virus (FMDV) in vaccinated animals. An indirect ELISA was established, using purified His-tagged 3ABC fusion protein as antigen, for detection of the antibody response to FMDV NSP 3ABC in different animal species. The method was validated by simultaneous detection of the early antibody responses to NSP and structural protein (SP) in FMDV Asia 1 infected animals. The performance of the method was also validated by detection of antibody in reference sera from the FMD World Reference Laboratory (WRL) in Pirbright, UK, and comparison with two commercial NSP ELISA kits. The results showed that the antibody response to SP developed more quickly than that to NSP 3ABC in FMDV infected animals. In contact-infected cattle, the antibody response to NSP 3ABC was significantly delayed compared with that to SP antibody. The early antibody responses to SP and NSP 3ABC in FMDV inoculated cattle and contact-infected or inoculated sheep and pigs were generally consistent. In pigs, 3ABC antibody was linked to the presence of clinical signs; however, in sheep, subclinical infection was detected by the development of 3ABC antibodies. Therefore, the antibody responses to 3ABC varied between host species. Eight out of 10 positive serum samples from FMD WRL were tested to be positive at cutoff value of 0.2. The rate of agreement with the ceditest® FMDV-NS and the UBI® NSP ELISA were 98.05% (302/308) and 93.2% (287/308), respectively. The prevalence of 3ABC antibodies reached 71.4% in some diseased cattle herds. The further work is required to evaluation the performance of this method in different animal species and different field situations. © 2007 Elsevier B.V. All rights reserved.",2007
57189,"FMD - Foot and Mouth Disease","CATTLE - Cattle (Bos taurus)","Indirect ELISA (I-ELISA)","Lu, et al. 2007.","Lu, Z., Cao, Y., Guo, J., Qi, S., Li, D., Zhang, Q., Ma, J., Chang, H., Liu, Z., Liu, X., Xie, Q. (2007).  Development and validation of a 3ABC indirect ELISA for differentiation of foot-and-mouth disease virus infected from vaccinated animals Veterinary Microbiology, 125(1-2),  157","Lu, Z., Cao, Y., Guo, J., Qi, S., Li, D., Zhang, Q., Ma, J., Chang, H., Liu, Z., Liu, X., Xie, Q.","Development and validation of a 3ABC indirect ELISA for differentiation of foot-and-mouth disease virus infected from vaccinated animals","Non-structural protein (NSP) 3ABC antibody is considered to be the most reliable indicator of present or past infection with foot-and-mouth disease virus (FMDV) in vaccinated animals. An indirect ELISA was established, using purified His-tagged 3ABC fusion protein as antigen, for detection of the antibody response to FMDV NSP 3ABC in different animal species. The method was validated by simultaneous detection of the early antibody responses to NSP and structural protein (SP) in FMDV Asia 1 infected animals. The performance of the method was also validated by detection of antibody in reference sera from the FMD World Reference Laboratory (WRL) in Pirbright, UK, and comparison with two commercial NSP ELISA kits. The results showed that the antibody response to SP developed more quickly than that to NSP 3ABC in FMDV infected animals. In contact-infected cattle, the antibody response to NSP 3ABC was significantly delayed compared with that to SP antibody. The early antibody responses to SP and NSP 3ABC in FMDV inoculated cattle and contact-infected or inoculated sheep and pigs were generally consistent. In pigs, 3ABC antibody was linked to the presence of clinical signs; however, in sheep, subclinical infection was detected by the development of 3ABC antibodies. Therefore, the antibody responses to 3ABC varied between host species. Eight out of 10 positive serum samples from FMD WRL were tested to be positive at cutoff value of 0.2. The rate of agreement with the ceditest® FMDV-NS and the UBI® NSP ELISA were 98.05% (302/308) and 93.2% (287/308), respectively. The prevalence of 3ABC antibodies reached 71.4% in some diseased cattle herds. The further work is required to evaluation the performance of this method in different animal species and different field situations. © 2007 Elsevier B.V. All rights reserved.",2007
57232,"FMD - Foot and Mouth Disease","PIG - Pig (Sus scrofa domesticus) ","Enzyme linked immunosorbent assay (ELISA)","Chen, et al. 2007.","Chen, S.P., Ellis, T.M., Lee, M.C., Cheng, I.C., Yang, P.C., Lin, Y.L., Jong, M.H., Robertson, I.D., Edwards, J.R. (2007).  Comparison of sensitivity and specificity in three commercial foot-and-mouth disease virus non-structural protein ELISA kits with swine sera in Taiwan Veterinary Microbiology, 119(2-4),  164","Chen, S.P., Ellis, T.M., Lee, M.C., Cheng, I.C., Yang, P.C., Lin, Y.L., Jong, M.H., Robertson, I.D., Edwards, J.R.","Comparison of sensitivity and specificity in three commercial foot-and-mouth disease virus non-structural protein ELISA kits with swine sera in Taiwan","Three commercialized ELISA kits for the detection of antibodies to the non-structural proteins (NSPs) of FMD virus were compared, using sera from uninfected, vaccinated, challenged and naturally infected pigs. The kinetics of the antibody response to NSPs was compared on sequential serum samples in swine from challenge studies and outbreaks. The results showed that ELISA A (UBI) and ELISA B (CEDI) had better sensitivity than that of the 3ABC recombinant protein-based ELISA C (Chekit). The peak for detection of antibodies to NSPs in ELISA C was significantly delayed in sera from natural infection and challenged swine as compared to the ELISA A and B. The sensitivity of the three ELISAs gradually declined during the 6-month post-infection as antibodies to NSP decline. ELISA kits A and B detected NSP antibody in 50% of challenged pigs by the 9-10th-day and 7-8th-day post-challenge, respectively. ELISA B and C had better specificity than ELISA A on sequential serum samples obtained from swine immunized with a type O FMD vaccine commercially available in Taiwan. Antibody to NSPs before vaccination was not detected in swine not exposed to FMD virus, however, antibody to NSPs was found in sera of some pigs after vaccination. All assays had significantly lower specificity when testing sera from repeatedly vaccinated sows and finishers in 1997 that were tested after the 1997 FMD outbreak. However, when testing sera from repeatedly vaccinated sows or finishers in 2003-2004, the specificity for ELISAs A, B and C were significantly better than those in 1997. This effect was less marked for ELISA A. The ELISA B was the best test in terms of the highest sensitivity and specificity and the lowest reactivity with residual NSP in vaccinates. © 2006 Elsevier B.V. All rights reserved.",2007
57239,"FMD - Foot and Mouth Disease","CATTLE - Cattle (Bos taurus)","Indirect ELISA (I-ELISA)","Cao, et al. 2007.","Cao, Y.-M., Lu, Z.-J., Liu, Z.-X., Xie, Q.-G. (2007).  Comparison of three ELISA kits for the differentiation of foot-and-mouth disease virus-infected from vaccinated animals Virologica Sinica, 22(1),  74","Cao, Y.-M., Lu, Z.-J., Liu, Z.-X., Xie, Q.-G.","Comparison of three ELISA kits for the differentiation of foot-and-mouth disease virus-infected from vaccinated animals","A study was performed to validate 3 FMDV 3ABC-I-ELISA kits developed in China for the differentiation of FMDV infected and vaccinated animals. Sets of sera from naive and vaccinated cattle as well as from cattle that had been infected were tested for antibodies against nonstructural proteins (NSPs) of FMDV by commercial diagnosis kits, Ceditest® FMDV-NS (Ceditest® kit), UBI® FMDV NONSTRUCTURAL PROTEIN ELISA DIRECTION INSERT (UBI® kit) and a FMDV 3ABC-I-ELISA kit developed at the Lanzhou Veterinary Research Institute. The test parameters (sensitivity and specificity) of the three kits were determined, and the result obtained from FMD 3ABC-I-ELISA kit was compared with that obtained from two foreign kits. The results indicated that the coincidence rate between the FMDV 3ABC-I-ELISA and Ceditest® kits was 98.05%, and the coincidence rate between the FMDV 3ABC-I-ELISA and UBI® kits was 94.4%; the sensitivity of both Ceditest® and FMDV 3ABC-I-ELISA kit was 100%. However, the sensitivity of the UBI® kit was only 81.8%. With sera from naive or vaccinated non-infected animals, the specificity of all tests exceeded 90%.",2007
57247,"FMD - Foot and Mouth Disease","CATTLE - Cattle (Bos taurus)","Indirect ELISA (I-ELISA)","Brocchi, et al. 2006.","Brocchi, E., Bergmann, I.E., Dekker, A., Paton, D.J., Sammin, D.J., Greiner, M., Grazioli, S., De Simone, F., Yadin, H., Haas, B., Bulut, N., Malirat, V., Neitzert, E., Goris, N., Parida, S., Sørensen, K., De Clercq, K. (2006).  Comparative evaluation of six ELISAs for the detection of antibodies to the non-structural proteins of foot-and-mouth disease virus Vaccine, 24(47-48),  6966","Brocchi, E., Bergmann, I.E., Dekker, A., Paton, D.J., Sammin, D.J., Greiner, M., Grazioli, S., De Simone, F., Yadin, H., Haas, B., Bulut, N., Malirat, V., Neitzert, E., Goris, N., Parida, S., Sørensen, K., De Clercq, K.","Comparative evaluation of six ELISAs for the detection of antibodies to the non-structural proteins of foot-and-mouth disease virus","To validate the use of serology in substantiating freedom from infection after foot-and-mouth disease (FMD) outbreaks have been controlled by measures that include vaccination, 3551 sera were tested with six assays that detect antibodies to the non-structural proteins of FMD virus. The sera came from naïve, vaccinated, infected and vaccinated-and-infected animals; two-thirds from cattle, the remainder from sheep and pigs. The assays were covariant for sensitivity, but not necessarily for specificity. A commercial kit from Cedi-diagnostics and an in-house assay from IZS-Brescia were comparable to the NCPanaftosa-screening index method described in the Diagnostic Manual of the World Animal Health Organisation. Using these three tests the specificity and sensitivity for the detection of carriers in vaccinated cattle approaches or exceeds 99% and 90%, respectively. © 2006 Elsevier Ltd. All rights reserved.",2006
57247,"FMD - Foot and Mouth Disease","CATTLE - Cattle (Bos taurus)","ELISA, Blocking ELISA (B-ELISA)","Brocchi, et al. 2006.","Brocchi, E., Bergmann, I.E., Dekker, A., Paton, D.J., Sammin, D.J., Greiner, M., Grazioli, S., De Simone, F., Yadin, H., Haas, B., Bulut, N., Malirat, V., Neitzert, E., Goris, N., Parida, S., Sørensen, K., De Clercq, K. (2006).  Comparative evaluation of six ELISAs for the detection of antibodies to the non-structural proteins of foot-and-mouth disease virus Vaccine, 24(47-48),  6966","Brocchi, E., Bergmann, I.E., Dekker, A., Paton, D.J., Sammin, D.J., Greiner, M., Grazioli, S., De Simone, F., Yadin, H., Haas, B., Bulut, N., Malirat, V., Neitzert, E., Goris, N., Parida, S., Sørensen, K., De Clercq, K.","Comparative evaluation of six ELISAs for the detection of antibodies to the non-structural proteins of foot-and-mouth disease virus","To validate the use of serology in substantiating freedom from infection after foot-and-mouth disease (FMD) outbreaks have been controlled by measures that include vaccination, 3551 sera were tested with six assays that detect antibodies to the non-structural proteins of FMD virus. The sera came from naïve, vaccinated, infected and vaccinated-and-infected animals; two-thirds from cattle, the remainder from sheep and pigs. The assays were covariant for sensitivity, but not necessarily for specificity. A commercial kit from Cedi-diagnostics and an in-house assay from IZS-Brescia were comparable to the NCPanaftosa-screening index method described in the Diagnostic Manual of the World Animal Health Organisation. Using these three tests the specificity and sensitivity for the detection of carriers in vaccinated cattle approaches or exceeds 99% and 90%, respectively. © 2006 Elsevier Ltd. All rights reserved.",2006
57309,"FMD - Foot and Mouth Disease","CATTLE - Cattle (Bos taurus)","Enzyme linked immunosorbent assay (ELISA)","Niedbalski, et al. 2005.","Niedbalski, W. (2005).  Comparison of three elisa kits for the detection of antibodies against foot-and-mouth disease virus non-structural proteins Bulletin of the Veterinary Institute in Pulawy, 49(2),  147","Niedbalski, W.","Comparison of three elisa kits for the detection of antibodies against foot-and-mouth disease virus non-structural proteins","Three foot-and-mouth disease virus non-structural protein antibody kits: CHEKIT FMD-3ABC, Ceditest FMDV-NS and 3ABC-ELISA were compared. These ELISAs were performed using panel of sera collected from negative (non-infected), vaccinated with trivalent foot and mouth disease vaccine, experimentally infected cattle as well as from animals that had been vaccinated and subsequently infected. Moreover, the panel of the FAO/OIE international reference sera for the purposes of Phase XVIII exercise was tested. The Ceditest kit had a better relative specificity (99.7% for naïve and 98.8% for vaccinated cattle) than the CHEKIT and 3ABC-ELISA kits (97.2 - 98.8% and 98.1 - 99.2%, respectively). A relative sensitivity of all used kits exceeded 98%, however, the Ceditest FMDV-NS kit had the higher sensitivity (99.1%) than the CHEKIT and 3ABC-ELISA (98.2%). The weak 2 O SKR 1/2000 reference serum tested within Phase XVIII collaborative study was detected only in Ceditest kit. It can be concluded that all tested kits can be a useful tool for export/import serological examination, for foot and mouth disease control programmes and especially for eradication campaigns in situation where emergency vaccination was applied.",2005
57360,"FMD - Foot and Mouth Disease","CATTLE - Cattle (Bos taurus)","ELISA, Blocking ELISA (B-ELISA)","Niedbalski, et al. 2004.","Niedbalski, W. (2004).  Comparison of different elisa methods for the detection of antibodies against foot-and-mouth disease virus (FMDV) type O Bulletin of the Veterinary Institute in Pulawy, 48(1),  5","Niedbalski, W.","Comparison of different elisa methods for the detection of antibodies against foot-and-mouth disease virus (FMDV) type O","Diagnostic value of ELISA methods - the liquid-phase blocking ELISA (LPBE), solid phase competition ELISA (SPCE) and Ceditest FMDV type O - for the detection and quantification of FMDV type O antibodies was tested. These methods were compared using a panel of sera collected from negative (non-infected), experimentally infected, and vaccinated cattle as well as the panels of the FAO/OIE international reference sera for the purposes of international trade The solid-phase ELISA methods (SPCE and Ceditest) had a better specificity than the LPBE (99.1-99.3% and 92.2%, respectively). A relative sensitivity of SPCE, Ceditest ELISA and LPBE was very high and achieved more than 99%. Variation in results obtained by triplicate testing of individual sera indicates a higher reproducibility of the ELISA than of the virus neutralization test (VNT). The OIE cut-off reference sera for FMDV antibody assays were inconclusive or negative in all the used techniques. The results of our studies showed that the solid-phase ELISA methods are more suitable than the LPBE and VNT ones for a large scale serological testing.",2004
57360,"FMD - Foot and Mouth Disease","CATTLE - Cattle (Bos taurus)","ELISA, Competitive ELISA (C-ELISA)","Niedbalski, et al. 2004.","Niedbalski, W. (2004).  Comparison of different elisa methods for the detection of antibodies against foot-and-mouth disease virus (FMDV) type O Bulletin of the Veterinary Institute in Pulawy, 48(1),  5","Niedbalski, W.","Comparison of different elisa methods for the detection of antibodies against foot-and-mouth disease virus (FMDV) type O","Diagnostic value of ELISA methods - the liquid-phase blocking ELISA (LPBE), solid phase competition ELISA (SPCE) and Ceditest FMDV type O - for the detection and quantification of FMDV type O antibodies was tested. These methods were compared using a panel of sera collected from negative (non-infected), experimentally infected, and vaccinated cattle as well as the panels of the FAO/OIE international reference sera for the purposes of international trade The solid-phase ELISA methods (SPCE and Ceditest) had a better specificity than the LPBE (99.1-99.3% and 92.2%, respectively). A relative sensitivity of SPCE, Ceditest ELISA and LPBE was very high and achieved more than 99%. Variation in results obtained by triplicate testing of individual sera indicates a higher reproducibility of the ELISA than of the virus neutralization test (VNT). The OIE cut-off reference sera for FMDV antibody assays were inconclusive or negative in all the used techniques. The results of our studies showed that the solid-phase ELISA methods are more suitable than the LPBE and VNT ones for a large scale serological testing.",2004
57365,"FMD - Foot and Mouth Disease","CATTLE - Cattle (Bos taurus)","ELISA, Competitive ELISA (C-ELISA)","Bronsvoort, et al. 2004.","Bronsvoort, B.M.D.C., Sørensen, K.J., Anderson, J., Corteyn, A., Tanya, V.N., Kitching, R.P., Morgan, K.L. (2004).  Comparison of Two 3ABC Enzyme-Linked Immunosorbent Assays for Diagnosis of Multiple-Serotype Foot-and-Mouth Disease in a Cattle Population in an Area of Endemicity Journal of Clinical Microbiology, 42(5),  2108","Bronsvoort, B.M.D.C., Sørensen, K.J., Anderson, J., Corteyn, A., Tanya, V.N., Kitching, R.P., Morgan, K.L.","Comparison of Two 3ABC Enzyme-Linked Immunosorbent Assays for Diagnosis of Multiple-Serotype Foot-and-Mouth Disease in a Cattle Population in an Area of Endemicity","The development of a serological test for foot-and-mouth disease virus (FMDV) which is quick and easy to use, which can identify all seven serotypes, and which can differentiate vaccinated from convalescing or potential virus carriers would be a major advance in the epidemiological toolkit for FMDV. The nonstructural polyprotein 3ABC has recently been proposed as such an antigen, and a number of diagnostic tests are being developed. This paper evaluates the performance of two FMDV tests for antibodies to nonstructural proteins in an unvaccinated cattle population from a region of Cameroon with endemic multiple-serotype FMD. The CHEKIT-FMD-3ABC bo-ov (CHEKIT) enzyme-linked immunosorbent assay (ELISA) (Bommeli Diagnostics/Intervet) is a commercially available test that was compared with a competitive 3ABC ELISA (C-ELISA) developed in Denmark. The tests were compared with the virus neutralization test as the ""gold standard."" Diagnostic sensitivity and specificity were examined over a range of test cutoffs by using receiver operating characteristic curves, which allowed comparison of the overall performance of each test. The results indicated that the CHEKIT ELISA kit was 23% sensitive and 98% specific and the Danish C-ELISA was 71% sensitive and 90% specific at the recommended cutoff. These results have important implications if the tests are to be used to screen herds or individual cattle in surveillance programs, at border crossings for import-export clearance, or following emergency vaccination in an outbreak situation.",2004
57365,"FMD - Foot and Mouth Disease","CATTLE - Cattle (Bos taurus)","Enzyme linked immunosorbent assay (ELISA)","Bronsvoort, et al. 2004.","Bronsvoort, B.M.D.C., Sørensen, K.J., Anderson, J., Corteyn, A., Tanya, V.N., Kitching, R.P., Morgan, K.L. (2004).  Comparison of Two 3ABC Enzyme-Linked Immunosorbent Assays for Diagnosis of Multiple-Serotype Foot-and-Mouth Disease in a Cattle Population in an Area of Endemicity Journal of Clinical Microbiology, 42(5),  2108","Bronsvoort, B.M.D.C., Sørensen, K.J., Anderson, J., Corteyn, A., Tanya, V.N., Kitching, R.P., Morgan, K.L.","Comparison of Two 3ABC Enzyme-Linked Immunosorbent Assays for Diagnosis of Multiple-Serotype Foot-and-Mouth Disease in a Cattle Population in an Area of Endemicity","The development of a serological test for foot-and-mouth disease virus (FMDV) which is quick and easy to use, which can identify all seven serotypes, and which can differentiate vaccinated from convalescing or potential virus carriers would be a major advance in the epidemiological toolkit for FMDV. The nonstructural polyprotein 3ABC has recently been proposed as such an antigen, and a number of diagnostic tests are being developed. This paper evaluates the performance of two FMDV tests for antibodies to nonstructural proteins in an unvaccinated cattle population from a region of Cameroon with endemic multiple-serotype FMD. The CHEKIT-FMD-3ABC bo-ov (CHEKIT) enzyme-linked immunosorbent assay (ELISA) (Bommeli Diagnostics/Intervet) is a commercially available test that was compared with a competitive 3ABC ELISA (C-ELISA) developed in Denmark. The tests were compared with the virus neutralization test as the ""gold standard."" Diagnostic sensitivity and specificity were examined over a range of test cutoffs by using receiver operating characteristic curves, which allowed comparison of the overall performance of each test. The results indicated that the CHEKIT ELISA kit was 23% sensitive and 98% specific and the Danish C-ELISA was 71% sensitive and 90% specific at the recommended cutoff. These results have important implications if the tests are to be used to screen herds or individual cattle in surveillance programs, at border crossings for import-export clearance, or following emergency vaccination in an outbreak situation.",2004
57365,"FMD - Foot and Mouth Disease","CATTLE - Cattle (Bos taurus)","Virus neutralisation test (VNT)","Bronsvoort, et al. 2004.","Bronsvoort, B.M.D.C., Sørensen, K.J., Anderson, J., Corteyn, A., Tanya, V.N., Kitching, R.P., Morgan, K.L. (2004).  Comparison of Two 3ABC Enzyme-Linked Immunosorbent Assays for Diagnosis of Multiple-Serotype Foot-and-Mouth Disease in a Cattle Population in an Area of Endemicity Journal of Clinical Microbiology, 42(5),  2108","Bronsvoort, B.M.D.C., Sørensen, K.J., Anderson, J., Corteyn, A., Tanya, V.N., Kitching, R.P., Morgan, K.L.","Comparison of Two 3ABC Enzyme-Linked Immunosorbent Assays for Diagnosis of Multiple-Serotype Foot-and-Mouth Disease in a Cattle Population in an Area of Endemicity","The development of a serological test for foot-and-mouth disease virus (FMDV) which is quick and easy to use, which can identify all seven serotypes, and which can differentiate vaccinated from convalescing or potential virus carriers would be a major advance in the epidemiological toolkit for FMDV. The nonstructural polyprotein 3ABC has recently been proposed as such an antigen, and a number of diagnostic tests are being developed. This paper evaluates the performance of two FMDV tests for antibodies to nonstructural proteins in an unvaccinated cattle population from a region of Cameroon with endemic multiple-serotype FMD. The CHEKIT-FMD-3ABC bo-ov (CHEKIT) enzyme-linked immunosorbent assay (ELISA) (Bommeli Diagnostics/Intervet) is a commercially available test that was compared with a competitive 3ABC ELISA (C-ELISA) developed in Denmark. The tests were compared with the virus neutralization test as the ""gold standard."" Diagnostic sensitivity and specificity were examined over a range of test cutoffs by using receiver operating characteristic curves, which allowed comparison of the overall performance of each test. The results indicated that the CHEKIT ELISA kit was 23% sensitive and 98% specific and the Danish C-ELISA was 71% sensitive and 90% specific at the recommended cutoff. These results have important implications if the tests are to be used to screen herds or individual cattle in surveillance programs, at border crossings for import-export clearance, or following emergency vaccination in an outbreak situation.",2004
57369,"FMD - Foot and Mouth Disease","CATTLE - Cattle (Bos taurus)","Indirect ELISA (I-ELISA)","Moonen, et al. 2004.","Moonen, P., Van Der Linde, E., Chénard, G., Dekker, A. (2004).  Comparable sensitivity and specificity in three commercially available ELISAs to differentiate between cattle infected with or vaccinated against foot-and-mouth disease virus Veterinary Microbiology, 99(2),  93","Moonen, P., Van Der Linde, E., Chénard, G., Dekker, A.","Comparable sensitivity and specificity in three commercially available ELISAs to differentiate between cattle infected with or vaccinated against foot-and-mouth disease virus","Three commercially available ELISAs for the detection of antibodies to the non-structural proteins of foot-and-mouth disease virus (FMDV) were evaluated, using sera from uninfected, vaccinated, infected, inoculated, first vaccinated and subsequently infected, and first vaccinated and subsequently inoculated cattle. We compared antibody kinetics to non-structural proteins, sensitivity, and specificity. One of the ELISAs had a higher sensitivity and much lower specificity than the other two, therefore we established standardised cutoff values for the compared assays using receiver operated characteristic (ROC) curves. Using the standardised cutoff values, all three ELISAs produced comparable results with respect to sensitivity and specificity. Antibody development to non-structural proteins after infection and after vaccination/infection was not significantly different. Development of antibodies, however, both neutralising and directed to non-structural proteins, was significantly delayed after intranasal inoculation as compared to intradermolingual infection. Based on results of sera obtained after vaccination and experimental infection all three assays can be used for testing sera collected between 4 weeks and 6 months after infection. More information is needed on the prevalence of positive reactors in a situation where emergency vaccination has been used and FMD transmission was still observed. © 2004 Elsevier B.V. All rights reserved.",2004
57372,"FMD - Foot and Mouth Disease","PIG - Pig (Sus scrofa domesticus) ","ELISA, Blocking ELISA (B-ELISA)","Lee, et al. 2004.","Lee, F., Lin, Y.-L., Jong, M.-H. (2004).  Comparison of ELISA for the detection of porcine serum antibodies to non-structural proteins of foot-and-mouth disease virus Journal of Virological Methods, 116(2),  155","Lee, F., Lin, Y.-L., Jong, M.-H.","Comparison of ELISA for the detection of porcine serum antibodies to non-structural proteins of foot-and-mouth disease virus","Three foot-and-mouth disease virus non-structural protein antibody detection kits, CHEKIT FMD-3ABC, UBI FMD NS EIA and DVIVR NSP ELISA, were compared in the study. The results showed that the specificity of the kits ranged from 96.7 to 100% in naïve pigs and from 93.6 to 98.1% in vaccinated pigs, and that the DVIVR kit had the highest analytical sensitivity. The kappa statistics for the detection of 612 sera were 0.582, 0.447 and 0.658 for CHEKIT/UBI, CHEKIT/DVIVR and UBI/DVIVR, respectively. This study also revealed that measurable non-structural protein specific antibodies in some of infected pigs were sustained either for shorter periods or in intermittent patterns, thus aggravating the difficulties associated with the removal of pre-exposed pigs in the field. © 2003 Elsevier B.V. All rights reserved.",2004
