"Refid","agent","targetSpecies","ShortBibliography","FullBibliography","Author","Title","Abstract","publicationYear"
14284,"Leishmania infantum","Human (homo sapiens) "," Picado A, et al. 2010."," A. Picado, S. P. Singh, S. Rijal, Sundar Shyam, B. Ostyn, F. Chappuis, S. Uranw, Gidwani Kamlesh, B. Khanal, Rai Madhukar, I. S. Paudel, M. L. Das, Kumar Rajiv, Srivastava Pankaj, J. C. Dujardin, V. Vanlerberghe, E. W. Andersen, C. R. Davies, M. Boelaert (2010).  Longlasting insecticidal nets for prevention of Leishmania donovani infection in India and Nepal: paired cluster randomised trial Bmj, 341(#issue#),  (29 December 2010)-(29 December 2010)"," A. Picado, S. P. Singh, S. Rijal, Sundar Shyam, B. Ostyn, F. Chappuis, S. Uranw, Gidwani Kamlesh, B. Khanal, Rai Madhukar, I. S. Paudel, M. L. Das, Kumar Rajiv, Srivastava Pankaj, J. C. Dujardin, V. Vanlerberghe, E. W. Andersen, C. R. Davies, M. Boelaert","Longlasting insecticidal nets for prevention of Leishmania donovani infection in India and Nepal: paired cluster randomised trial","Objective: To test the effectiveness of large scale distribution of longlasting nets treated with insecticide in reducing the incidence of visceral leishmaniasis in India and Nepal. Design: Paired cluster randomised controlled trial designed to detect a 50% reduction in incidence of Leishmania donovani infection. Setting: Villages in Muzaffarpur district in India and Saptari, Sunsari, and Morang districts in Nepal. Participants: 13 intervention and 13 control clusters. 12691 people were included in the analysis of the main outcome (infection), and 19810 were enrolled for the secondary (disease) end point. Intervention: Longlasting insecticidal nets (treated with deltamethrin) were distributed in the intervention clusters in December 2006. Main outcome measures: Infection was determined by direct agglutination test at 12 and 24 months after the intervention in those who had negative results (titre <1:1600) at baseline. The effect estimate was computed as the geometric mean of the risk ratios for seroconversion for each cluster pair (net/no net), with its 95% confidence interval. Formal tests of effect of no intervention were obtained with a paired t test. Results: There was no significant difference in the risk of seroconversion over 24 months in intervention (5.4%; 347/6372) compared with control (5.5%; 345/6319 people) clusters (risk ratio 0.90, 95% confidence interval 0.49 to 1.65) nor in the risk of clinical visceral leishmaniasis (0.99, 0.46 to 1.40). Adjustment for covariates did not alter these conclusions. Conclusions: There is no evidence that large scale distribution of longlasting insecticidal nets provides additional protection against visceral leishmaniasis compared with existing control practice in the Indian subcontinent. The observed effect was small and not significant, though the confidence intervals did not exclude a 50% change in either direction.",2010
14378,"Leishmania infantum","Dog (Canis lupus familiaris)"," Domenico Otranto, et al. 2007."," Domenico Otranto, Paola Paradies, Riccardo Paolo Lia, Maria Stefania Latrofa, Gabriella Testini, Cinzia Cantacessi, Norbert Mencke, Gianluca Galli, Gioia Capelli, Dorothee Stanneck (2007).  Efficacy of a combination of 10% imidacloprid/50% permethrin for the prevention of leishmaniasis in kennelled dogs in an endemic area Veterinary Parasitology, 144(#issue#),  270-278"," Domenico Otranto, Paola Paradies, Riccardo Paolo Lia, Maria Stefania Latrofa, Gabriella Testini, Cinzia Cantacessi, Norbert Mencke, Gianluca Galli, Gioia Capelli, Dorothee Stanneck","Efficacy of a combination of 10% imidacloprid/50% permethrin for the prevention of leishmaniasis in kennelled dogs in an endemic area","The efficacy of imidacloprid 10% and permethrin 50% (Advantix (R); Bayer AG, Germany) in a spot-on formulation was evaluated in the field as a control measure to prevent canine leishmaniasis (CanL) in dogs in an endemic area of southern Italy. In February 2005, out of 845 dogs initially tested for CanL, 631 dogs which tested negative (315 from a kennel in Bari (KB) and 316 from a kennel in Ginosa (KG)) in a serological and a parasitological examination were allocated to one of three groups: Group A-treated with imidacloprid 10% and permethrin 50% once a month; Group B-treated every 2 weeks; and Group C-untreated control animals. All the dogs were examined serologically and parasitologically for CanL prior to the start of the study, in November 2005 (end of the sandfly season) and in March 2006 (end of the study). An initial CanL seroprevalence of 24.7% (209 dogs) was detected in KB and KG. In KB Leishmania infection, inferred by positivity in at least one of the three tests performed at the interim or final follow-up, was found in one animal from Group A and in nine from Group C. No positive animals were detected in Group B, thus giving a final protection efficacy of 88.9% in Group A and 100% in Group B. In KG Leishmania infection was identified in one animal from Groups A and B, respectively, and I I from Group C (protection efficacy of 90.36% in Group A and 90.73% in Group B). The incidence density rates (IDRs) of infection in both Groups A and B at each kennel were statistically significantly lower than that registered in Group C (KB p < 0.05 and KG p < 0.01). The results clearly show that a combination of imidacloprid 10% and permethrin 50%, by virtue of its repellent activity against sandflies, is effective under both application regimes in preventing CanL in the field in endemic areas. (c) 2006 Elsevier B.V. All rights reserved.",2007
14641,"Leishmania infantum","Human (homo sapiens) "," Soto J, et al. 1995."," J. Soto, F. Medina, N. Dember, J. Berman (1995).  EFFICACY OF PERMETHRIN-IMPREGNATED UNIFORMS IN THE PREVENTION OF MALARIA AND LEISHMANIASIS IN COLOMBIAN SOLDIERS Clinical Infectious Diseases, 21(#issue#),  599-602"," J. Soto, F. Medina, N. Dember, J. Berman","EFFICACY OF PERMETHRIN-IMPREGNATED UNIFORMS IN THE PREVENTION OF MALARIA AND LEISHMANIASIS IN COLOMBIAN SOLDIERS","We determined the efficacy of the use of permethrin-impregnated uniforms for prevention of malaria and leishmaniasis in a double-blind, randomized study of Colombian soldiers on patrol. In the study of malaria, soldiers were issued impregnated uniforms (i,e., a shirt, an undershirt, pants, socks, and a hat) or uniforms washed in water; the soldiers wore the uniforms day and night for a mean of 4.2 weeks and were observed for an additional 4 weeks. Three (3%) of 86 soldiers wearing impregnated uniforms contracted malaria, whereas 12 (14%) of 86 soldiers wearing control uniforms contracted malaria (P = .015). In the study of leishmaniasis (soldiers were in the area of endemicity for 6.6 weeks and were observed for 12 weeks thereafter), 4 (3%) of 143 soldiers wearing impregnated uniforms and 18 (12%) of 143 soldiers wearing control uniforms acquired disease (P = .002). In the leishmaniasis study, and presumably in the malaria study, breakthrough infections in the treated group were primarily due to bites in unclothed regions of the body (face and hands). Permethrin-treated uniforms were virtually nontoxic (there were only two cases of mild skin irritation among 229 subjects), and impregnation is quick and inexpensive. Impregnation of clothing with permethrin is suggested for nonimmune populations who are likely to be exposed to malaria or leishmaniasis over a period of 1-2 months.",1995
60259,"Leishmania infantum","Cat (Felis catus)"," Brianti E, et al. 2017.",NA," E. Brianti, L. Falsone, E. Napoli, G. Gaglio, S. Giannetto, M.G. Pennisi, V. Priolo, M.S. Latrofa, V.D. Tarallo, F. Solari Basano, R. Nazzari, K. Deuster, M. Pollmeier, L. Gulotta, V. Colella, F. Dantas-Torres, G. Capelli, D. Otranto","Prevention of feline leishmaniosis with an imidacloprid 10%/flumethrin 4.5% polymer matrix collar","Background: Leishmaniosis caused by Leishmania infantum is one of the most important vector-borne diseases affecting animals and humans worldwide. Dogs are considered main reservoirs of the zoonotic forms, though in the last years the role of cats as reservoirs has been increasingly investigated. Feline leishmaniosis (FeL) occurs in endemic areas and no specific preventive measures have been investigated so far. In this study the efficacy of a 10% imidacloprid/4.5% flumethrin polymer matrix collar, licensed for tick and flea prevention, has been assessed against FeL in a longitudinal study on 204 privately owned cats from the Aeolian islands (Sicily), an area highly endemic for the disease. From March to May 2015 [Study Day 0 (SD 0)], cats negative for FeL were collared (G1, n = 104) or left untreated (G2, n = 100). Diagnosis consisted of serology and qPCR on blood and conjunctival swabs, which were collected at baseline (SD 0) and at the end of the study (SD 360). Interim clinical examinations were performed on SD 210 (when collars were replaced in G1) and SD 270. Results: Of the 159 cats which completed the study, 5 in G1 and 20 in G2 were positive for L. infantum infection, in at least one of the diagnostic tests leading to a yearly crude incidence of 6.3% and 25.0% in G1 and G2, respectively (P = 0.0026). This translates into an efficacy of the collar of 75.0% in preventing feline Leishmania infection. The collar was generally well tolerated with no systemic adverse reactions and few local skin reactions were observed in the application area in four out of 104 treated cats (3.8%). Conclusions: The 10% imidacloprid/4.5% flumethrin collar significantly reduced the risk of L. infantum infection in cats. To our knowledge, this is the first study in which a preventative strategy against feline Leishmania infection is assessed under natural conditions. These findings close a gap in veterinary medicine, in that they confirm this collar as a tool in reducing the risk of Leishmania infection in cats. Such a preventative tool could contribute to the reduction of the risk of the disease in animal and in human populations when included in integrated leishmaniosis control programmes. © 2017 The Author(s).",2017
60323,"Leishmania infantum","Dog (Canis lupus familiaris)"," Segarra S, et al. 2017.",NA," S. Segarra, G. Miró, A. Montoya, L. Pardo-Marín, N. Boqué, L. Ferrer, J. Cerón","Randomized, allopurinol-controlled trial of the effects of dietary nucleotides and active hexose correlated compound in the treatment of canine leishmaniosis","First-line treatment for canine leishmaniosis (CanL) is N-methylglucamine antimoniate (MGA) combined with allopurinol. However, in some dogs allopurinol may induce hyperxanthinuria leading to urolithiasis. Moreover, allopurinol resistance has recently been described in Leishmania infantum isolates from treated dogs with a relapse of the disease. Alternative treatments are thus needed. Since the type of host immune response strongly influences CanL progression and prognosis, dogs could benefit from treatments targeted at modulating such response, such as nucleotides and active hexose correlated compound (AHCC). The aim of this study was to evaluate the effects of an oral combination of nucleotides and AHCC in dogs with clinical leishmaniosis. Sixty-nine dogs with naturally-occurring clinical leishmaniosis were included in this multicenter, open-label, positively-controlled clinical trial and randomized to receive 10 mg/kg allopurinol PO BID (allopurinol group) or 17 mg/kg AHCC plus 32 mg/kg nucleotides PO SID (supplement group) for 180 days. All dogs were also given 50 mg/kg MGA SC BID during the first 28 days. At the time points 0, 30, and 180 days of the trial, dogs underwent a clinical examination, and blood, urine, and bone marrow samples were submitted for analytical tests. Final data analyses (allopurinol group: n = 29; supplement group: n = 24) revealed a significant improvement in both groups in clinical scores and ELISA-determined antibody titers after treatment. However, the supplement group showed a significantly lower clinical score (P = 0.005) and significantly higher antibody titers (P = 0.032) after 180 days, compared to the allopurinol group. RT-PCR parasite loads were reduced in groups (mean ± SD supplement: 0.38 ± 0.56 vs 5.23 ± 18.9; allopurinol: 0.45 ± 1.47 vs 3.09 ± 8.36 parasites/ng of DNA), but there were no significant differences over time or between groups. During the study, 12 dogs in the allopurinol group developed xanthinuria (41%) compared to no dogs (0%) in the supplement group (P = 0.000). Both treatments led to significantly increased CD4+/CD8+ ratio, and improvements in protein electrophoretic pattern and acute phase response. In conclusion, 6-month oral treatment with nucleotides and AHCC in addition to MGA showed similar efficacy to the current first-line treatment for CanL, without producing xanthinuria. This combination could be a good alternative to MGA-allopurinol combination treatment for CanL, especially for dogs suffering allopurinol-related adverse events. © 2017 The Author(s)",2017
60496,"Leishmania infantum","Dog (Canis lupus familiaris)"," Papadopoulos E, et al. 2017.",NA," E. Papadopoulos, A. Angelou, A. Diakou, L. Halos, F. Beugnet","Five-month serological monitoring to assess the effectiveness of permethrin/fipronil (Frontline Tri-Act®) spot-on in reducing the transmission of Leishmania infantum in dogs","Canine vector-borne diseases are highly endemic in European countries of the Mediterranean basin. The use of repellent insecticides aids to reduce the risk of pathogen transmission. The primary objective of this 5-month serological field study conducted in a highly endemic area of canine leishmaniosis in Greece was to comparatively assess the effectiveness of a topical formulation of fipronil/permethrin (Frontline Tri-Act®/Frontect®) and of a deltamethrin collar (Scalibor®) for the prevention of Leishmania infantum transmission. Initially, 72 clinically healthy owned dogs were sampled for inclusion. Ten out of the 72 (13.8%) were seropositive according to the Snap Leish® ELISA test and removed. Ultimately, a total of 56 dogs were followed from May to October 2015 with monthly blood samples and serological tests based on Snap Leish® and Snap 4Dx® ELISA tests. Twenty-five dogs were treated with deltamethrin collar (Scalibor®) (Group 1) and 31 were treated monthly with the topical fipronil/permethrin formulation (Group 2). In group 1, three dogs out of 25 (12%) seroconverted for Leishmania whereas none of the dogs (0/31) seroconverted in group 2. In addition, this trial provided means to serological assess the transmission of other vector-borne pathogens. Regarding Anaplasma spp., one dog in each group was seropositive at the beginning of the study and no dogs became positive during the study. For Ehrlichia canis, 9/25 (36%) dogs in group 1 and 5/31 (16.1%) in group 2 were seropositive at inclusion time. Two out of 16 (11.8%) and 3/26 (11.5%) dogs became positive for E. canis after 3 months in groups 1 and 2, respectively. No Borrelia burgdorferi sensu lato seropositive dog was found during the study. In regard to Dirofilaria immitis, 7/25 (28%) dogs and 12/31 (38.7%) were antigen-positive in groups 1 and 2, respectively, at inclusion. There was no significant difference between groups 1 and 2 in regard to new seroconversions during the trial. This study, conducted in a highly endemic area for vector-borne pathogen transmission, confirmed that the use of deltamethrin and permethrin is a suitable approach to reduce the risk of L. infantum infection by sandflies. © 2016 The Authors",2017
61046,"Japanese encephalitis virus","Human (homo sapiens) "," Kumar R, et al. 2016.",NA," R. Kumar, A. Basu, S. Sinha, M. Das, P. Tripathi, A. Jain, C. Kumar, V. Atam, S. Khan, A.S. Singh","Role of oral Minocycline in acute encephalitis syndrome in India - a randomized controlled trial","Background: Acute encephalitis syndrome (AES) is a public health problem in India. Neuroinfections are believed to be the most important etiology. Minocycline is a semisythetic tetracycline having excellent penetration into cerebrospinal fluid, established neuroprotective and antiviral properties besides action on nonviral causes of AES. It has been shown to be effective in animal model of Japanese encephalitis (JE). A randomized, controlled trial of nasogastric/oral minocycline in JE and AES at a single centre in Uttar Pradesh, northern India, was therefore conducted. Methods: Patients beyond 3 years of age - but excluding women aged 16-44 years - hospitalized with AES of &lt; =7 days duration were enrolled and block randomized to receive nasogastric/oral minocycline or placebo suspension and followed up. Patients, study personnel and those entering data were blinded as to drug or placebo received. Primary outcome was cumulative mortality at 3 months from hospitalization. Analysis was by intention to treat. Results: 281 patients were enrolled, 140 received drug and 141 placebo. While there was no overall statistically significant difference in 3 month mortality between drug and placebo groups [RR = 0 · 83 (0 · 6-1 · 1)], there were encouraging trends in patients older than 12 years [RR = 0.70 (0.41-1.18)] and in Glasgow Outcome Score (GOS) at 3 months (χ2 = 7 · 44, p = 0 · 059). These trends were further accentuated if patients dying within one day of reaching hospital were excluded [OR for 3 month mortality =0 · 70 (0 · 46-1 · 07), p = 0.090; 3 month GOS p = 0 · 028]. Conclusions: A trend towards better outcomes was observed with minocycline, especially in those patients who survived the initial day in hospital. These findings should form the basis for planning a larger study and possibly including minocycline in the initial management of AES as seen here. Trial registration: The trial was registered with Clinical Trials Registry of India (CTRI) - CTRI/2010/091/006143 © 2016 Kumar et al.",2016
61051,"Leishmania infantum","Dog (Canis lupus familiaris)"," Goyena E, et al. 2016.",NA," E. Goyena, P. Pérez-Cutillas, L. Chitimia, J. Risueño, J.D. García-Martínez, L.J. Bernal, E. Berriatua","A cross-sectional study of the impact of regular use of insecticides in dogs on Canine Leishmaniosis seroprevalence in southeast Spain","The relationship between Canine Leishmaniosis (CanL) seroprevalence and regular use of topical insecticides was investigated in 800 pet dogs with no visible signs of CanL in Murcia, southeast Spain in 2011. Dogs were clients to 17 veterinary practices and were analyzed for Leishmania infantum antibodies in blood plasma using two commercial ELISAs (Ingezim, Ingenasa®, Spain; Leishcan, Hipra®, Spain). Owners were interviewed to gather data on dog related variables. They included date of birth, home address and frequency, duration and timing of insecticide treatments used to prevent ectoparasite infestations. The dog's residence was georeferenced and environmental data potentially associated with the dog's risk of L. infantum infection was obtained. A mixed logistic regression model was then developed to analyze the relationship between the dog's serological status and insecticidal treatment adjusted for demographic and environmental variables. Overall, CanL seroprevalence (95% confidence limits) was 18% (16-21%) including 11% in dogs not using insecticide treatments (n=60) and 19% in those using them (n=740) (p>0.05). At least 16 different insecticide products were used and 73%, 26% and 1% of dogs received 1, 2 and 3 products a year. The most frequent commercial brands used and the only ones in the market claiming anti-sandfly activity, were Scalibor collars (deltametrin 40mg/g; MSD®), Advantix pipettes (permethrin 500mg/ml and imidacloprid 100mg/ml; Bayer®) and Exspot spot-on pipettes (permethrin 715mg/ml; MSD®). Seroprevalence was 9%, 16%, 20%, 22% and 25% for dogs with Scalibor collars plus Advantix pipettes, Scalibor collars plus ExSpot pipettes, Advantix pipettes alone, Scalibor collars alone and Exspot pipettes alone, respectively. The multivariable model confirmed a significant reduction in the risk of Leishmania spp. seropositivity in dogs using the Scalibor and Advantix combination compared to those using either product alone and provided evidence of greatly increased risk of CanL in rural areas situated at 300-500m altitude and average March-July temperatures of 18.6-19°C. The study highlights the difficulty in controlling CanL infection by means of insecticide use alone and that it could be improved by using the Scalibor and Advantix combination and identifying and targeting specific geographical areas. © 2015 Elsevier B.V..",2016
63300,"Crimean-Congo haemorrhagic fever virus","Human (homo sapiens) "," Çevik MA, et al. 2008.",NA," M.A. Çevik, N. Elaldi, E. Akinci, P. Öngürü, A. Erbay, T. Buzgan, R. Uzun, A. Kubar, H. Bodur","A preliminary study to evaluate the effect of intravenous ribavirin treatment on survival rates in Crimean-Congo hemorrhagic fever","",2008
64241,"Leishmania infantum","Dog (Canis lupus familiaris)"," Bianciardi P, et al. 2004.",NA," P. Bianciardi, A. Fasanella, V.F. Manzillo, T. Trotta, A. Pagano, S. Sorino, L. Gradoni, G. Oliva","The efficacy of enrofloxacin, alone or combined with metronidazole, in the therapy of canine leishmaniasis","We evaluated the efficacy of enrofloxacin, alone or combined with metronidazole, against Leishmania infantum. The in vitro activity of this fluoroquinolone was assessed using two different methods: a direct test aimed at assessing the drug activity on the parasite, and an indirect test aimed at evaluating the drug effect on macrophage killing, lymphomonocyte activation and nitric oxide production. An in vivo test was also performed on 36 dogs with leishmaniasis, subdivided into three groups, one treated with enrofloxacin, another with enrofloxacin plus metronidazole, and a control group with meglumine antimoniate. The direct test did not show any action of enrofloxacin on the parasite, while the indirect testing showed an enhancement of macrophage killing and an increase in nitric oxide production. These findings show that enrofloxacin does not exert a direct anti-leishmanial activity in vitro. However, on the basis of the positive immunostimulation results shown in vitro and the clinical improvement, particularly of the cutaneous lesions, obtained in several dogs in the in vivo trial, the use of enrofloxacin in association with a specific anti-leishmanial drug can be proposed in the therapeutic protocol of canine leishmaniasis. © Springer-Verlag 2004.",2004
64655,"Leishmania infantum","Human (homo sapiens) "," Di Martino L, et al. 1997.",NA," L. Di Martino, R.N. Davidson, R. Giacchino, S. Scotti, F. Raimondi, E. Castagnola, L. Tasso, A. Cascio, L. Gradoni, M. Gramiccia, M. Pettoello- Mantovani, A.D.M. Bryceson","Treatment of visceral leishmaniasis in children with liposomal amphotericin B","We used liposomal amphotericin B as first-choice treatment of visceral leishmaniasis in 106 immunocompetent children who acquired the infection in a temperate region of southern Europe (Italy) where Leishmania infantum visceral leishmaniasis is endemic. The aim of the study was to identify the minimum total dose of liposomal amphotericin B needed to cure the infection in children and reduce the period of hospitalization. We conclude that the optimal regimen in immunocompetent children with L. infantum visceral leishmaniasis to be a total dose of 18 mg/kg of liposomal amphotericin B (3 mg/kg per day for 5 days, followed by 3 mg/kg administered as an outpatient regimen on day 10).",1997
