"Refid","agent","targetSpecies","ShortBibliography","FullBibliography","Author","Title","Abstract","publicationYear"
232365,"FMD - Foot and Mouth Disease","CATTLE - Cattle (Bos taurus)","Zhang, Q., Li, D., Liu, X., Liu, Z., Cai, X., Wu, G., Qi, S., Yang, S., Yan, X., Shang, Y., He, J., Ma, J., Li, J., Ma, W., Han, R., Liu, X., Zhang, J., Xie, Q., Zhang, Z. (2008).  Experimental studies with foot-and-mouth disease virus type Asia-1, responsible for the 2005 epidemic in China Research in Veterinary Science, 85(2),  368","Zhang, Q., Li, D., Liu, X., Liu, Z., Cai, X., Wu, G., Qi, S., Yang, S., Yan, X., Shang, Y., He, J., Ma, J., Li, J., Ma, W., Han, R., Liu, X., Zhang, J., Xie, Q., Zhang, Z. (2008).  Experimental studies with foot-and-mouth disease virus type Asia-1, responsible for the 2005 epidemic in China Research in Veterinary Science, 85(2),  368","Zhang, Q., Li, D., Liu, X., Liu, Z., Cai, X., Wu, G., Qi, S., Yang, S., Yan, X., Shang, Y., He, J., Ma, J., Li, J., Ma, W., Han, R., Liu, X., Zhang, J., Xie, Q., Zhang, Z.","Experimental studies with foot-and-mouth disease virus type Asia-1, responsible for the 2005 epidemic in China","This study was carried out to investigate the biological characteristics of the foot-and-mouth disease (FMD) virus strain Asia-1 China/2005, which is responsible for the 2005 epidemic in China. The result showed that this strain is not host restricted, and could not only cause FMD in cattle and sheep but also in pigs by either inoculation or direct contact. © 2007 Elsevier Ltd. All rights reserved.",2008
232368,"FMD - Foot and Mouth Disease","Sheep (Ovis aries)","Valarcher, J.-F., Gloster, J., Doel, C.A., Bankowski, B., Gibson, D. (2008).  Foot-and-mouth disease virus (O/UKG/2001) is poorly transmitted between sheep by the airborne route Veterinary Journal, 177(3),  425","Valarcher, J.-F., Gloster, J., Doel, C.A., Bankowski, B., Gibson, D. (2008).  Foot-and-mouth disease virus (O/UKG/2001) is poorly transmitted between sheep by the airborne route Veterinary Journal, 177(3),  425","Valarcher, J.-F., Gloster, J., Doel, C.A., Bankowski, B., Gibson, D.","Foot-and-mouth disease virus (O/UKG/2001) is poorly transmitted between sheep by the airborne route","Foot-and-mouth disease virus (FMDV) can be spread by the airborne route and therefore atmospheric dispersion models have been developed to predict where the virus might spread during a disease outbreak. Airborne transmission between sheep of the FMDV strain involved in the outbreak in Europe in 2001 (O/UKG/2001) was studied experimentally. Recipient animals were exposed to two donor sheep excreting virus for 2, 4, 6, 8 or 24 h. Although FMDV was detected in air samples collected during challenge, none of the recipient sheep became infected. These data suggest that O/UKG/2001 is not efficiently transmitted by the airborne route between sheep. © 2007 Elsevier Ltd. All rights reserved.",2008
232369,"Lumpy Skin Disease","CATTLE - Cattle (Bos taurus)","Babiuk, S., Bowden, T.R., Parkyn, G., Dalman, B., Manning, L., Neufeld, J., Embury-Hyatt, C., Copps, J., Boyle, D.B. (2008).  Quantification of lumpy skin disease virus following experimental infection in cattle Transboundary and Emerging Diseases, 55(7),  299","Babiuk, S., Bowden, T.R., Parkyn, G., Dalman, B., Manning, L., Neufeld, J., Embury-Hyatt, C., Copps, J., Boyle, D.B. (2008).  Quantification of lumpy skin disease virus following experimental infection in cattle Transboundary and Emerging Diseases, 55(7),  299","Babiuk, S., Bowden, T.R., Parkyn, G., Dalman, B., Manning, L., Neufeld, J., Embury-Hyatt, C., Copps, J., Boyle, D.B.","Quantification of lumpy skin disease virus following experimental infection in cattle","Lumpy skin disease along with sheep pox and goatpox are the most serious poxvirus diseases of livestock, and are caused by viruses that belong to the genus Capripoxvirus within the subfamily Chordopoxvirinae, family Poxviridae. To facilitate the study of lumpy skin disease pathogenesis, we inoculated eight 4- to 6-month-old Holstein calves intravenously with lumpy skin disease virus (LSDV) and collected samples over a period of 42 days for analysis by virus isolation, real-time PCR and light microscopy. Following inoculation, cattle developed fever and skin nodules, with the extent of infection varying between animals. Skin nodules remained visible until the end of the experiment on day post-inoculation (DPI) 42. Viremia measured by real-time PCR and virus isolation was not observed in all animals but was detectable between 6 and 15 DPI. Low levels of viral shedding were observed in oral and nasal secretions between 12 and 18 DPI. Several tissues were assessed for the presence of virus at DPI 3, 6, 9, 12, 15, 18 and 42 by virus isolation and real-time PCR. Virus was consistently detected by real-time PCR and virus isolation at high levels in skin nodules indicating LSDV has a tropism for skin. In contrast, relatively few lesions were observed systemically. Viral DNA was detected by real-time PCR in skin lesions collected on DPI 42. Cattle developing anti-capripoxvirus antibodies starting at DPI 21 was detected by serum neutralization. The disease in this study varied from mild with few secondary skin nodules to generalized infection of varying severity, and was characterized by morbidity with no mortality. © 2008 The Authors.",2008
232370,"FMD - Foot and Mouth Disease","PIG - Pig (Sus scrofa domesticus) ","Gloster, J., Doel, C., Gubbins, S., Paton, D.J. (2008).  Foot-and-mouth disease: Measurements of aerosol emission from pigs as a function of virus strain and initial dose Veterinary Journal, 177(3),  374","Gloster, J., Doel, C., Gubbins, S., Paton, D.J. (2008).  Foot-and-mouth disease: Measurements of aerosol emission from pigs as a function of virus strain and initial dose Veterinary Journal, 177(3),  374","Gloster, J., Doel, C., Gubbins, S., Paton, D.J.","Foot-and-mouth disease: Measurements of aerosol emission from pigs as a function of virus strain and initial dose","Measurements of airborne foot-and-mouth disease virus have been made using 20 pigs that had either O UKG or C Noville injected into their heel-pads to determine if the kinetics of virus emission are related to the virus strain and dose administered in the challenge inoculum. Viable virus was detected in aerosol emissions for 3 days regardless of the strain or dose of virus given. No correlation was found between the peak level of virus emission and dose, but pigs infected with a lower dose of virus had a delayed onset of aerosol emission and emitted a greater total amount of aerosolised virus. Irrespective of the dose, both the total amount and the peak level of virus emission were higher from pigs infected with C Noville compared to those infected with O UKG. The results suggest that care should be taken when extrapolating from laboratory derived data to the field; this is particularly the case in the early days of an outbreak when the aerosol characteristics of the virus involved may be unknown and the amount of virus that an individual animal has been challenged with remains uncertain. Crown Copyright © 2007.",2008
232375,"FMD - Foot and Mouth Disease","BUFFALO - Buffalo  (Bubalus spp.)","Maroudam, V., Nagendrakumar, S.B., Madhanmohan, M., Santhakumar, P., Thiagarajan, D., Srinivasan, V.A. (2008).  Experimental Transmission of Foot-and-Mouth Disease among Indian Buffalo (Bubalus bubalis) and from Buffalo to Cattle Journal of Comparative Pathology, 139(2-3),  81","Maroudam, V., Nagendrakumar, S.B., Madhanmohan, M., Santhakumar, P., Thiagarajan, D., Srinivasan, V.A. (2008).  Experimental Transmission of Foot-and-Mouth Disease among Indian Buffalo (Bubalus bubalis) and from Buffalo to Cattle Journal of Comparative Pathology, 139(2-3),  81","Maroudam, V., Nagendrakumar, S.B., Madhanmohan, M., Santhakumar, P., Thiagarajan, D., Srinivasan, V.A.","Experimental Transmission of Foot-and-Mouth Disease among Indian Buffalo (Bubalus bubalis) and from Buffalo to Cattle","Indian buffalo and cattle were infected experimentally with a serotype O strain of foot-and-mouth disease virus of buffalo origin. Whereas intradermolingual inoculation of buffalo produced largely sub-clinical infection, inoculation in the dental pad produced vesicles in the mouth and on the feet. A buffalo infected via the dental pad transmitted infection to cattle and buffalo by direct contact with them for 24 h. The contact-exposed buffalo developed (1) delayed-onset clinical signs, and (2) shedding of virus from the nose, commencing before the appearance of vesicles and continuing until the experiment was terminated 10 weeks after exposure. The covert nature of the disease in Indian buffalo, coupled with the prolonged shedding of virus, suggests that this species represents a host of epidemiological importance. © 2008 Elsevier Ltd. All rights reserved.",2008
232375,"FMD - Foot and Mouth Disease","CATTLE - Cattle (Bos taurus)","Maroudam, V., Nagendrakumar, S.B., Madhanmohan, M., Santhakumar, P., Thiagarajan, D., Srinivasan, V.A. (2008).  Experimental Transmission of Foot-and-Mouth Disease among Indian Buffalo (Bubalus bubalis) and from Buffalo to Cattle Journal of Comparative Pathology, 139(2-3),  81","Maroudam, V., Nagendrakumar, S.B., Madhanmohan, M., Santhakumar, P., Thiagarajan, D., Srinivasan, V.A. (2008).  Experimental Transmission of Foot-and-Mouth Disease among Indian Buffalo (Bubalus bubalis) and from Buffalo to Cattle Journal of Comparative Pathology, 139(2-3),  81","Maroudam, V., Nagendrakumar, S.B., Madhanmohan, M., Santhakumar, P., Thiagarajan, D., Srinivasan, V.A.","Experimental Transmission of Foot-and-Mouth Disease among Indian Buffalo (Bubalus bubalis) and from Buffalo to Cattle","Indian buffalo and cattle were infected experimentally with a serotype O strain of foot-and-mouth disease virus of buffalo origin. Whereas intradermolingual inoculation of buffalo produced largely sub-clinical infection, inoculation in the dental pad produced vesicles in the mouth and on the feet. A buffalo infected via the dental pad transmitted infection to cattle and buffalo by direct contact with them for 24 h. The contact-exposed buffalo developed (1) delayed-onset clinical signs, and (2) shedding of virus from the nose, commencing before the appearance of vesicles and continuing until the experiment was terminated 10 weeks after exposure. The covert nature of the disease in Indian buffalo, coupled with the prolonged shedding of virus, suggests that this species represents a host of epidemiological importance. © 2008 Elsevier Ltd. All rights reserved.",2008
232375,"FMD - Foot and Mouth Disease","BUFFALO - Water buffalo (Bubalus bubalis)","Maroudam, V., Nagendrakumar, S.B., Madhanmohan, M., Santhakumar, P., Thiagarajan, D., Srinivasan, V.A. (2008).  Experimental Transmission of Foot-and-Mouth Disease among Indian Buffalo (Bubalus bubalis) and from Buffalo to Cattle Journal of Comparative Pathology, 139(2-3),  81","Maroudam, V., Nagendrakumar, S.B., Madhanmohan, M., Santhakumar, P., Thiagarajan, D., Srinivasan, V.A. (2008).  Experimental Transmission of Foot-and-Mouth Disease among Indian Buffalo (Bubalus bubalis) and from Buffalo to Cattle Journal of Comparative Pathology, 139(2-3),  81","Maroudam, V., Nagendrakumar, S.B., Madhanmohan, M., Santhakumar, P., Thiagarajan, D., Srinivasan, V.A.","Experimental Transmission of Foot-and-Mouth Disease among Indian Buffalo (Bubalus bubalis) and from Buffalo to Cattle","Indian buffalo and cattle were infected experimentally with a serotype O strain of foot-and-mouth disease virus of buffalo origin. Whereas intradermolingual inoculation of buffalo produced largely sub-clinical infection, inoculation in the dental pad produced vesicles in the mouth and on the feet. A buffalo infected via the dental pad transmitted infection to cattle and buffalo by direct contact with them for 24 h. The contact-exposed buffalo developed (1) delayed-onset clinical signs, and (2) shedding of virus from the nose, commencing before the appearance of vesicles and continuing until the experiment was terminated 10 weeks after exposure. The covert nature of the disease in Indian buffalo, coupled with the prolonged shedding of virus, suggests that this species represents a host of epidemiological importance. © 2008 Elsevier Ltd. All rights reserved.",2008
232382,"FMD - Foot and Mouth Disease","Sheep (Ovis aries)","Parida, S., Fleming, L., Oh, Y., Mahapatra, M., Hamblin, P., Gloster, J., Paton, D.J. (2008).  Emergency vaccination of sheep against foot-and-mouth disease: Significance and detection of subsequent sub-clinical infection Vaccine, 26(27-28),  3469","Parida, S., Fleming, L., Oh, Y., Mahapatra, M., Hamblin, P., Gloster, J., Paton, D.J. (2008).  Emergency vaccination of sheep against foot-and-mouth disease: Significance and detection of subsequent sub-clinical infection Vaccine, 26(27-28),  3469","Parida, S., Fleming, L., Oh, Y., Mahapatra, M., Hamblin, P., Gloster, J., Paton, D.J.","Emergency vaccination of sheep against foot-and-mouth disease: Significance and detection of subsequent sub-clinical infection","This study has quantified the level of foot-and-mouth disease virus (FMDV) replication and shedding in vaccinated sheep and correlated this to the severity of clinical signs, the induction of antibodies against FMDV non-structural proteins (NSPs) and the transmission of virus to in-contact vaccinated sentinel sheep. To mimic an emergency vaccination regime in the field, sheep were vaccinated with O1 Manisa vaccine and 4 or 10 days later were indirectly challenged with aerosols from O1 UKG FMDV infected pigs. Vaccinated and control unvaccinated sheep were monitored for a minimum of 39 days post-challenge. The vaccinated sheep became sub-clinically infected, with reduced virus replication and excretion compared to unvaccinated and clinically infected sheep. Seroconversion to NSP was weak and transient in sheep in which virus replication was of low level and short duration. Virus transmission from vaccinated sub-clinically infected sheep to introduced vaccinated sentinels was not sufficient to cause NSP seroconversion or significant virus shedding. 10% of 10 days and 20% of 4 days vaccinated sheep were virus carriers at greater than 28 days post-challenge compared to 37.5% in the unvaccinated and clinically infected sheep. These results suggest that the low levels of virus replication likely if an effective vaccine is administered at least 4 days prior to challenge exposure are unlikely to result in the spread of infection even under intensive management conditions. Although it may be difficult to detect this infection by serosurveillance, the significance of missing it is likely to be low and the main value of such testing will be to detect undisclosed clinical infection resulting from lack of observation or from exposure to virus before or very soon after vaccination or from vaccine failure due to maladministration or inappropriate strain selection. © 2008 Elsevier Ltd. All rights reserved.",2008
232387,"FMD - Foot and Mouth Disease","PIG - Pig (Sus scrofa domesticus) ","Li, Y., Stirling, C.M.A., Denyer, M.S., Hamblin, P., Hutchings, G., Takamatsu, H.-H., Barnett, P.V. (2008).  Dramatic improvement in FMD DNA vaccine efficacy and cross-serotype antibody induction in pigs following a protein boost Vaccine, 26(21),  2647","Li, Y., Stirling, C.M.A., Denyer, M.S., Hamblin, P., Hutchings, G., Takamatsu, H.-H., Barnett, P.V. (2008).  Dramatic improvement in FMD DNA vaccine efficacy and cross-serotype antibody induction in pigs following a protein boost Vaccine, 26(21),  2647","Li, Y., Stirling, C.M.A., Denyer, M.S., Hamblin, P., Hutchings, G., Takamatsu, H.-H., Barnett, P.V.","Dramatic improvement in FMD DNA vaccine efficacy and cross-serotype antibody induction in pigs following a protein boost","To overcome the low and slow development of humoral antibody often observed with DNA vaccines we applied a prime-boost strategy. When FMD DNA vaccine P1-2A3C3D and pGM-CSF primed pigs were boosted with inactivated foot-and-mouth disease virus (FMDV) antigen and recombinant 3D (without adjuvant) an average 36-fold increase in the FMDV antibody response was observed compared to conventional vaccination, that included a log10 virus neutralising titre increase. Most remarkably, a significant level of cross-serotype reactivity was observed against A, C and Asia1 in the virus neutralisation and ELISA tests. This prime-boost strategy fully protected pigs from a hererologous challenge. © 2008 Elsevier Ltd. All rights reserved.",2008
232388,"FMD - Foot and Mouth Disease","CATTLE - Cattle (Bos taurus)","Oem, J.K., Yeh, M.T., McKenna, T.S., Hayes, J.R., Rieder, E., Giuffre, A.C., Robida, J.M., Lee, K.N., Cho, I.S., Fang, X., Joo, Y.S., Park, J.H. (2008).  Pathogenic Characteristics of the Korean 2002 Isolate of Foot-and-Mouth Disease Virus Serotype O in Pigs and Cattle Journal of Comparative Pathology, 138(4),  204","Oem, J.K., Yeh, M.T., McKenna, T.S., Hayes, J.R., Rieder, E., Giuffre, A.C., Robida, J.M., Lee, K.N., Cho, I.S., Fang, X., Joo, Y.S., Park, J.H. (2008).  Pathogenic Characteristics of the Korean 2002 Isolate of Foot-and-Mouth Disease Virus Serotype O in Pigs and Cattle Journal of Comparative Pathology, 138(4),  204","Oem, J.K., Yeh, M.T., McKenna, T.S., Hayes, J.R., Rieder, E., Giuffre, A.C., Robida, J.M., Lee, K.N., Cho, I.S., Fang, X., Joo, Y.S., Park, J.H.","Pathogenic Characteristics of the Korean 2002 Isolate of Foot-and-Mouth Disease Virus Serotype O in Pigs and Cattle","Experimental infection of susceptible cattle and pigs showed that the O/SKR/AS/2002 pig strain of foot-and-mouth disease virus (FMDV) causes an infection that is highly virulent and contagious in pigs but very limited in cattle. Pigs directly inoculated with, or exposed to swine infected with, strain O/SKR/AS/2002 showed typical clinical signs, including gross vesicular lesions in mouth and pedal sites. In addition, FMDV was isolated from, and FMDV genomic RNA was detected in, blood, serum, nasal swabs and oesophageal-pharyngeal (OP) fluid early in the course of infection. Antibodies against the non-structural protein (NSP) 3ABC were detected in both directly inoculated and contact pigs, indicating active virus replication. In contrast, the disease in cattle was atypical. After inoculation, lesions were confined to the infection site. A transient viraemia occurred 1 and 2 days after inoculation, and this was followed by the production of antibodies to NSP 3ABC, indicating subclincial infection. No clinical disease was seen, and no antibodies to NSP 3ABC were present in contact cattle. Additionally, no virus or viral nucleic acid was detected in blood, nasal swab and OP fluid samples from contact cattle. Thus, the virus appeared not to be transmitted from infected cattle to contact cattle. In its behaviour in pigs and cattle, strain O/SKR/AS/2002 resembled the porcinophilic FMDV strain of Cathay origin, O/TAW/97. However, the latter, unlike O/SKR/AS/2002, has reduced ability to grow in bovine-derived cells. The porcinophilic character of O/TAW/97 has been attributed to a deletion in the 3A coding region of the viral genome. However, O/SKR/AS/2002 has an intact 3A coding region. © 2008 Elsevier Ltd. All rights reserved.",2008
232388,"FMD - Foot and Mouth Disease","PIG - Pig (Sus scrofa domesticus) ","Oem, J.K., Yeh, M.T., McKenna, T.S., Hayes, J.R., Rieder, E., Giuffre, A.C., Robida, J.M., Lee, K.N., Cho, I.S., Fang, X., Joo, Y.S., Park, J.H. (2008).  Pathogenic Characteristics of the Korean 2002 Isolate of Foot-and-Mouth Disease Virus Serotype O in Pigs and Cattle Journal of Comparative Pathology, 138(4),  204","Oem, J.K., Yeh, M.T., McKenna, T.S., Hayes, J.R., Rieder, E., Giuffre, A.C., Robida, J.M., Lee, K.N., Cho, I.S., Fang, X., Joo, Y.S., Park, J.H. (2008).  Pathogenic Characteristics of the Korean 2002 Isolate of Foot-and-Mouth Disease Virus Serotype O in Pigs and Cattle Journal of Comparative Pathology, 138(4),  204","Oem, J.K., Yeh, M.T., McKenna, T.S., Hayes, J.R., Rieder, E., Giuffre, A.C., Robida, J.M., Lee, K.N., Cho, I.S., Fang, X., Joo, Y.S., Park, J.H.","Pathogenic Characteristics of the Korean 2002 Isolate of Foot-and-Mouth Disease Virus Serotype O in Pigs and Cattle","Experimental infection of susceptible cattle and pigs showed that the O/SKR/AS/2002 pig strain of foot-and-mouth disease virus (FMDV) causes an infection that is highly virulent and contagious in pigs but very limited in cattle. Pigs directly inoculated with, or exposed to swine infected with, strain O/SKR/AS/2002 showed typical clinical signs, including gross vesicular lesions in mouth and pedal sites. In addition, FMDV was isolated from, and FMDV genomic RNA was detected in, blood, serum, nasal swabs and oesophageal-pharyngeal (OP) fluid early in the course of infection. Antibodies against the non-structural protein (NSP) 3ABC were detected in both directly inoculated and contact pigs, indicating active virus replication. In contrast, the disease in cattle was atypical. After inoculation, lesions were confined to the infection site. A transient viraemia occurred 1 and 2 days after inoculation, and this was followed by the production of antibodies to NSP 3ABC, indicating subclincial infection. No clinical disease was seen, and no antibodies to NSP 3ABC were present in contact cattle. Additionally, no virus or viral nucleic acid was detected in blood, nasal swab and OP fluid samples from contact cattle. Thus, the virus appeared not to be transmitted from infected cattle to contact cattle. In its behaviour in pigs and cattle, strain O/SKR/AS/2002 resembled the porcinophilic FMDV strain of Cathay origin, O/TAW/97. However, the latter, unlike O/SKR/AS/2002, has reduced ability to grow in bovine-derived cells. The porcinophilic character of O/TAW/97 has been attributed to a deletion in the 3A coding region of the viral genome. However, O/SKR/AS/2002 has an intact 3A coding region. © 2008 Elsevier Ltd. All rights reserved.",2008
232390,"FMD - Foot and Mouth Disease","PIG - Pig (Sus scrofa domesticus) ","Yao, Q., Huang, Q., Cao, Y., Qian, P., Chen, H. (2008).  Porcine interferon-gamma protects swine from foot-and-mouth disease virus (FMDV) Veterinary Immunology and Immunopathology, 122(3-4),  309","Yao, Q., Huang, Q., Cao, Y., Qian, P., Chen, H. (2008).  Porcine interferon-gamma protects swine from foot-and-mouth disease virus (FMDV) Veterinary Immunology and Immunopathology, 122(3-4),  309","Yao, Q., Huang, Q., Cao, Y., Qian, P., Chen, H.","Porcine interferon-gamma protects swine from foot-and-mouth disease virus (FMDV)","Porcine interferon-gamma (PoIFN-γ) fused with glutathione S-transferase (GST) was expressed in Escherichia coli BL21. Twenty 6-week-old piglets were randomly assigned to four groups. Pigs in groups 1-3 were pretreated with 30 mg, 20 mg, and 10 mg recombinant PoIFN-γ (rPoIFN-γ), respectively. Pigs in group 4 (control) were pretreated with GST expressed by the empty plasmid. At 48 h postinoculation (hpi), all swine were challenged with FMDV (serotype O). Pigs pretreated with 30 mg rPoIFN-γ were completely protected from virulent FMDV attack. Pigs given 20 mg rPoIFN-γ achieved partial protection, and the unprotected piglets showed clinical signs from 68 h postchallenge (hpc). Although 10 mg rPoIFN-γ did not confer protection against FMDV, the pigs pretreated with this dose of rPoIFN-γ presented clinical signs from 35 hpc, which was later than the control group (14 hpc). These results indicate that PoIFN-γ can protect swine against attack from FMDV or delay the appearance of clinical signs; the effect is dose dependent. © 2007 Elsevier B.V. All rights reserved.",2008
232399,"FMD - Foot and Mouth Disease","Sheep (Ovis aries)","Ryan, E., Horsington, J., Durand, S., Brooks, H., Alexandersen, S., Brownlie, J., Zhang, Z. (2008).  Foot-and-mouth disease virus infection in young lambs: Pathogenesis and tissue tropism Veterinary Microbiology, 127(3-4),  258","Ryan, E., Horsington, J., Durand, S., Brooks, H., Alexandersen, S., Brownlie, J., Zhang, Z. (2008).  Foot-and-mouth disease virus infection in young lambs: Pathogenesis and tissue tropism Veterinary Microbiology, 127(3-4),  258","Ryan, E., Horsington, J., Durand, S., Brooks, H., Alexandersen, S., Brownlie, J., Zhang, Z.","Foot-and-mouth disease virus infection in young lambs: Pathogenesis and tissue tropism","Foot-and-mouth disease (FMD) in adult sheep usually causes milder clinical signs than in cattle or pigs, and is often subtle enough to go undiagnosed. In contrast, FMD in lambs has been reported to cause high mortality during field outbreaks. In order to investigate the pathogenesis of FMD in lambs, two groups, aged 10-14 days, were infected with foot-and-mouth disease virus (FMDV) type O UKG. One group of lambs (n = 8) was inoculated with FMDV in the coronary band, while the other (n = 4) was infected by direct contact with FMDV-inoculated ewes. Daily serum samples and temperature measurements were taken. Lambs were killed sequentially and tissue samples taken for analysis. Using real-time RT-PCR, viral RNA levels in tissue samples and serum were measured, and a novel strand-specific real-time RT-PCR assay was used to quantify viral replication levels in tissues. Tissue sections were examined for histopathological lesions, and in situ hybridisation (ISH) was used to localise viral RNA within histological sections. The contact-infected lambs became infected approximately 24 h after the ewes were inoculated. Vesicular lesions developed on the feet of all lambs and on the caudo-lateral part of the tongues of six of the eight inoculated lambs and three of the four contact-infected lambs. Although no lambs developed severe clinical signs, one of the contact-infected lambs died acutely at 5 days post-exposure. Histological examination of the heart from this lamb showed multi-focal areas of lymphocytic-plasmacytic myocarditis; similar lesions were also observed in the hearts of three of the inoculated lambs. Using ISH, viral RNA was localised within cardiac and skeletal muscle cells from the lamb which had died, and also from vesicular lesions on the coronary band and tongue of inoculated lambs. These results provide a detailed description of the pathogenesis of the disease in lambs. © 2007 Elsevier B.V. All rights reserved.",2008
232405,"FMD - Foot and Mouth Disease","Sheep (Ovis aries)","Ryan, E., Horsington, J., Brownlie, J., Zhang, Z. (2008).  Foot-and-Mouth Disease Virus Infection in Fetal Lambs: Tissue Tropism and Cytokine Response Journal of Comparative Pathology, 138(2-3),  108","Ryan, E., Horsington, J., Brownlie, J., Zhang, Z. (2008).  Foot-and-Mouth Disease Virus Infection in Fetal Lambs: Tissue Tropism and Cytokine Response Journal of Comparative Pathology, 138(2-3),  108","Ryan, E., Horsington, J., Brownlie, J., Zhang, Z.","Foot-and-Mouth Disease Virus Infection in Fetal Lambs: Tissue Tropism and Cytokine Response","Foot-and-mouth disease virus (FMDV) can cause transplacental infection and death in fetal lambs. This study investigates the pathogenesis of FMDV infection in ovine fetuses using in-situ hybridization (ISH) to detect viral transcripts in tissue and real-time reverse transcriptase polymerase chain reaction (RT-PCR) assays to quantify the fetal cytokine response to infection. FMDV ribonucleic acid (RNA) was localized mainly to the heart and skeletal muscles of fetuses and was only occasionally expressed in the lingual epithelium, demonstrating that FMDV has a different tissue tropism in the fetus compared with that in adult sheep. There was early expression of genes encoding anti-viral cytokines (IFN-α and IFN-β) in fetuses at 2 and 4 days post-infection (dpi), followed by a marked rise in the transcription of pro-inflammatory cytokine genes (IFN-γ, TNF-α and IL-1α) from 7 to 18 dpi, particularly in the heart. The degree of cytokine mRNA expression correlated with fetal infection and was likely to be a factor in fetal death. In contrast, cytokine gene expression in infected neonatal lambs was much less and mainly occurred between 2 and 4 dpi. This study identifies two key factors in the pathogenicity of FMDV in fetal lambs: viral tropism for cardiac and skeletal muscles, and a marked cytokine response following infection. © 2007 Elsevier Ltd. All rights reserved.",2008
232406,"FMD - Foot and Mouth Disease","PIG - Pig (Sus scrofa domesticus) ","Fernández, J., Agüero, M., Romero, L., Sánchez, C., Belák, S., Arias, M., Sánchez-Vizcaíno, J.M. (2008).  Rapid and differential diagnosis of foot-and-mouth disease, swine vesicular disease, and vesicular stomatitis by a new multiplex RT-PCR assay Journal of Virological Methods, 147(2),  301","Fernández, J., Agüero, M., Romero, L., Sánchez, C., Belák, S., Arias, M., Sánchez-Vizcaíno, J.M. (2008).  Rapid and differential diagnosis of foot-and-mouth disease, swine vesicular disease, and vesicular stomatitis by a new multiplex RT-PCR assay Journal of Virological Methods, 147(2),  301","Fernández, J., Agüero, M., Romero, L., Sánchez, C., Belák, S., Arias, M., Sánchez-Vizcaíno, J.M.","Rapid and differential diagnosis of foot-and-mouth disease, swine vesicular disease, and vesicular stomatitis by a new multiplex RT-PCR assay","A highly sensitive and specific one-step multiplex RT-PCR assay has been developed and standardised for the simultaneous and differential detection of the most important vesicular viruses affecting livestock: foot-and-mouth disease virus (FMDV), swine vesicular disease virus (SVDV), and vesicular stomatitis virus (VSV). The method uses three primer sets, each one specific for the corresponding virus, selected to detect of all serotypes of FMD and VS. The detection range was confirmed by examination of a collection of 31 isolates of the three target viruses. The specificity of the assay was also demonstrated by testing other related viruses, uninfected cell line cultures and healthy pig tissues. The testing of blood and serum samples from animals infected experimentally proved that the method can be useful for early diagnosis of the diseases, even before the first vesicular lesions are visualized in the infected pigs. An assessment of the performance of the multiplex RT-PCR was carried out using a panel of more than 100 samples from animals infected experimentally, showing the suitability of the method for a rapid (less than 6 h), sensitive and specific differential diagnosis in clinical samples. Additionally, a uniplex RT-PCR for VSV, that amplifies the two viral serotypes, was also developed and tested as a rapid tool for the diagnosis of this vesicular disease. © 2007 Elsevier B.V. All rights reserved.",2008
232425,"FMD - Foot and Mouth Disease","PIG - Pig (Sus scrofa domesticus) ","Parida, S., Fleming, L., Oh, Y., Mahapatra, M., Hamblin, P., Gloster, J., Doel, C., Gubbins, S., Paton, D.J. (2007).  Reduction of foot-and-mouth disease (FMD) virus load in nasal excretions, saliva and exhaled air of vaccinated pigs following direct contact challenge Vaccine, 25(45),  7806","Parida, S., Fleming, L., Oh, Y., Mahapatra, M., Hamblin, P., Gloster, J., Doel, C., Gubbins, S., Paton, D.J. (2007).  Reduction of foot-and-mouth disease (FMD) virus load in nasal excretions, saliva and exhaled air of vaccinated pigs following direct contact challenge Vaccine, 25(45),  7806","Parida, S., Fleming, L., Oh, Y., Mahapatra, M., Hamblin, P., Gloster, J., Doel, C., Gubbins, S., Paton, D.J.","Reduction of foot-and-mouth disease (FMD) virus load in nasal excretions, saliva and exhaled air of vaccinated pigs following direct contact challenge","In future, a policy of ""vaccinate-to-live"" may be included in the repertoire of foot-and-mouth disease (FMD) control measures and in support of this approach, we have investigated the hypothesis that vaccine-induced reduction in virus replication and excretion from pigs can be correlated to the severity of clinical signs of FMD by measuring excretion of virus in natural secretions and aerosols. The other aims of this study were to verify the existence of sub-clinical infection in vaccinated pigs, to evaluate the correlation between this and seroconversion to foot-and-mouth disease virus (FMDV) non-structural protein antibodies and to re-examine the occurrence of FMDV persistence in the oro-pharynx of pigs. Therefore, pigs were vaccinated (O1 Manisa) and challenged (O1 UKG) in a manner calculated to produce a broad range of clinical outcomes and were monitored for a minimum of another 33 days post-challenge. Eighty-one percent of the early (10 days vaccinated) challenged pigs and 25% of the late (29 days vaccinated) challenged pigs were clinically infected and all other vaccinated pigs were sub-clinically infected. Although vaccination could not provide complete clinical or virological protection, it reduced the severity of the disease, virus excretion and production of non-structural FMDV antibodies in vaccinated and subsequently infected pigs. As hypothesised, vaccine-induced reduction of virus replication and excretion was found to be correlated to the severity of clinical disease. RNA copies, but no live virus was detected from the pharyngeal and soft palate tissues of a minority of vaccinated and infected pigs beyond the acute stage of the infection. © 2007 Elsevier Ltd. All rights reserved.",2007
