Refid;Bibliography;Author;Title;Abstract;Accession Number;Article Number;Author Address;Book Title;Custom 3;custom 7;Database;Database Provider;Date;distiller_reference_created_date;distiller_reference_upload_date;DOI;Editor;electronic resource number;End Page;EP;Epub Date;File Attachment;http;id;ISBN;ISSN;Issue;Journal;Keywords;Language;Notes;Number;Number of Pages;Pages;PMID;Publisher;Reference Type;secondary author;Series Editor;Series Title;Short Title;tertiary title;Translated Author;Translated Title;Type;Type of Work;upload id;URL;Volume;Year;User;Level;"agent
Causative agent of vector borne diseases"
31;C. Ochieng, P. Ahenda, A. Y. Vittor, R. Nyoka, S. Gikunju, C. Wachira, L. Waiboci, M. Umuro, A. A. Kim, L. Nderitu, B. Juma, J. M. Montgomery, R. F. Breiman and B. Fields (2015).  Seroprevalence of Infections with Dengue, Rift Valley Fever and Chikungunya Viruses in Kenya, 2007 Plos One, 10(7),  #Pages#;C. Ochieng, P. Ahenda, A. Y. Vittor, R. Nyoka, S. Gikunju, C. Wachira, L. Waiboci, M. Umuro, A. A. Kim, L. Nderitu, B. Juma, J. M. Montgomery, R. F. Breiman and B. Fields;Seroprevalence of Infections with Dengue, Rift Valley Fever and Chikungunya Viruses in Kenya, 2007;Arthropod-borne viruses are a major constituent of emerging infectious diseases worldwide, but limited data are available on the prevalence, distribution, and risk factors for transmission in Kenya and East Africa. In this study, we used 1,091 HIV-negative blood specimens from the 2007 Kenya AIDS Indicator Survey (KAIS 2007) to test for the presence of IgG antibodies to dengue virus (DENV), chikungunya virus (CHIKV) and Rift Valley fever virus (RVFV). The KAIS 2007 was a national population-based survey conducted by the Government of Kenya to provide comprehensive information needed to address the HIV/AIDS epidemic. Antibody testing for arboviruses was performed on stored blood specimens from KAIS 2007 through a two-step sandwich IgG ELISA using either commercially available kits or CDC-developed assays. Out of the 1,091 samples tested, 210 (19.2%) were positive for IgG antibodies against at least one of the three arboviruses. DENV was the most common of the three viruses tested (12.5% positive), followed by RVFV and CHIKV (4.5% and 0.97%, respectively). For DENV and RVFV, the participant's province of residence was significantly associated (P <=.01) with seropositivity. Seroprevalence of DENV and RVFV increased with age, while there was no correlation between province of residence/age and seropositivity for CHIKV. Females had twelve times higher odds of exposure to CHIK as opposed to DENV and RVFV where both males and females had the same odds of exposure. Lack of education was significantly associated with a higher odds of previous infection with either DENV or RVFV (p < 0.01). These data show that a number of people are at risk of arbovirus infections depending on their geographic location in Kenya and transmission of these pathogens is greater than previously appreciated. This poses a public health risk, especially for DENV.;WOS:000358197600137;;;;;;;;15-Jul;;;10.1371/journal.pone.0132645;;;;;;;;;;1932-6203;7;Plos One;;;"Times Cited: 1; 0
; 1";;;;;;Journal Article;;;;Seroprevalence of Infections with Dengue, Rift Valley Fever and Chikungunya Viruses in Kenya, 2007;;;;;;;<Go to ISI>://WOS:000358197600137;10;2015;andrey.gogin;3;Rift Valley fever virus
42;B. M. Boushab, M. Savadogo, S. M. Sow and S. Soufiane (2015).  Survey of investigation around cases of Rift Valley Fever at Tagant, Mauritania Revue d'epidemiologie et de sante publique, 63(3),  213-6;B. M. Boushab, M. Savadogo, S. M. Sow and S. Soufiane;Survey of investigation around cases of Rift Valley Fever at Tagant, Mauritania;BACKGROUND: Rift Valley Fever (RVF) is a zoonotic arbovirosis. Among animals, it mainly affects ruminants, causing abortions in gravid females and deaths among young animals. In humans, RVF virus infection is usually asymptomatic or characterized by a moderate fever. However, in 1-3% of cases, the disease progresses to a severe form with 50% mortality. OBJECTIVE: Search for risk factors and to propose appropriate measures to prevent the potential for extension of the epidemic, and to make recommendations for disease monitoring and control. METHODS: This investigation involved human RVF cases reported between October12 and November20, 2012 in the area of Tagant in Mauritania. Arbovirosis diagnosis was established by the laboratory of the National Institute of Public Health Research in Nouakchott (Mauritania) in collaboration with the Pasteur Institute of Dakar (Senegal). RESULTS: Of 212subjects, RVF serology was positive in 26 (12%). Among those seropositive for RVF, 11 (42%) had severe hemorrhagic forms. The case fatality rate was 91%. A series of animal abortions (cattle, sheep and goats) was observed in the area where all but two subjects resided. Exposure to potential risk factors for RVF virus infection was found in all patients. CONCLUSION: Mortality is very high in the hemorrhagic forms of RVF. Disease prevention is necessary by strengthening the fight against vectors, avoiding contact and consumption of organic products from diseased animals and vaccination of animals in areas where the disease is endemic. Furthermore, it is essential to establish management procedures for patients infected with the RVF virus. An appropriately equipped referral hospital is necessary, together with strengthened epidemiological surveillance by notifying all suspected cases of hemorrhagic fevers.;MEDLINE:25959009;;;;;;;;2015-Jun;;;10.1016/j.respe.2015.03.124;;;;;;;;;;0398-7620;3;Revue d'epidemiologie et de sante publique;;;"Times Cited: 0; 0";;;213-6;;;Journal Article;;;;Survey of investigation around cases of Rift Valley Fever at Tagant, Mauritania;;;Enquete d'investigation sur des cas de fievre de la vallee du Rift au Tagant, Mauritanie.;;;;<Go to ISI>://MEDLINE:25959009;63;2015;andrey.gogin;3;Rift Valley fever virus
49;S. F. Andriamandimby, C. Viarouge, J.-P. Ravalohery, J.-M. Reynes, C. Sailleau, M. L. Tantely, N. Elissa, E. Cardinale, A. A. Sall, S. Zientara and J.-M. Heraud (2015).  Detection in and circulation of Bluetongue virus among domestic ruminants in Madagascar Veterinary Microbiology, 176(3-4),  268-273;S. F. Andriamandimby, C. Viarouge, J.-P. Ravalohery, J.-M. Reynes, C. Sailleau, M. L. Tantely, N. Elissa, E. Cardinale, A. A. Sall, S. Zientara and J.-M. Heraud;Detection in and circulation of Bluetongue virus among domestic ruminants in Madagascar;So far, no published data was available concerning the circulation of Bluetongue virus (BTV) in Madagascar. During a survey on Rift Valley Fever, we were able to detect a virus belonging to BTV. Therefore, we conducted a study aiming at characterizing molecularly the BTV isolated and assess the importance of circulation of BTV in Madagascar. A total of 4393 sera from ruminants selected randomly by stratification and sampled in 30 districts of Madagascar were tested for BTV. Moreover, 175 cattle were followed during 11 months. Phylogenetic analyses were performed from virus isolated from unfed pools of mosquitoes. Overall, the estimated mean seroprevalence of infection at the national level was 95.9% (95% CI: [95.2-96.5]) in cattle and 83.7% (95% CI: [81.4-85.9]) in small ruminants. Estimation of incidence rate was 54 per 100 cattle-years assuming that the incidence rate is constant all year along. Phylogenetic analyses revealed that BTV detected belong to serotype 2. In conclusion, our results showed that BTV is endemic in Madagascar and highly prevalent among cattle. In our study we did not work on the vector involved in transmission of BTV in cattle. Thus, research should be conducted to better describe epidemiology of BTV in Madagascar including vectors and assess economic impact of the disease associated to BTV infections. (C) 2015 Elsevier B.V. All rights reserved.;WOS:000352047600007;;;;;;;;17-Apr;;;10.1016/j.vetmic.2015.02.009;;;;;;;;;;0378-1135;04-Mar;Veterinary Microbiology;;;"Times Cited: 0; HERAUD, Jean-Michel/O-1464-2013
; HERAUD, Jean-Michel/0000-0003-1107-0859
; 0";;;268-273;;;Journal Article;;;;Detection in and circulation of Bluetongue virus among domestic ruminants in Madagascar;;;;;;;<Go to ISI>://WOS:000352047600007;176;2015;andrey.gogin;3;Bluetongue virus
49;S. F. Andriamandimby, C. Viarouge, J.-P. Ravalohery, J.-M. Reynes, C. Sailleau, M. L. Tantely, N. Elissa, E. Cardinale, A. A. Sall, S. Zientara and J.-M. Heraud (2015).  Detection in and circulation of Bluetongue virus among domestic ruminants in Madagascar Veterinary Microbiology, 176(3-4),  268-273;S. F. Andriamandimby, C. Viarouge, J.-P. Ravalohery, J.-M. Reynes, C. Sailleau, M. L. Tantely, N. Elissa, E. Cardinale, A. A. Sall, S. Zientara and J.-M. Heraud;Detection in and circulation of Bluetongue virus among domestic ruminants in Madagascar;So far, no published data was available concerning the circulation of Bluetongue virus (BTV) in Madagascar. During a survey on Rift Valley Fever, we were able to detect a virus belonging to BTV. Therefore, we conducted a study aiming at characterizing molecularly the BTV isolated and assess the importance of circulation of BTV in Madagascar. A total of 4393 sera from ruminants selected randomly by stratification and sampled in 30 districts of Madagascar were tested for BTV. Moreover, 175 cattle were followed during 11 months. Phylogenetic analyses were performed from virus isolated from unfed pools of mosquitoes. Overall, the estimated mean seroprevalence of infection at the national level was 95.9% (95% CI: [95.2-96.5]) in cattle and 83.7% (95% CI: [81.4-85.9]) in small ruminants. Estimation of incidence rate was 54 per 100 cattle-years assuming that the incidence rate is constant all year along. Phylogenetic analyses revealed that BTV detected belong to serotype 2. In conclusion, our results showed that BTV is endemic in Madagascar and highly prevalent among cattle. In our study we did not work on the vector involved in transmission of BTV in cattle. Thus, research should be conducted to better describe epidemiology of BTV in Madagascar including vectors and assess economic impact of the disease associated to BTV infections. (C) 2015 Elsevier B.V. All rights reserved.;WOS:000352047600007;;;;;;;;17-Apr;;;10.1016/j.vetmic.2015.02.009;;;;;;;;;;0378-1135;04-Mar;Veterinary Microbiology;;;"Times Cited: 0; HERAUD, Jean-Michel/O-1464-2013
; HERAUD, Jean-Michel/0000-0003-1107-0859
; 0";;;268-273;;;Journal Article;;;;Detection in and circulation of Bluetongue virus among domestic ruminants in Madagascar;;;;;;;<Go to ISI>://WOS:000352047600007;176;2015;mia.holmberg;3;Bluetongue virus
53;Z. A. Memish, M. A. Masri, B. D. Anderson, G. L. Heil, H. R. Merrill, S. U. Khan, A. Alsahly and G. C. Gray (2015).  Elevated Antibodies against Rift Valley Fever Virus among Humans with Exposure to Ruminants in Saudi Arabia American Journal of Tropical Medicine and Hygiene, 92(4),  739-743;Z. A. Memish, M. A. Masri, B. D. Anderson, G. L. Heil, H. R. Merrill, S. U. Khan, A. Alsahly and G. C. Gray;Elevated Antibodies against Rift Valley Fever Virus among Humans with Exposure to Ruminants in Saudi Arabia;In 2000, an outbreak of Rift Valley fever virus (RVFV) occurred in the Kingdom of Saudi Arabia (KSA). Since then there have been sparse efforts to monitor for RVFV reemergence. During 2012, we enrolled 300 individuals with ruminant exposure and 50 age-group matched non-exposed controls in southwestern KSA, in a cross-sectional epidemiological study of RVFV. Sera from the participants were screened with an enzyme-linked immunosorbent assay (ELISA) for anti-RVFV IgG antibodies of which 39 (11.1%) were positive. Sixteen (41.0%) of those 39 were also positive by a plaque reduction neutralization assay (PRNT). The PRNT-positive subjects were further studied with an IgM ELISA and one was positive. No RVFV was detected in the 350 sera using real-time reverse transcription polymerase chain reaction. Contact with cattle (odds ratio [OR] = 3.16, 95% confidence interval [CI] 1.01, 9.90) and a history of chronic medical illness (OR = 6.41, 95% CI 1.75, 23.44) were associated with greater odds of RVFV seropositivity by PRNT. The IgM-positive participant was 36 years of age, and reported multiple risk factors for ruminant contact. Although these findings simply may be vestiges of the 2000 epidemic, KSA's frequent visits from pilgrims and importations of live animals from RVFV-endemic areas suggest that more comprehensive surveillance for imported RVFV virus in ruminants, mosquitoes, and travelers is imperative.;WOS:000352828200012;;;;;;;;Apr;;;10.4269/ajtmh.14-0575;;;;;;;;;;0002-9637;4;American Journal of Tropical Medicine and Hygiene;;;"Times Cited: 1; 0
; 1";;;739-743;;;Journal Article;;;;Elevated Antibodies against Rift Valley Fever Virus among Humans with Exposure to Ruminants in Saudi Arabia;;;;;;;<Go to ISI>://WOS:000352828200012;92;2015;andrey.gogin;3;Rift Valley fever virus
63;R. D. Sumaye, E. N. Abatih, E. Thiry, M. Amuri, D. Berkvens and E. Geubbels (2015).  Inter-epidemic Acquisition of Rift Valley Fever Virus in Humans in Tanzania Plos Neglected Tropical Diseases, 9(2),  #Pages#;R. D. Sumaye, E. N. Abatih, E. Thiry, M. Amuri, D. Berkvens and E. Geubbels;Inter-epidemic Acquisition of Rift Valley Fever Virus in Humans in Tanzania;"Background In East Africa, epidemics of Rift Valley fever (RVF) occur in cycles of 5-15 years following unusually high rainfall. RVF transmission during inter-epidemic periods (IEP) generally passes undetected in absence of surveillance in mammalian hosts and vectors. We studied IEP transmission of RVF and evaluated the demographic, behavioural, occupational and spatial determinants of past RVF infection. Methodology Between March and August 2012 we collected blood samples, and administered a risk factor questionnaire among 606 inhabitants of 6 villages in the seasonally inundated Kilombero Valley, Tanzania. ELISA tests were used to detect RVFV IgM and IgG antibodies in serum samples. Risk factors were examined by mixed effects logistic regression. Findings RVF virus IgM antibodies, indicating recent RVFV acquisition, were detected in 16 participants, representing 2.6% overall and in 22.5% of inhibition ELISA positives (n = 71). Four of 16 (25.0%) IgM positives and 11/71 (15.5%) of individuals with inhibition ELISA sero-positivity reported they had had no previous contact with host animals. Sero-positivity on inhibition ELISA was 11.7%(95% CI 9.2-14.5) and risk was elevated with age (odds ratio (OR) 1.03 per year; 95% CI 1.01-1.04), among milkers (OR 2.19; 95% CI 1.23-3.91), and individuals eating raw meat (OR 4.17; 95% CI 1.18-14.66). Households keeping livestock had a higher probability of having members with evidence of past infection (OR = 3.04, 95% CI = 1.42-6.48) than those that do not keep livestock. Conclusion There is inter-epidemic acquisition of RVFV in Kilombero Valley inhabitants. In the wake of declining malaria incidence, these findings underscore the need for clinicians to consider RVF in the differential diagnosis for febrile illnesses. Several types of direct contact with livestock are important risk factors for past infection with RVFV in this study's population. However, at least part of RVFV transmission appears to have occurred through bites of infected mosquitoes.";WOS:000350992500057;;;;;;;;Feb;;;10.1371/journal.pntd.0003536;;;;;;;;;;1935-2735;2;Plos Neglected Tropical Diseases;;;"Times Cited: 1; AMURI, Mbaraka/C-5386-2011
; AMURI, Mbaraka/0000-0002-8583-9555
; 0
; 1";;;;;;Journal Article;;;;Inter-epidemic Acquisition of Rift Valley Fever Virus in Humans in Tanzania;;;;;;;<Go to ISI>://WOS:000350992500057;9;2015;andrey.gogin;3;Rift Valley fever virus
64;S. Muiruri, E. W. Kabiru, E. M. Muchiri, H. Hussein, F. Kagondu, A. D. LaBeaud and C. H. Kingt (2015).  Cross-Sectional Survey of Rift Valley Fever Virus Exposure in Bodhei Village Located in a Transitional Coastal Forest Habitat in Lamu County, Kenya American Journal of Tropical Medicine and Hygiene, 92(2),  394-400;S. Muiruri, E. W. Kabiru, E. M. Muchiri, H. Hussein, F. Kagondu, A. D. LaBeaud and C. H. Kingt;Cross-Sectional Survey of Rift Valley Fever Virus Exposure in Bodhei Village Located in a Transitional Coastal Forest Habitat in Lamu County, Kenya;"Few studies have focused on Rift Valley fever virus (RVFV) transmission in less arid, transitional landscapes surrounding known high-risk regions. The objective of this study was to identify evidence of RVFV exposure in Bodhei Village in a forested area at the edge of the RVFV-epidemic Garissa region. In a household cluster-based survey conducted between epidemics in early 2006, 211 participants were enrolled. Overall seroprevalence for anti-RVFV was high (18%) and comparable with rates in the more arid, dense brush regions farther north. Seroprevalence of adults was 28%, whereas that of children was significantly lower (3%; P < 0.001); the youngest positive child was age 3 years. Males were more likely to be seropositive than females (25% versus 11%; P < 0.01), and animal husbandry activities (birthing, sheltering, and butchering) were strongly associated with seropositivity. The results confirm that significant RVFV transmission occurs outside of recognized high-risk areas and independent of known epidemic periods.";WOS:000349065400036;;;;;;;;Feb;;;10.4269/ajtmh.14-0440;;;;;;;;;;0002-9637;2;American Journal of Tropical Medicine and Hygiene;;;"Times Cited: 0; King, Charles/0000-0001-8349-9270
; 0";;;394-400;;;Journal Article;;;;Cross-Sectional Survey of Rift Valley Fever Virus Exposure in Bodhei Village Located in a Transitional Coastal Forest Habitat in Lamu County, Kenya;;;;;;;<Go to ISI>://WOS:000349065400036;92;2015;andrey.gogin;3;Rift Valley fever virus
65;C. Tigoi, O. Lwande, B. Orindi, Z. Irura, J. Ongus and R. Sang (2015).  Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya Vector-Borne and Zoonotic Diseases, 15(2),  124-132;C. Tigoi, O. Lwande, B. Orindi, Z. Irura, J. Ongus and R. Sang;Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya;Introduction: Arboviruses cause emerging and re-emerging infections affecting humans and animals. They are spread primarily by blood-sucking insects such as mosquitoes, ticks, midges, and sandflies. Changes in climate, ecology, demographic, land-use patterns, and increasing global travel have been linked to an upsurge in arboviral disease. Outbreaks occur periodically followed by persistent low-level circulation. Aim: This study was undertaken to determine the seroepidemiology of selected arboviruses among febrile patients in selected lake/river basins of Kenya. Methods: Using a hospital-based cross-sectional descriptive survey, febrile patients were recruited and their serum samples tested for exposure to immunoglobulin M (IgM) and IgG antibodies against Crimean-Congo hemorrhagic fever virus (CCHFV), Rift Valley fever virus (RVFV), West Nile virus (WNV), and chikungunya virus (CHIKV). Samples positive for CHIKV and WNV were further confirmed by the plaque reduction neutralization test (PRNT). Results: Of the 379 samples examined, 176 were IgG positive for at least one of these arboviruses (46.4%, 95% confidence interval [CI] 41.4-51.5%). Virus-specific prevalence for CCHF, RVF, WN, and CHIK was 25.6%, 19.5%, 12.4%, and 2.6%, respectively. These prevalences varied significantly with geographical site (p<0.001), with Tana recording the highest overall arboviral seropositivity. PRNT results for Alphaviruses confirmed that the actual viruses circulating in Baringo were Semliki Forest virus (SFV) and CHIKV, o'nyong nyong virus (ONNV) in Naivasha, and SFV and Sindbis virus (SINDV) in Tana delta. Among the flaviviruses tested, WNV was circulating in all the three sites. Conclusion: There is a high burden of febrile illness in humans due to CCHFV, RVFV, WNV, and CHIKV infection in the river/lake basin regions of Kenya.;WOS:000349682500006;;;;;;;;01-Feb;;;10.1089/vbz.2014.1686;;;;;;;;;;1530-3667;2;Vector-Borne and Zoonotic Diseases;;;"Times Cited: 0; 0";;;124-132;;;Journal Article;;;;Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya;;;;;;;<Go to ISI>://WOS:000349682500006;15;2015;andrey.gogin;3;Crimean-Congo haemorrhagic fever virus
65;C. Tigoi, O. Lwande, B. Orindi, Z. Irura, J. Ongus and R. Sang (2015).  Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya Vector-Borne and Zoonotic Diseases, 15(2),  124-132;C. Tigoi, O. Lwande, B. Orindi, Z. Irura, J. Ongus and R. Sang;Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya;Introduction: Arboviruses cause emerging and re-emerging infections affecting humans and animals. They are spread primarily by blood-sucking insects such as mosquitoes, ticks, midges, and sandflies. Changes in climate, ecology, demographic, land-use patterns, and increasing global travel have been linked to an upsurge in arboviral disease. Outbreaks occur periodically followed by persistent low-level circulation. Aim: This study was undertaken to determine the seroepidemiology of selected arboviruses among febrile patients in selected lake/river basins of Kenya. Methods: Using a hospital-based cross-sectional descriptive survey, febrile patients were recruited and their serum samples tested for exposure to immunoglobulin M (IgM) and IgG antibodies against Crimean-Congo hemorrhagic fever virus (CCHFV), Rift Valley fever virus (RVFV), West Nile virus (WNV), and chikungunya virus (CHIKV). Samples positive for CHIKV and WNV were further confirmed by the plaque reduction neutralization test (PRNT). Results: Of the 379 samples examined, 176 were IgG positive for at least one of these arboviruses (46.4%, 95% confidence interval [CI] 41.4-51.5%). Virus-specific prevalence for CCHF, RVF, WN, and CHIK was 25.6%, 19.5%, 12.4%, and 2.6%, respectively. These prevalences varied significantly with geographical site (p<0.001), with Tana recording the highest overall arboviral seropositivity. PRNT results for Alphaviruses confirmed that the actual viruses circulating in Baringo were Semliki Forest virus (SFV) and CHIKV, o'nyong nyong virus (ONNV) in Naivasha, and SFV and Sindbis virus (SINDV) in Tana delta. Among the flaviviruses tested, WNV was circulating in all the three sites. Conclusion: There is a high burden of febrile illness in humans due to CCHFV, RVFV, WNV, and CHIKV infection in the river/lake basin regions of Kenya.;WOS:000349682500006;;;;;;;;01-Feb;;;10.1089/vbz.2014.1686;;;;;;;;;;1530-3667;2;Vector-Borne and Zoonotic Diseases;;;"Times Cited: 0; 0";;;124-132;;;Journal Article;;;;Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya;;;;;;;<Go to ISI>://WOS:000349682500006;15;2015;andrey.gogin;3;West Nile virus
65;C. Tigoi, O. Lwande, B. Orindi, Z. Irura, J. Ongus and R. Sang (2015).  Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya Vector-Borne and Zoonotic Diseases, 15(2),  124-132;C. Tigoi, O. Lwande, B. Orindi, Z. Irura, J. Ongus and R. Sang;Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya;Introduction: Arboviruses cause emerging and re-emerging infections affecting humans and animals. They are spread primarily by blood-sucking insects such as mosquitoes, ticks, midges, and sandflies. Changes in climate, ecology, demographic, land-use patterns, and increasing global travel have been linked to an upsurge in arboviral disease. Outbreaks occur periodically followed by persistent low-level circulation. Aim: This study was undertaken to determine the seroepidemiology of selected arboviruses among febrile patients in selected lake/river basins of Kenya. Methods: Using a hospital-based cross-sectional descriptive survey, febrile patients were recruited and their serum samples tested for exposure to immunoglobulin M (IgM) and IgG antibodies against Crimean-Congo hemorrhagic fever virus (CCHFV), Rift Valley fever virus (RVFV), West Nile virus (WNV), and chikungunya virus (CHIKV). Samples positive for CHIKV and WNV were further confirmed by the plaque reduction neutralization test (PRNT). Results: Of the 379 samples examined, 176 were IgG positive for at least one of these arboviruses (46.4%, 95% confidence interval [CI] 41.4-51.5%). Virus-specific prevalence for CCHF, RVF, WN, and CHIK was 25.6%, 19.5%, 12.4%, and 2.6%, respectively. These prevalences varied significantly with geographical site (p<0.001), with Tana recording the highest overall arboviral seropositivity. PRNT results for Alphaviruses confirmed that the actual viruses circulating in Baringo were Semliki Forest virus (SFV) and CHIKV, o'nyong nyong virus (ONNV) in Naivasha, and SFV and Sindbis virus (SINDV) in Tana delta. Among the flaviviruses tested, WNV was circulating in all the three sites. Conclusion: There is a high burden of febrile illness in humans due to CCHFV, RVFV, WNV, and CHIKV infection in the river/lake basin regions of Kenya.;WOS:000349682500006;;;;;;;;01-Feb;;;10.1089/vbz.2014.1686;;;;;;;;;;1530-3667;2;Vector-Borne and Zoonotic Diseases;;;"Times Cited: 0; 0";;;124-132;;;Journal Article;;;;Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya;;;;;;;<Go to ISI>://WOS:000349682500006;15;2015;andrey.gogin;3;Rift Valley fever virus
66;E. S. Swai and C. Sindato (2015).  Seroprevalence of Rift Valley fever virus infection in camels (dromedaries) in northern Tanzania Tropical Animal Health and Production, 47(2),  347-352;E. S. Swai and C. Sindato;Seroprevalence of Rift Valley fever virus infection in camels (dromedaries) in northern Tanzania;Rift Valley fever (RVF) is an arthropod-borne viral zoonotic disease that affects a wide range of animals including sheep, goats, cattle, camels and humans. Camels have only recently been introduced into Tanzania and, as a result, there is no credible diseases status information concerning this population, estimated to be in the low hundreds. As part of a broader study on camel diseases in different localities of northern Tanzania, serum samples (n=109) were collected from apparently healthy, non-vaccinated camels during the period June to August 2010 and tested for antibodies specific to RVF virus (RVFV) using the inhibition enzyme-linked immunosorbent assay (ELISA). Overall, herd and individual camel IgG seroprevalence was 78.5%(11/14) and 27.5%(30/109), respectively. IgG was found to be most prevalent in camels from Kilindi and Hai districts (45 %, each) and in introduced camels from other areas (37.1 %). The relationship between age and seropositivity showed that the seroprevalence was the highest (84.6 %) in age group of >= 10 years and lowest (11.9 %) in age group of <= 5 years. The results of this study reveal that evidence of camels being exposed to RVFV and that the risk of seropositivity varied according to district, being higher in Kilindi and Hai compared with other districts sampled. The risk of seropositivity increased with increasing animal age and the introduction of camels into the herd. Based on these study findings, continuous disease surveillance of camels for RVFV is indicated.;WOS:000348792800011;;;;;;;;Feb;;;10.1007/s11250-014-0726-y;;;;;;;;;;0049-4747;2;Tropical Animal Health and Production;;;"Times Cited: 0; 0";;;347-352;;;Journal Article;;;;Seroprevalence of Rift Valley fever virus infection in camels (dromedaries) in northern Tanzania;;;;;;;<Go to ISI>://WOS:000348792800011;47;2015;andrey.gogin;3;Rift Valley fever virus
