"Refid","Bibliography","User","Ris Code","Level","DE_DACRAH_OB4_Covetlab_k","studyID
Unique ID to link all observations from the same study or experiment","sampCountry
Country where study was performed","sampY
Year the study was conducted
(-1 if not reported)","agent
Causative agent of vector borne diseases","agentSubtype
Question form DACRAH1, no need to answer","agentSubtypeTypeWhat type of further detailed information is given regarding the agent.Select here, and type below.","agentSubtypeTypeWhat type of further detailed information is given regarding the agent.Select here, and type below._comment","agentDetails
The further information given regarding the sutype type given above. ","studyTargetHOST
Species target of the study. ","studyTargetHOST
Species target of the study. _comment","studyTargetVector
Please select the specific vector, for studies which were targetted at vectors. Leave EMPTY for animal treatemtn studies, not addressing any vector.","ageMonths
Age of animals in months
(-1 if not reported)","age
Age class of animals (DACRAH 1 question, do not use)","sampStrategy
Strategy used to select sampling units for inclusion in the study","sampStrategy
Strategy used to select sampling units for inclusion in the study_comment","sampUnit
Type of unit sampled in the study and reported in sampUnitSize","sampUnit
Type of unit sampled in the study and reported in sampUnitSize_comment","sampUnitSize
Number of units in the group (the number of units listed above (e.g. herds))","route
Method of application or treatment regime or administration method of vaccine","route
Method of application or treatment regime or administration method of vaccine_comment","intervention
Intervention or treatment","testsubstance
Insecticide or pharmaceutical substance","testsubstance2
Insecticide or pharmaceutical substance","testSubstanceCategorical","testSubstanceCategorical_comment","testSubstanceCategorical 2","Test Substance concentration/formulation IN PERCENTAGE","Test Substance 2 concentration/formulation IN PERCENTAGE","dosageFreq
Dosage frequency: number of doses (=how many times is the dose aministred?)","dosageFreq2
Dosage frequency: number of doses (=how many times is the dose aministred?)","dosageInterval
Dosage - interval at which the dose is given (days) (how many days are in between the administration of 2 doses)","dosageInterval2
Dosage - interval at which the dose is given (days) (how many days are in between the administration of 2 doses)","dose
quantity of vaccine/insecticide/pharmaceutical given - value reported in the study","dose2
quantity of vaccine/insecticide/pharmaceutical given - value reported in the study","doseUnits
Units of measurement for the reported parameter value","doseUnits
Units of measurement for the reported parameter value_comment","doseUnits2
Units of measurement for the reported parameter value","doseUnits2
Units of measurement for the reported parameter value_comment","SubstanceDoseComments
Add any other comments about dosage and the test substance.
Please try as much as possible to enter some quantitiative data
in the fields above (for instance the most frequent dosage regimen,
or the start regimen), and then add any additional details here.
Please also try to leave the testSubstance name as clean as possible","sampledMatrix
Tissue sampled for testing","sampledMatrix
Tissue sampled for testing_comment","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD_comment","anMethText
Description of laboratory method (where relevant include method of calculation of cut-offs)","anMatText
Target of laboratory test","anMatText
Target of laboratory test_comment","timePoint
Indicate time point in days from the start of the study to which the following parameters (dead, clinical and tested) correspond","nAnimals
total number of animals in the group","clinical
Number of animals with clinical signs","Titres
What is the titre of neutrilising antibodies at the timepoint?","nTested
Number of samples tested","nPositive
Number of samples positive","nNegative
Number of samples negative","dead (or mortality)
Number of dead animals (if reported as percentage, please provide percentage -e.g. 20 for 20% - and change the units in the following question).","dead (or mortality) Units
Units of measurement of the reported dead/mortality","efficacy
1-RR","LCI_EF
Lower Confidence interval limit - Efficacy","UCI_EF
Upper confidence interval limit - Efficacy","Other outcomes: choose","Outcome: numerical value
 ","Outcome: units","OUTCOMESOtherComments
Please give any details that could not be reported in the format above.
Please first make sure to report as many results as possible in a quantitative format above, and leave any additional comments here.","Study design STRENGTHSAdd notes on the strengths of the study design.","Study design WEAKNESSESAdd any notes on the study design weaknesses - lack of proper controls, lack of proper analyses methods, flaws in the way data were reported, etc. What is the impact of these flaws on the use of the data collected?"
11168," E. Ferroglio, M. Poggi, A. Trisciuoglio (2008).  Evaluation of 65% permethrin spot-on and deltamethrin-impregnated collars for canine Leishmania infantum infection prevention Zoonoses and Public Health, 55(#issue#),  145-148",tobias.lilja,,4,,3,Italy,2005,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,sandflies,,Adult,"Objective (random) sampling",,"animal / individual",,188,,,Control,"No treatment",,"CONTROL - no treatment/only supportive treatment",,,,,,,,,,,,,,,,"Animal blood",,"Immunofluorescence method",,,Antibody,,185,,,,188,30,158,,,,,,,,,,,
11213," Shyam Sundar, M. Rai, J. Chakravarty, D. Agarwal, N. Agrawal, Michel Vaillant, Piero Olliaro, Henry W. Murray (2008).  New treatment approach in Indian visceral leishmaniasis: Single-dose liposomal amphotericin B followed by short-course oral miltefosine Clinical Infectious Diseases, 47(#issue#),  1000-1006",thomas.rosendal,,4,,1,India,2006,"Leishmania infantum",,,,,"Human (homo sapiens) ",,,,,,,"animal / individual",,45,INTRAVENEOUS,,"Pharmaceutical treatment","liposomal amphotericin B",,"liposomal amphoteracin B",,,,,1,,,,5,,mg/kg,,,,,"splenic aspirate",,"Morphological identification",,"microscopic examination of splenic aspirate with use of a logarithmic scale of 0(no parasites/1000 oil-immersion fields) to +6(>100 amastigotes/field)",Parasite,,16,,,,45,0,45,,,,,,,,,,,
11213," Shyam Sundar, M. Rai, J. Chakravarty, D. Agarwal, N. Agrawal, Michel Vaillant, Piero Olliaro, Henry W. Murray (2008).  New treatment approach in Indian visceral leishmaniasis: Single-dose liposomal amphotericin B followed by short-course oral miltefosine Clinical Infectious Diseases, 47(#issue#),  1000-1006",thomas.rosendal,,4,,2,India,2006,"Leishmania infantum",,,,,"Human (homo sapiens) ",,,,,,,"animal / individual",,46,MULTIPLE,,"Pharmaceutical treatment","liposomal amphotericin B + miltefosine",,"liposomal amphoteracin B",,miltefosine,,,1,20,,0.5,5,50,mg/kg,,mg,,"liposomal amphotericin B (5mg/kg IV on day 1) plus miltefosine (50 mg twice daily for 10 days beginning on day 2)","splenic aspirate",,"Morphological identification",,"microscopic examination of splenic aspirate with use of a logarithmic scale of 0(no parasites/1000 oil-immersion fields) to +6(>100 amastigotes/field)",Parasite,,16,,,,46,0,46,,,,,,,,,,,
11213," Shyam Sundar, M. Rai, J. Chakravarty, D. Agarwal, N. Agrawal, Michel Vaillant, Piero Olliaro, Henry W. Murray (2008).  New treatment approach in Indian visceral leishmaniasis: Single-dose liposomal amphotericin B followed by short-course oral miltefosine Clinical Infectious Diseases, 47(#issue#),  1000-1006",thomas.rosendal,,4,,5,India,2006,"Leishmania infantum",,,,,"Human (homo sapiens) ",,,,,,,"animal / individual",,45,MULTIPLE,,"Pharmaceutical treatment","liposomal amphotericin B + miltefosine",,"liposomal amphoteracin B",,miltefosine,,,1,14,,0.5,5,50,mg/kg,,mg,,"liposomal amphotericin B (5mg/kg IV on day 1) plus miltefosine (50 mg twice daily PO for 7 days beginning on Day 2)","splenic aspirate",,"Morphological identification",,"microscopic examination of splenic aspirate with use of a logarithmic scale of 0(no parasites/1000 oil-immersion fields) to +6(>100 amastigotes/field)",Parasite,,16,,,,45,0,45,,,,,,,,,,,
11213," Shyam Sundar, M. Rai, J. Chakravarty, D. Agarwal, N. Agrawal, Michel Vaillant, Piero Olliaro, Henry W. Murray (2008).  New treatment approach in Indian visceral leishmaniasis: Single-dose liposomal amphotericin B followed by short-course oral miltefosine Clinical Infectious Diseases, 47(#issue#),  1000-1006",thomas.rosendal,,4,,4,India,2006,"Leishmania infantum",,,,,"Human (homo sapiens) ",,,,,,,"animal / individual",,45,MULTIPLE,,"Pharmaceutical treatment","liposomal amphotericin B + miltefosine",,"liposomal amphoteracin B",,miltefosine,,,1,28,,0.5,3.75,50,mg/kg,,mg,,"liposomal amphotericin B (3.75mg/kg IV on day 1) plus miltefosine (50 mg twice daily PO for 14  days beginning on Day 2)","splenic aspirate",,"Morphological identification",,"microscopic examination of splenic aspirate with use of a logarithmic scale of 0(no parasites/1000 oil-immersion fields) to +6(>100 amastigotes/field)",Parasite,,16,,,,45,0,45,,,,,,,,,,,
11213," Shyam Sundar, M. Rai, J. Chakravarty, D. Agarwal, N. Agrawal, Michel Vaillant, Piero Olliaro, Henry W. Murray (2008).  New treatment approach in Indian visceral leishmaniasis: Single-dose liposomal amphotericin B followed by short-course oral miltefosine Clinical Infectious Diseases, 47(#issue#),  1000-1006",thomas.rosendal,,4,,3,India,2006,"Leishmania infantum",,,,,"Human (homo sapiens) ",,,,,,,"animal / individual",,45,MULTIPLE,,"Pharmaceutical treatment","liposomal amphotericin B + miltefosine",,"liposomal amphoteracin B",,miltefosine,,,1,28,,0.5,5,50,mg/kg,,mg,,"liposomal amphotericin B (5mg/kg IV on day 1) plus miltefosine (50 mg twice daily for 14 days beginning on day 2)","splenic aspirate",,"Morphological identification",,"microscopic examination of splenic aspirate with use of a logarithmic scale of 0(no parasites/1000 oil-immersion fields) to +6(>100 amastigotes/field)",Parasite,,16,,,,45,0,45,,,,,,,,,,,
11241," Mustafa Aydin Cevik, Nazif Elaldi, Esraguel Akinci, Pinar Oenguerue, Ayse Erbay, Turan Buzgan, Ramazan Uzun, Ayhan Kubar, Huerrem Bodur (2008).  A preliminary study to evaluate the effect of intravenous ribavirin treatment on survival rates in Crimean-Congo hemorrhagic fever Journal of Infection, 57(#issue#),  350-351",tobias.lilja,,4,,1,Turkey,2006,"Crimean-Congo haemorrhagic fever virus",,,,,"Human (homo sapiens) ",,,,Adult,Unspecified,,"animal / individual",,9,INTRAVENEOUS,,"Pharmaceutical treatment",Ribavirin,,Ribavirin,,,,,34,,0.25,,17,,mg/kg,,,,,,,"Not applicable",,,,,10,,,,,,,5,"individuals (animals or vectors)",,,,,,,,,
11241," Mustafa Aydin Cevik, Nazif Elaldi, Esraguel Akinci, Pinar Oenguerue, Ayse Erbay, Turan Buzgan, Ramazan Uzun, Ayhan Kubar, Huerrem Bodur (2008).  A preliminary study to evaluate the effect of intravenous ribavirin treatment on survival rates in Crimean-Congo hemorrhagic fever Journal of Infection, 57(#issue#),  350-351",tobias.lilja,,4,,2,Turkey,2006,"Crimean-Congo haemorrhagic fever virus",,,,,"Human (homo sapiens) ",,,,Adult,Unspecified,,"animal / individual",,16,,,Control,"No treatment",,"CONTROL - no treatment/only supportive treatment",,,,,,,,,,,,,,,,,,"Not applicable",,,,,10,,,,,,,7,"individuals (animals or vectors)",,,,,,,,,
11658," B. Sharifi-Mood, R. Alavi-Naini, M. Metanat, F. Rakhshani (2006).  Ribavirin: an effective drug for treatment of children with Crimean-Congo Hemorrhagic Fever: a seven-years experience Pakistan Journal of Biological Sciences, 9(#issue#),  1598-1600",thomas.rosendal,,4,,2,"Iran, Islamic Republic of",,"Crimean-Congo haemorrhagic fever virus",,,,,"Human (homo sapiens) ",,,,Young,,,"animal / individual",,4,,,Control,"No treatment",,"CONTROL - no treatment/only supportive treatment",,,,,,,,,,,,,,,,"Blood serum (as part-nature)",,"Enzyme linked immunosorbent assay (ELISA)",,,IgM,,,,,,,,,75,percentage,,,,,,,,,
11658," B. Sharifi-Mood, R. Alavi-Naini, M. Metanat, F. Rakhshani (2006).  Ribavirin: an effective drug for treatment of children with Crimean-Congo Hemorrhagic Fever: a seven-years experience Pakistan Journal of Biological Sciences, 9(#issue#),  1598-1600",thomas.rosendal,,4,,1,"Iran, Islamic Republic of",,"Crimean-Congo haemorrhagic fever virus",,,,,"Human (homo sapiens) ",,,,Young,,,"animal / individual",,25,"ORAL: UNSPECIFIED",,"Pharmaceutical treatment",ribavirin,,Ribavirin,,,,,,,,,,,,,,,,"Blood serum (as part-nature)",,"Enzyme linked immunosorbent assay (ELISA)",,,IgM,,,,,,,,,16,percentage,,,,,,,,,
11746," M. N. Saridomichelakis, M. E. Mylonakis, L. S. Leontides, C. Billinis, A. F. Koutinas, A. D. Galatos, P. Gouletsou, A. Diakou, V. I. Kontos (2005).  Periodic administration of allopurinol is not effective for the prevention of canine leishmaniosis (Leishmania infantum) in the endemic areas Veterinary Parasitology, 130(#issue#),  199-205",ann.lindberg,,4,,1,Greece,1999,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,Adult,Unspecified,,"animal / individual",,51,"ORAL: UNSPECIFIED",,"Pharmaceutical treatment",allopurinol,,allopurinol,,,,,7,,1,,20,,mg/kg,,,,"allopurinol (Zylapour, tabl 300 mg-Farmanic, Athens)
dose was 1 tablet daily for the first week of each month over 5 months .","Blood serum (as part-nature)",,"Enzyme linked immunosorbent assay (ELISA)",,"cut-off value: higher than the mean of three negative controls plus three standard deviations)",IgG,,365,,0,,34,2,32,,,,,,,,,,,
11746," M. N. Saridomichelakis, M. E. Mylonakis, L. S. Leontides, C. Billinis, A. F. Koutinas, A. D. Galatos, P. Gouletsou, A. Diakou, V. I. Kontos (2005).  Periodic administration of allopurinol is not effective for the prevention of canine leishmaniosis (Leishmania infantum) in the endemic areas Veterinary Parasitology, 130(#issue#),  199-205",ann.lindberg,,4,,1,Greece,1999,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,Adult,Unspecified,,"animal / individual",,51,"ORAL: UNSPECIFIED",,"Pharmaceutical treatment",allopurinol,,allopurinol,,,,,7,,1,,20,,mg/kg,,,,"Allopurinol (Zylapour, tabl 300 mg-Farmanic, Athens)
dose was 1 tablet daily for the first week of each month over 5 months .","Blood serum (as part-nature)",,"Indirect Immunofluorescence Antibody test (IFAT)",,"cut-off value: equal or greater than 1/200",IgG,,365,,0,,34,3,31,,,,,,,,,,,
11746," M. N. Saridomichelakis, M. E. Mylonakis, L. S. Leontides, C. Billinis, A. F. Koutinas, A. D. Galatos, P. Gouletsou, A. Diakou, V. I. Kontos (2005).  Periodic administration of allopurinol is not effective for the prevention of canine leishmaniosis (Leishmania infantum) in the endemic areas Veterinary Parasitology, 130(#issue#),  199-205",ann.lindberg,,4,,1,Greece,1999,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,Adult,Unspecified,,"animal / individual",,51,"ORAL: UNSPECIFIED",,"Pharmaceutical treatment",allopurinol,,allopurinol,,,,,7,,1,,20,,mg/kg,,,,"Allopurinol (Zylapour, tabl 300 mg-Farmanic, Athens)
dose was 1 tablet daily for the first week of each month over 5 months .","Lymph node (as part-nature)",,"Morphological identification",,"stained smears observed for amastigotes up to 1000* field",Parasite,,365,,0,,29,0,29,,,,,,,,,,,
11746," M. N. Saridomichelakis, M. E. Mylonakis, L. S. Leontides, C. Billinis, A. F. Koutinas, A. D. Galatos, P. Gouletsou, A. Diakou, V. I. Kontos (2005).  Periodic administration of allopurinol is not effective for the prevention of canine leishmaniosis (Leishmania infantum) in the endemic areas Veterinary Parasitology, 130(#issue#),  199-205",ann.lindberg,,4,,1,Greece,1999,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,Adult,Unspecified,,"animal / individual",,51,"ORAL: UNSPECIFIED",,"Pharmaceutical treatment",Allopurinol,,allopurinol,,,,,7,,1,,20,,mg/kg,,,,"Allopurinol (Zylapour, tabl 300 mg-Farmanic, Athens)
dose was 1 tablet daily for the first week of each month over 5 months .","Bone marrow (as part-nature)",,"Morphological identification",,"stained smears observed following method by (Grindem et al., 2002).",Parasite,,365,,0,,32,0,32,,,,,,,,,,,
11746," M. N. Saridomichelakis, M. E. Mylonakis, L. S. Leontides, C. Billinis, A. F. Koutinas, A. D. Galatos, P. Gouletsou, A. Diakou, V. I. Kontos (2005).  Periodic administration of allopurinol is not effective for the prevention of canine leishmaniosis (Leishmania infantum) in the endemic areas Veterinary Parasitology, 130(#issue#),  199-205",ann.lindberg,,4,,1,Greece,1999,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,Adult,Unspecified,,"animal / individual",,51,"ORAL: UNSPECIFIED",,"Pharmaceutical treatment",Allopurinol,,allopurinol,,,,,7,,1,,20,,mg/kg,,,,"Allopurinol (Zylapour, tabl 300 mg-Farmanic, Athens)
dose was 1 tablet daily for the first week of each month over 5 months .","Bone marrow (as part-nature)",,"Polymerase chain reaction (PCR)",,"T2 and B4 primers were utilized","Nucleic acid",,365,,0,,34,24,10,,,,,,,,,,,
11746," M. N. Saridomichelakis, M. E. Mylonakis, L. S. Leontides, C. Billinis, A. F. Koutinas, A. D. Galatos, P. Gouletsou, A. Diakou, V. I. Kontos (2005).  Periodic administration of allopurinol is not effective for the prevention of canine leishmaniosis (Leishmania infantum) in the endemic areas Veterinary Parasitology, 130(#issue#),  199-205",ann.lindberg,,4,,2,Greece,1999,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,Adult,Unspecified,,"animal / individual",,44,"ORAL: UNSPECIFIED",,Placebo,Placebo,,"CONTROL - placebo",,,,,7,,1,,,,,,,,,"Bone marrow (as part-nature)",,"Polymerase chain reaction (PCR)",,"T2 and B4 primers were utilized","Nucleic acid",,365,,0,,23,15,8,,,,,,,,,,,
11746," M. N. Saridomichelakis, M. E. Mylonakis, L. S. Leontides, C. Billinis, A. F. Koutinas, A. D. Galatos, P. Gouletsou, A. Diakou, V. I. Kontos (2005).  Periodic administration of allopurinol is not effective for the prevention of canine leishmaniosis (Leishmania infantum) in the endemic areas Veterinary Parasitology, 130(#issue#),  199-205",ann.lindberg,,4,,2,Greece,1999,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,Adult,Unspecified,,"animal / individual",,44,"ORAL: UNSPECIFIED",,Placebo,Placebo,,"CONTROL - placebo",,,,,7,,1,,,,,,,,,"Blood serum (as part-nature)",,"Indirect Immunofluorescence Antibody test (IFAT)",,"cut-off value: equal or greater than 1/200",Antibody,,365,,0,,23,0,23,,,,,,,,,,,
11746," M. N. Saridomichelakis, M. E. Mylonakis, L. S. Leontides, C. Billinis, A. F. Koutinas, A. D. Galatos, P. Gouletsou, A. Diakou, V. I. Kontos (2005).  Periodic administration of allopurinol is not effective for the prevention of canine leishmaniosis (Leishmania infantum) in the endemic areas Veterinary Parasitology, 130(#issue#),  199-205",ann.lindberg,,4,,2,Greece,1999,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,Adult,Unspecified,,"animal / individual",,44,"ORAL: UNSPECIFIED",,Placebo,Placebo,,"CONTROL - placebo",,,,,7,,1,,,,,,,,,"Blood serum (as part-nature)",,"Enzyme linked immunosorbent assay (ELISA)",,"cut-off value: higher than the mean of three negative controls plus three standard deviations",Antibody,,365,,0,,23,0,23,,,,,,,,,,,
11746," M. N. Saridomichelakis, M. E. Mylonakis, L. S. Leontides, C. Billinis, A. F. Koutinas, A. D. Galatos, P. Gouletsou, A. Diakou, V. I. Kontos (2005).  Periodic administration of allopurinol is not effective for the prevention of canine leishmaniosis (Leishmania infantum) in the endemic areas Veterinary Parasitology, 130(#issue#),  199-205",ann.lindberg,,4,,2,Greece,1999,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,Adult,Unspecified,,"animal / individual",,44,"ORAL: UNSPECIFIED",,Placebo,Placebo,,"CONTROL - placebo",,,,,7,,1,,,,,,,,,"Bone marrow (as part-nature)",,"Morphological identification",,"smears were  prepared, stained and examined microscopically as in (Grindem et al., 2002).",Parasite,,365,,0,,22,0,22,,,,,,,,,,,
11746," M. N. Saridomichelakis, M. E. Mylonakis, L. S. Leontides, C. Billinis, A. F. Koutinas, A. D. Galatos, P. Gouletsou, A. Diakou, V. I. Kontos (2005).  Periodic administration of allopurinol is not effective for the prevention of canine leishmaniosis (Leishmania infantum) in the endemic areas Veterinary Parasitology, 130(#issue#),  199-205",ann.lindberg,,4,,2,Greece,1999,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,Adult,Unspecified,,"animal / individual",,44,"ORAL: UNSPECIFIED",,Placebo,Placebo,,"CONTROL - placebo",,,,,7,,1,,,,,,,,,"Lymph node (as part-nature)",,"Morphological identification",,"smears were  prepared, stained and examined microscopically for amastigotes up to 1000 immersion fields",Parasite,,365,,0,,20,1,19,,,,,,,,,,,
11771," M. G. Pennisi, M. De Majo, M. Masucci, D. Britti, F. Vitale, R. Del Maso (2005).  Efficacy of the treatment of dogs with leishmaniosis with a combination of metronidazole and spiramycin Veterinary Record, 156(#issue#),  346-349",thomas.rosendal,,4,,2,Italy,,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,,,,"animal / individual",,10,MULTIPLE,"oral and SQ","Pharmaceutical treatment","meglumine antimonate + allopurinol",,"meglumine antimoniate",,allopurinol,,,180,,0.5,1,55,20,mg/kg,,mg/kg,,"55 to 100 mg/kg meglumine antimonate twice a day subcutaneously plus 20 mg/kg allopurinol twice a day orally","Bone marrow (as part-nature)",,"Polymerase chain reaction (PCR)",,,"Nucleic acid",,90,,,,10,8,2,0,"individuals (animals or vectors)",,,,,,,,,
11771," M. G. Pennisi, M. De Majo, M. Masucci, D. Britti, F. Vitale, R. Del Maso (2005).  Efficacy of the treatment of dogs with leishmaniosis with a combination of metronidazole and spiramycin Veterinary Record, 156(#issue#),  346-349",thomas.rosendal,,4,,1,Italy,,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,,,,"animal / individual",,12,"ORAL: UNSPECIFIED",,"Pharmaceutical treatment","metronidazole + spiramycin",,"metronidazole ",,spiramycin,,,90,,1,1,25,150000,mg/kg,,,,"25 mg/kg metronidazole plus 150,000 iu/kg spiramycin orally per day","Bone marrow (as part-nature)",,"Polymerase chain reaction (PCR)",,,"Nucleic acid",,90,,,,12,9,3,0,"individuals (animals or vectors)",,,,,,,,,
12045," M. Mardani, M. K. Jahromi, K. H. Naieni, M. Zeinali (2003).  The efficacy of oral ribavirin in the treatment of Crimean-Congo hemorrhagic fever in Iran Clinical Infectious Diseases, 36(#issue#),  1613-1618",ann.lindberg,,4,,2,"Iran, Islamic Republic of",1999,"Crimean-Congo haemorrhagic fever virus",,,,,"Human (homo sapiens) ",,,,,,,"animal / individual",,12,,,Control,"No treatment",,"CONTROL - no treatment/only supportive treatment",,,,,,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,7,"individuals (animals or vectors)",,,,,,,,,
12045," M. Mardani, M. K. Jahromi, K. H. Naieni, M. Zeinali (2003).  The efficacy of oral ribavirin in the treatment of Crimean-Congo hemorrhagic fever in Iran Clinical Infectious Diseases, 36(#issue#),  1613-1618",ann.lindberg,,4,,3,"Iran, Islamic Republic of",1999,"Crimean-Congo haemorrhagic fever virus",,,,,"Human (homo sapiens) ",,,,,,,"animal / individual",,48,,,"No intervention","No treatment",,"CONTROL - no treatment/only supportive treatment",,,,,,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,22,"individuals (animals or vectors)",,,,,,,,,
12045," M. Mardani, M. K. Jahromi, K. H. Naieni, M. Zeinali (2003).  The efficacy of oral ribavirin in the treatment of Crimean-Congo hemorrhagic fever in Iran Clinical Infectious Diseases, 36(#issue#),  1613-1618",ann.lindberg,,4,,4,"Iran, Islamic Republic of",1999,"Crimean-Congo haemorrhagic fever virus",,,,,"Human (homo sapiens) ",,,,,,,"animal / individual",,139,"ORAL: UNSPECIFIED",,"Pharmaceutical treatment",ribavirin,,Ribavirin,,,,,35,,0.3,,7.5,,mg/kg,,,,"30 mg/kg as an initial loading dose, then 15 mg/kg every 6h for 4 days, and then 7.5 mg/kg every 8h for 6 days",,,"Not applicable",,,,,,,,,,,,42,"individuals (animals or vectors)",0.34,0.02,0.55,,,,,,
12045," M. Mardani, M. K. Jahromi, K. H. Naieni, M. Zeinali (2003).  The efficacy of oral ribavirin in the treatment of Crimean-Congo hemorrhagic fever in Iran Clinical Infectious Diseases, 36(#issue#),  1613-1618",ann.lindberg,,4,,1,"Iran, Islamic Republic of",1999,"Crimean-Congo haemorrhagic fever virus",,,,,"Human (homo sapiens) ",,,,,,,"animal / individual",,69,"ORAL: UNSPECIFIED",,"Pharmaceutical treatment",ribavirin,,Ribavirin,,,,,35,,0.3,,7.5,,mg/kg,,,,"30 mg/kg as an initial loading dose, then 15 mg/kg every 6h for 4 days, and then 7.5 mg/kg every 8h for 6 days",,,"Not applicable",,,,,,,,,,,,8,"individuals (animals or vectors)",0.80,0.55,0.91,,,,,,
12069," T. Solomon, N. M. Dung, B. Wills, R. Kneen, M. Gainsborough, T. V. Diet, T. T. N. Thuy, H. T. Loan, V. C. Khanh, D. W. Vaughn, N. J. White, J. J. Farrar (2003).  Interferon alfa-2a in Japanese encephalitis: a randomised double-blind placebo-controlled trial Lancet, 361(#issue#),  821-826",ann.lindberg,,4,,1,"Viet Nam",1996,"Japanese encephalitis virus",,,,,"Human (homo sapiens) ",,,,Young,,,"animal / individual",,59,INTRAMUSCULAR,,"Pharmaceutical treatment","interferon alfa-2a",,"interferon alfa-2a",,,,,7,,1,,10,,"million units/m2",,,,"interferon alfa-2a (Roche Pharmaceuticals, Basel, Switzerland)
million units/m2 of body surface area,",,,"Not applicable",,,,,,,,,,,,10,"individuals (animals or vectors)",,,,,,,,,
12069," T. Solomon, N. M. Dung, B. Wills, R. Kneen, M. Gainsborough, T. V. Diet, T. T. N. Thuy, H. T. Loan, V. C. Khanh, D. W. Vaughn, N. J. White, J. J. Farrar (2003).  Interferon alfa-2a in Japanese encephalitis: a randomised double-blind placebo-controlled trial Lancet, 361(#issue#),  821-826",ann.lindberg,,4,,2,"Viet Nam",1996,"Japanese encephalitis virus",,,,,"Human (homo sapiens) ",,,,Young,,,"animal / individual",,53,INTRAMUSCULAR,,Placebo,"sterile water-placebo",,"CONTROL - placebo",,,,,7,,1,,,,,,,,,,,"Not applicable",,,,,,,,,,,,11,"individuals (animals or vectors)",,,,,,,,,
12168," J. L. Guarga, J. Moreno, J. Lucientes, M. J. Gracia, M. A. Peribanez, J. A. Castillo (2002).  Evaluation of a specific immunochemotherapy for the treatment of canine visceral leishmaniasis Veterinary Immunology and Immunopathology, 88(#issue#),  13-20",ann.lindberg,,4,,1,Spain,,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,Adult,,,"animal / individual",,5,MULTIPLE,,"Pharmaceutical treatment","N-methyl Dglucamine antimoniate (Glucantime1, Rhöne Mérieux)",,"meglumine antimoniate",,,,,21,,1,,100,,mg/kg,,,,"21 consecutive subcutaneous injections of 100 mg/kg of N-methyl Dglucamine antimoniate (Glucantime1, Rhöne Mérieux), and three applications (300 ml) of the antigenic preparation for L. infantum, beginning 7 days before the start of the antimonial therapy, and repeated at intervals of 14 days.","Lymph node (as part-nature)",,"Morphological identification",,"popliteal lymph node aspirate, staining with Giemsa stain, observed for presence of parasites in 100 fields looking in 100 different fields were considered as negative.",Parasite,,180,,,,5,5,,,,,,,,,,,,
12168," J. L. Guarga, J. Moreno, J. Lucientes, M. J. Gracia, M. A. Peribanez, J. A. Castillo (2002).  Evaluation of a specific immunochemotherapy for the treatment of canine visceral leishmaniasis Veterinary Immunology and Immunopathology, 88(#issue#),  13-20",ann.lindberg,,4,,1,Spain,,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,Adult,,,"animal / individual",,5,MULTIPLE,,"Pharmaceutical treatment","N-methyl Dglucamine antimoniate (Glucantime1, Rho¨ne Me´rieux),",,"meglumine antimoniate",,,,,21,,1,,100,,mg/kg,,,,"21 consecutive subcutaneous injections of 100 mg/kg of N-methyl Dglucamine antimoniate (Glucantime1, Rhöne Mérieux), and three applications (300 ml) of the antigenic preparation for L. infantum, beginning 7 days before the start of the antimonial therapy, and repeated at intervals of 14 days.",Vector,,"Morphological identification",,"sand flies fed on dogs then subsequently dissected to detect the presence of Leishmania promastigotes in their middle gut",Parasite,,,,,,375,58,,,,,,,,,,,,
