"Refid","Bibliography","User","Ris Code","Level","Pathogen survival _k","studyID
Unique ID to link all observations from the same study or experiment","studyGroupID","agent
Causative agent of vector borne diseases","agentSubtypeType
What type of further detailed information is given regarding the agent.Select here, and type below. ","agentSubtypeType
What type of further detailed information is given regarding the agent.Select here, and type below. _comment","agentDetails
strain and any other further information","agentSubtype
(question from DACRAH1, no need to answer)","studyTargetSpecies
Species used in study","studyTargetSpecies
Species used in study_comment","sampUnitSize
Number of samples tested in the study
(enter -1 if not reported, -2 if not relevant)","sampledMatrix
Matrix sampled","sampledMatrix
Matrix sampled_comment","sampled Matrix Text
matrix as given in the paper/ any further details about the sample matrix","temperature
Degrees Celcius","Further details about temperature
Describe any variations. If the temperature was not constant, explain it here, and add the MAXIMUM temperature in the temperature box.","humidity
Humidity conditions (%)","Further details about the process/methods/survival conditions
Use this box to add any further details, in particular whether a specific survival condition was evaluated, for instance composting. ","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD","anMatText
Target of laboratory test","maxDetect
Maximum number of days post inoculation to observe pathogen, antibody or nucleic acid","Truncated
Is the value of MaxDetect truncated ? In other words: was the study finished before samples were negative. That is, is the reported  “MaxDetect” equal to the last experiment day ?","Half-life in days","LCI 95% Half-life
Value in days for the lower limite of the confidence interval for half-life","UCI 95% Half-life
Value in days for the upper limit of the confidence interval for half-life","Study design STRENGTHS
Add notes on the strengths of the study design.","Study design WEAKNESSESAdd any notes on the study design weaknesses - lack of proper controls, lack of proper analyses methods, flaws in the way data were reported, etc. What is the impact of these flaws on the use of the data collected?"
42390,"Swayne, D.E., Beck, J.R. (2004).  Heat inactivation of avian influenza and Newcastle disease viruses in egg products Avian Pathology, 33(5),  512",manon.swanenburg,,4,,42390,10,"Newcastle disease",strain,,"California/02 (NDV/CA02)",,"Chicken (Gallus gallus domesticus)",,-1,"egg white",,"dried egg white",63,,,"Results given in Dvalues: time to reduce titer by 90%. I filled in Dvalue in MaxDetect, as a truncated value","Virus Isolation (VI)",Virus,0.2,yes,,,,,
42390,"Swayne, D.E., Beck, J.R. (2004).  Heat inactivation of avian influenza and Newcastle disease viruses in egg products Avian Pathology, 33(5),  512",manon.swanenburg,,4,,42390,09,"Newcastle disease",strain,,"California/02 (NDV/CA02)",,"Chicken (Gallus gallus domesticus)",,-1,"egg white",,"dried egg white",61,,,"Results given in Dvalues: time to reduce titer by 90%. I filled in Dvalue in MaxDetect, as a truncated value","Virus Isolation (VI)",Virus,0.2,yes,,,,,
42390,"Swayne, D.E., Beck, J.R. (2004).  Heat inactivation of avian influenza and Newcastle disease viruses in egg products Avian Pathology, 33(5),  512",manon.swanenburg,,4,,42390,08,"Newcastle disease",strain,,"California/02 (NDV/CA02)",,"Chicken (Gallus gallus domesticus)",,-1,"egg white",,"dried egg white",59,,,"Results given in Dvalues: time to reduce titer by 90%. I filled in Dvalue in MaxDetect, as a truncated value","Virus Isolation (VI)",Virus,0.2,yes,,,,,
42390,"Swayne, D.E., Beck, J.R. (2004).  Heat inactivation of avian influenza and Newcastle disease viruses in egg products Avian Pathology, 33(5),  512",manon.swanenburg,,4,,42390,07,"Newcastle disease",strain,,"California/02 (NDV/CA02)",,"Chicken (Gallus gallus domesticus)",,-1,"egg white",,"dried egg white",57,,,"Results given in Dvalues: time to reduce titer by 90%. I filled in Dvalue in MaxDetect, as a truncated value","Virus Isolation (VI)",Virus,0.2,yes,,,,,
42390,"Swayne, D.E., Beck, J.R. (2004).  Heat inactivation of avian influenza and Newcastle disease viruses in egg products Avian Pathology, 33(5),  512",manon.swanenburg,,4,,42390,06,"Newcastle disease",strain,,"California/02 (NDV/CA02)",,"Chicken (Gallus gallus domesticus)",,-1,"egg white",,"dried egg white",55,,,"Results given in Dvalues: time to reduce titer by 90%. I filled in Dvalue in MaxDetect, as a truncated value","Virus Isolation (VI)",Virus,0.3,yes,,,,,
42390,"Swayne, D.E., Beck, J.R. (2004).  Heat inactivation of avian influenza and Newcastle disease viruses in egg products Avian Pathology, 33(5),  512",manon.swanenburg,,4,,42390,04,"HPAI - Highly Pathogenic Avian Influenza",strain,,"HP A/chicken/Pennsylvania/1370/83 (H5N2)",,"Chicken (Gallus gallus domesticus)",,-1,"egg white",,"dried egg white",61,,,"Results given in Dvalues: time to reduce titer by 90%. I filled in Dvalue in MaxDetect, as a truncated value","Virus Isolation (VI)",Virus,1.0,yes,,,,,
42390,"Swayne, D.E., Beck, J.R. (2004).  Heat inactivation of avian influenza and Newcastle disease viruses in egg products Avian Pathology, 33(5),  512",manon.swanenburg,,4,,42390,05,"HPAI - Highly Pathogenic Avian Influenza",strain,,"HP A/chicken/Pennsylvania/1370/83 (H5N2)",,"Chicken (Gallus gallus domesticus)",,-1,"egg white",,"dried egg white",63,,,"Results given in Dvalues: time to reduce titer by 90%. I filled in Dvalue in MaxDetect, as a truncated value","Virus Isolation (VI)",Virus,0.2,yes,,,,,
42390,"Swayne, D.E., Beck, J.R. (2004).  Heat inactivation of avian influenza and Newcastle disease viruses in egg products Avian Pathology, 33(5),  512",manon.swanenburg,,4,,42390,03,"HPAI - Highly Pathogenic Avian Influenza",strain,,"HP A/chicken/Pennsylvania/1370/83 (H5N2)",,"Chicken (Gallus gallus domesticus)",,-1,"egg white",,"dried egg white",59,,,"Results given in Dvalues: time to reduce titer by 90%. I filled in Dvalue in MaxDetect, as a truncated value","Virus Isolation (VI)",Virus,1.3,yes,,,,,
42390,"Swayne, D.E., Beck, J.R. (2004).  Heat inactivation of avian influenza and Newcastle disease viruses in egg products Avian Pathology, 33(5),  512",manon.swanenburg,,4,,42390,02,"HPAI - Highly Pathogenic Avian Influenza",strain,,"HP A/chicken/Pennsylvania/1370/83 (H5N2)",,"Chicken (Gallus gallus domesticus)",,-1,"egg white",,"dried egg white",57,,,"Results given in Dvalues: time to reduce titer by 90%. I filled in Dvalue in MaxDetect, as a truncated value","Virus Isolation (VI)",Virus,1.4,yes,,,,,
42390,"Swayne, D.E., Beck, J.R. (2004).  Heat inactivation of avian influenza and Newcastle disease viruses in egg products Avian Pathology, 33(5),  512",manon.swanenburg,,4,,42390,01,"HPAI - Highly Pathogenic Avian Influenza",strain,,"HP A/chicken/Pennsylvania/1370/83 (H5N2)",,"Chicken (Gallus gallus domesticus)",,-1,"egg white",,"dried egg white",55,,,"Results given in Dvalues: time to reduce titer by 90%. I filled in Dvalue in MaxDetect, as a truncated value","Virus Isolation (VI)",Virus,2.2,yes,,,,,
42954,"Stenfeldt, C., Bertram, M.R., Smoliga, G.R., Hartwig, E.J., Delgado, A.H., Arzt, J. (2020).  Duration of Contagion of Foot-And-Mouth Disease Virus in Infected Live Pigs and Carcasses Frontiers in Veterinary Science, 7(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,42954,5,"FMD - Foot and Mouth Disease",isolate,,"A24 Cruzeiro",,"Pig (Sus scrofa domesticus) ",,,"Bone marrow",,"Carcasses were stored intact in metal cans lined with plastic bags at 4oC throughout the sampling periods.",4,,,"Results given based on the study's batch 4, in which final sampling at 77 dpm included harvest of submandibular lymph nodes, neck skin, and bone marrow.","Polymerase chain reaction (PCR)","Nucleic acid",77,yes,,,,,
42954,"Stenfeldt, C., Bertram, M.R., Smoliga, G.R., Hartwig, E.J., Delgado, A.H., Arzt, J. (2020).  Duration of Contagion of Foot-And-Mouth Disease Virus in Infected Live Pigs and Carcasses Frontiers in Veterinary Science, 7(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,42954,5,"FMD - Foot and Mouth Disease",isolate,,"A24 Cruzeiro",,"Pig (Sus scrofa domesticus) ",,,"Bone marrow",,"Carcasses were stored intact in metal cans lined with plastic bags at 4oC throughout the sampling periods.",4,,,"Results given based on the study's batch 4, in which final sampling at 77 dpm included harvest of submandibular lymph nodes, neck skin, and bone marrow.","Virus Isolation (VI)",Virus,77,yes,,,,,
42954,"Stenfeldt, C., Bertram, M.R., Smoliga, G.R., Hartwig, E.J., Delgado, A.H., Arzt, J. (2020).  Duration of Contagion of Foot-And-Mouth Disease Virus in Infected Live Pigs and Carcasses Frontiers in Veterinary Science, 7(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,42954,6,"FMD - Foot and Mouth Disease",isolate,,"A24 Cruzeiro",,"Pig (Sus scrofa domesticus) ",,,Skin,,"Neck skin. Carcasses were stored intact in metal cans lined with plastic bags at 4oC throughout the sampling periods.",4,,,"Results given based on the study's batch 4, in which final sampling at 77 dpm included harvest of submandibular lymph nodes, neck skin, and bone marrow.","Polymerase chain reaction (PCR)","Nucleic acid",77,yes,,,,,
42954,"Stenfeldt, C., Bertram, M.R., Smoliga, G.R., Hartwig, E.J., Delgado, A.H., Arzt, J. (2020).  Duration of Contagion of Foot-And-Mouth Disease Virus in Infected Live Pigs and Carcasses Frontiers in Veterinary Science, 7(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,42954,8,"FMD - Foot and Mouth Disease",isolate,,"A24 Cruzeiro",,"Pig (Sus scrofa domesticus) ",,,Air,,"The airflow through the unit was 15 l/min, and the pump was placed out of reach of the animals. The filter disk were removed and replaced at 24 h intervals. Pumps were started the day before the start of contact exposure, and the first filters (0 dpe) were removed before the FMDV-infected donor pigs entered the room.",,,,"FMDV from dry air filters collected from isolation rooms housing pigs that were exposed to FMDV-infected donor pigs for 24 h at 5 days post infection of the donors. 4 contact-exposed pigs were euthanized and removed at 4 dpe.","Virus Isolation (VI)",Virus,4,no,,,,,
42954,"Stenfeldt, C., Bertram, M.R., Smoliga, G.R., Hartwig, E.J., Delgado, A.H., Arzt, J. (2020).  Duration of Contagion of Foot-And-Mouth Disease Virus in Infected Live Pigs and Carcasses Frontiers in Veterinary Science, 7(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,42954,8,"FMD - Foot and Mouth Disease",isolate,,"A24 Cruzeiro",,"Pig (Sus scrofa domesticus) ",,,Air,,"The airflow through the unit was 15 l/min, and the pump was placed out of reach of the animals. The filter disk were removed and replaced at 24 h intervals. Pumps were started the day before the start of contact exposure, and the first filters (0 dpe) were removed before the FMDV-infected donor pigs entered the room.",,,,"FMDV from dry air filters collected from isolation rooms housing pigs that were exposed to FMDV-infected donor pigs for 24 h at 5 days post infection of the donors. 4 contact-exposed pigs were euthanized and removed at 4 dpe.","Polymerase chain reaction (PCR)","Nucleic acid",11,no,,,,,
42954,"Stenfeldt, C., Bertram, M.R., Smoliga, G.R., Hartwig, E.J., Delgado, A.H., Arzt, J. (2020).  Duration of Contagion of Foot-And-Mouth Disease Virus in Infected Live Pigs and Carcasses Frontiers in Veterinary Science, 7(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,42954,9,"FMD - Foot and Mouth Disease",isolate,,"A24 Cruzeiro",,"Pig (Sus scrofa domesticus) ",,,Air,,"The airflow through the unit was 15 l/min, and the pump was placed out of reach of the animals. The filter disk were removed and replaced at 24 h intervals. Pumps were started the day before the start of contact exposure, and the first filters (0 dpe) were removed before the FMDV-infected donor pigs entered the room.",,,,"FMDV from dry air filters collected from isolation rooms housing pigs that were exposed to FMDV-infected donor pigs for 24 h at 10 days post infection of the donors. The remaining 2 pigs that were in the room were euthanized at 6 dpe.","Virus Isolation (VI)",Virus,7,yes,,,,,
42954,"Stenfeldt, C., Bertram, M.R., Smoliga, G.R., Hartwig, E.J., Delgado, A.H., Arzt, J. (2020).  Duration of Contagion of Foot-And-Mouth Disease Virus in Infected Live Pigs and Carcasses Frontiers in Veterinary Science, 7(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,42954,9,"FMD - Foot and Mouth Disease",isolate,,"A24 Cruzeiro",,"Pig (Sus scrofa domesticus) ",,,Air,,"The airflow through the unit was 15 l/min, and the pump was placed out of reach of the animals. The filter disk were removed and replaced at 24 h intervals. Pumps were started the day before the start of contact exposure, and the first filters (0 dpe) were removed before the FMDV-infected donor pigs entered the room.",,,,"FMDV from dry air filters collected from isolation rooms housing pigs that were exposed to FMDV-infected donor pigs for 24 h at 10 days post infection of the donors. The remaining 2 pigs that were in the room were euthanized at 6 dpe.","Polymerase chain reaction (PCR)","Nucleic acid",7,yes,,,,,
42954,"Stenfeldt, C., Bertram, M.R., Smoliga, G.R., Hartwig, E.J., Delgado, A.H., Arzt, J. (2020).  Duration of Contagion of Foot-And-Mouth Disease Virus in Infected Live Pigs and Carcasses Frontiers in Veterinary Science, 7(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,42954,7,"FMD - Foot and Mouth Disease",isolate,,"A24 Cruzeiro",,"Pig (Sus scrofa domesticus) ",,,"Lymph node",,"Vesicular epithelium.Carcasses were stored intact in metal cans lined with plastic bags at 4oC throughout the sampling periods.",4,,,"Results given based on the study's batch 4, in which final sampling at 77 dpm included harvest of submandibular lymph nodes, neck skin, and bone marrow.","Polymerase chain reaction (PCR)","Nucleic acid",77,yes,,,,,
42954,"Stenfeldt, C., Bertram, M.R., Smoliga, G.R., Hartwig, E.J., Delgado, A.H., Arzt, J. (2020).  Duration of Contagion of Foot-And-Mouth Disease Virus in Infected Live Pigs and Carcasses Frontiers in Veterinary Science, 7(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,42954,4,"FMD - Foot and Mouth Disease",isolate,,"A24 Cruzeiro",,"Pig (Sus scrofa domesticus) ",,,"Meat: Mammals and birds meat",,"Vesicular epithelium.Carcasses were stored intact in metal cans lined with plastic bags at 4oC throughout the sampling periods.",4,,,,"Polymerase chain reaction (PCR)","Nucleic acid",14,yes,,,,,
42954,"Stenfeldt, C., Bertram, M.R., Smoliga, G.R., Hartwig, E.J., Delgado, A.H., Arzt, J. (2020).  Duration of Contagion of Foot-And-Mouth Disease Virus in Infected Live Pigs and Carcasses Frontiers in Veterinary Science, 7(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,42954,4,"FMD - Foot and Mouth Disease",isolate,,"A24 Cruzeiro",,"Pig (Sus scrofa domesticus) ",,,"Meat: Mammals and birds meat",,"Vesicular epithelium.Carcasses were stored intact in metal cans lined with plastic bags at 4oC throughout the sampling periods.Vesicular epithelium.",4,,,,"Virus Isolation (VI)",Virus,5,no,,,,,
42954,"Stenfeldt, C., Bertram, M.R., Smoliga, G.R., Hartwig, E.J., Delgado, A.H., Arzt, J. (2020).  Duration of Contagion of Foot-And-Mouth Disease Virus in Infected Live Pigs and Carcasses Frontiers in Veterinary Science, 7(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,42954,3,"FMD - Foot and Mouth Disease",isolate,,"A24 Cruzeiro",,"Pig (Sus scrofa domesticus) ",,,"Carcasse (Animal carcase)",,"Vesicular epithelium.Carcasses were stored intact in metal cans lined with plastic bags at 4oC throughout the sampling periods.",4,,,"Results given based on the study's batch 4, in which vesicle epithelium samples harvested at approximately weekly intervals from 0 to 77 dpm.","Virus Isolation (VI)",Virus,77,yes,,,,,
42954,"Stenfeldt, C., Bertram, M.R., Smoliga, G.R., Hartwig, E.J., Delgado, A.H., Arzt, J. (2020).  Duration of Contagion of Foot-And-Mouth Disease Virus in Infected Live Pigs and Carcasses Frontiers in Veterinary Science, 7(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,42954,3,"FMD - Foot and Mouth Disease",isolate,,"A24 Cruzeiro",,"Pig (Sus scrofa domesticus) ",,,"Carcasse (Animal carcase)",,"Vesicular epithelium.Carcasses were stored intact in metal cans lined with plastic bags at 4oC throughout the sampling periods.",4,,,"Results given based on the study's batch 4, in which vesicle epithelium samples harvested at approximately weekly intervals from 0 to 77 dpm.","Polymerase chain reaction (PCR)","Nucleic acid",77,yes,,,,,
42954,"Stenfeldt, C., Bertram, M.R., Smoliga, G.R., Hartwig, E.J., Delgado, A.H., Arzt, J. (2020).  Duration of Contagion of Foot-And-Mouth Disease Virus in Infected Live Pigs and Carcasses Frontiers in Veterinary Science, 7(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,42954,2,"FMD - Foot and Mouth Disease",isolate,,O/SKR/2010,,"Pig (Sus scrofa domesticus) ",,,"Carcasse (Animal carcase)",,"Vesicular epithelium.Carcasses were stored intact in metal cans lined with plastic bags at 4oC throughout the sampling periods.",4,,,,"Virus Isolation (VI)",Virus,37,yes,,,,,
42954,"Stenfeldt, C., Bertram, M.R., Smoliga, G.R., Hartwig, E.J., Delgado, A.H., Arzt, J. (2020).  Duration of Contagion of Foot-And-Mouth Disease Virus in Infected Live Pigs and Carcasses Frontiers in Veterinary Science, 7(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,42954,2,"FMD - Foot and Mouth Disease",isolate,,O/SKR/2010,,"Pig (Sus scrofa domesticus) ",,,"Carcasse (Animal carcase)",,"Vesicular epithelium.Carcasses were stored intact in metal cans lined with plastic bags at 4oC throughout the sampling periods.",4,,,,"Polymerase chain reaction (PCR)","Nucleic acid",37,yes,,,,,
42954,"Stenfeldt, C., Bertram, M.R., Smoliga, G.R., Hartwig, E.J., Delgado, A.H., Arzt, J. (2020).  Duration of Contagion of Foot-And-Mouth Disease Virus in Infected Live Pigs and Carcasses Frontiers in Veterinary Science, 7(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,42954,1,"FMD - Foot and Mouth Disease",isolate,,"A24 Cruzeiro",,"Pig (Sus scrofa domesticus) ",,,"Carcasse (Animal carcase)",,"Vesicular epithelium.Carcasses were stored intact in metal cans lined with plastic bags at 4oC throughout the sampling periods.",4,,,,"Virus Isolation (VI)",Virus,77,yes,128,159,295,,
42954,"Stenfeldt, C., Bertram, M.R., Smoliga, G.R., Hartwig, E.J., Delgado, A.H., Arzt, J. (2020).  Duration of Contagion of Foot-And-Mouth Disease Virus in Infected Live Pigs and Carcasses Frontiers in Veterinary Science, 7(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,42954,1,"FMD - Foot and Mouth Disease",isolate,,"A24 Cruzeiro",,"Pig (Sus scrofa domesticus) ",,,"Carcasse (Animal carcase)",,"Vesicular epithelium.Carcasses were stored intact in metal cans lined with plastic bags at 4oC throughout the sampling periods.Vesicular epithelium.",4,,,,"Polymerase chain reaction (PCR)","Nucleic acid",77,yes,,,,,
43431,"Madhanmohan, M., Yuvaraj, S., Manikumar, K., Kumar, R., Nagendrakumar, S.B., Rana, S.K., Srinivasan, V.A. (2016).  Evaluation of the Flinders Technology Associates Cards for Storage and Temperature Challenges in Field Conditions for Foot-and-Mouth Disease Virus Surveillance Transboundary and Emerging Diseases, 63(6),  675",manon.swanenburg,,4,,43431,01,"FMD - Foot and Mouth Disease",serotype,,O,,"Other matrices, not animal: specify","FTA card",6,"Inorgarnic surfaces",,"FTA card with impression smear with virus",35,22-35,100,"Humidity 49-100%. The FTA card was sent by post during post-monsoon season in India on 2 routes. Envelope returned after 22 or 56 days .","Reverse-transcription PCR (RT-PCR)","Nucleic acid",56,yes,,,,,
43431,"Madhanmohan, M., Yuvaraj, S., Manikumar, K., Kumar, R., Nagendrakumar, S.B., Rana, S.K., Srinivasan, V.A. (2016).  Evaluation of the Flinders Technology Associates Cards for Storage and Temperature Challenges in Field Conditions for Foot-and-Mouth Disease Virus Surveillance Transboundary and Emerging Diseases, 63(6),  675",manon.swanenburg,,4,,43431,07,"FMD - Foot and Mouth Disease",serotype,,"Asia 1",,"Other matrices, not animal: specify","FTA card",1,"Inorgarnic surfaces",,"FTA card with impression smear with virus",35,22-35,100,"Humidity 49-100%. The FTA card was sent by post during post-monsoon season in India on 2 routes. Envelope returned after 22 or 56 days .","Reverse-transcription PCR (RT-PCR)","Nucleic acid",56,yes,,,,,"No sampling/testing moments between start of the study and final day."
43431,"Madhanmohan, M., Yuvaraj, S., Manikumar, K., Kumar, R., Nagendrakumar, S.B., Rana, S.K., Srinivasan, V.A. (2016).  Evaluation of the Flinders Technology Associates Cards for Storage and Temperature Challenges in Field Conditions for Foot-and-Mouth Disease Virus Surveillance Transboundary and Emerging Diseases, 63(6),  675",manon.swanenburg,,4,,43431,06,"FMD - Foot and Mouth Disease",serotype,,A,,"Other matrices, not animal: specify","FTA card",1,"Inorgarnic surfaces",,"FTA card with impression smear with virus",31,21-31,95,"Humidity 53-70%. The FTA card was stored in the laboratory for 56 days under controlled conditions. Testing only on day 56.  VI was negative then. Don't know if it survived a few days between day 0 and 56.","Virus Isolation (VI)",Virus,0,yes,,,,,"No sampling/testing moments between start of the study and final day."
43431,"Madhanmohan, M., Yuvaraj, S., Manikumar, K., Kumar, R., Nagendrakumar, S.B., Rana, S.K., Srinivasan, V.A. (2016).  Evaluation of the Flinders Technology Associates Cards for Storage and Temperature Challenges in Field Conditions for Foot-and-Mouth Disease Virus Surveillance Transboundary and Emerging Diseases, 63(6),  675",manon.swanenburg,,4,,43431,06,"FMD - Foot and Mouth Disease",serotype,,A,,"Other matrices, not animal: specify","FTA card",1,"Inorgarnic surfaces",,"FTA card with impression smear with virus",31,21-31,95,"Humidity 53-70%. The FTA card was stored in the laboratory for 56 days under controlled conditions. Testing only on day 56.  VI was negative then. Don't know if it survived a few days between day 0 and 56.","Reverse-transcription PCR (RT-PCR)","Nucleic acid",56,yes,,,,,"No sampling/testing moments between start of the study and final day."
43431,"Madhanmohan, M., Yuvaraj, S., Manikumar, K., Kumar, R., Nagendrakumar, S.B., Rana, S.K., Srinivasan, V.A. (2016).  Evaluation of the Flinders Technology Associates Cards for Storage and Temperature Challenges in Field Conditions for Foot-and-Mouth Disease Virus Surveillance Transboundary and Emerging Diseases, 63(6),  675",manon.swanenburg,,4,,43431,05,"FMD - Foot and Mouth Disease",serotype,,A,,"Other matrices, not animal: specify","FTA card",2,"Inorgarnic surfaces",,"FTA card with impression smear with virus",45,21-45,95,"Humidity 20-95%. The FTA card was sent by post during summer season in India on 2 routes. Envelope returned after 47 or 49 days .","Reverse-transcription PCR (RT-PCR)","Nucleic acid",49,yes,,,,,"No sampling/testing moments between start of the study and final day."
43431,"Madhanmohan, M., Yuvaraj, S., Manikumar, K., Kumar, R., Nagendrakumar, S.B., Rana, S.K., Srinivasan, V.A. (2016).  Evaluation of the Flinders Technology Associates Cards for Storage and Temperature Challenges in Field Conditions for Foot-and-Mouth Disease Virus Surveillance Transboundary and Emerging Diseases, 63(6),  675",manon.swanenburg,,4,,43431,04,"FMD - Foot and Mouth Disease",serotype,,A,,"Other matrices, not animal: specify","FTA card",1,"Inorgarnic surfaces",,"FTA card with impression smear with virus",35,22-35,100,"Humidity 49-100%. The FTA card was sent by post during post-monsoon season in India on 2 routes. Envelope returned after 22 or 56 days","Reverse-transcription PCR (RT-PCR)","Nucleic acid",56,yes,,,,,"No sampling/testing moments between start of the study and final day."
43431,"Madhanmohan, M., Yuvaraj, S., Manikumar, K., Kumar, R., Nagendrakumar, S.B., Rana, S.K., Srinivasan, V.A. (2016).  Evaluation of the Flinders Technology Associates Cards for Storage and Temperature Challenges in Field Conditions for Foot-and-Mouth Disease Virus Surveillance Transboundary and Emerging Diseases, 63(6),  675",manon.swanenburg,,4,,43431,03,"FMD - Foot and Mouth Disease",serotype,,O,,"Other matrices, not animal: specify","FTA card",6,"Inorgarnic surfaces",,"FTA card with impression smear with virus",31,21-31,70,"Humidity 53-70%. The FTA card was stored in the laboratory for 56 days under controlled conditions. Testing only on day 56.  VI was negative then. Don't know if it survived a few days between day 0 and 56.","Virus Isolation (VI)",Virus,0,yes,,,,,
43431,"Madhanmohan, M., Yuvaraj, S., Manikumar, K., Kumar, R., Nagendrakumar, S.B., Rana, S.K., Srinivasan, V.A. (2016).  Evaluation of the Flinders Technology Associates Cards for Storage and Temperature Challenges in Field Conditions for Foot-and-Mouth Disease Virus Surveillance Transboundary and Emerging Diseases, 63(6),  675",manon.swanenburg,,4,,43431,03,"FMD - Foot and Mouth Disease",serotype,,O,,"Other matrices, not animal: specify","FTA card",6,"Inorgarnic surfaces",,"FTA card with impression smear with virus",31,21-31,70,"Humidity 53-70%. The FTA card was stored in the laboratory for 56 days under controlled conditions. Testing only on day 56.","Reverse-transcription PCR (RT-PCR)","Nucleic acid",56,yes,,,,,
43431,"Madhanmohan, M., Yuvaraj, S., Manikumar, K., Kumar, R., Nagendrakumar, S.B., Rana, S.K., Srinivasan, V.A. (2016).  Evaluation of the Flinders Technology Associates Cards for Storage and Temperature Challenges in Field Conditions for Foot-and-Mouth Disease Virus Surveillance Transboundary and Emerging Diseases, 63(6),  675",manon.swanenburg,,4,,43431,02,"FMD - Foot and Mouth Disease",serotype,,O,,"Other matrices, not animal: specify","FTA card",2,"Inorgarnic surfaces",,"FTA card with impression smear with virus",45,21-45,95,"Humidity 20-95%%. The FTA card was sent by post during summer season in India on 2 routes. Envelope returned after 47 or 49 days .","Reverse-transcription PCR (RT-PCR)","Nucleic acid",49,yes,,,,,
43431,"Madhanmohan, M., Yuvaraj, S., Manikumar, K., Kumar, R., Nagendrakumar, S.B., Rana, S.K., Srinivasan, V.A. (2016).  Evaluation of the Flinders Technology Associates Cards for Storage and Temperature Challenges in Field Conditions for Foot-and-Mouth Disease Virus Surveillance Transboundary and Emerging Diseases, 63(6),  675",manon.swanenburg,,4,,43431,09,"FMD - Foot and Mouth Disease",serotype,,"Asia 1",,"Other matrices, not animal: specify","FTA card",1,"Inorgarnic surfaces",,"FTA card with impression smear with virus",31,21-31,70,"Humidity 53-70%. The FTA card was stored in the laboratory for 56 days under controlled conditions. Testing only on day 56.  VI was negative then. Don't know if it survived a few days between day 0 and 56.","Virus Isolation (VI)",Virus,0,yes,,,,,"No sampling/testing moments between start of the study and final day."
43431,"Madhanmohan, M., Yuvaraj, S., Manikumar, K., Kumar, R., Nagendrakumar, S.B., Rana, S.K., Srinivasan, V.A. (2016).  Evaluation of the Flinders Technology Associates Cards for Storage and Temperature Challenges in Field Conditions for Foot-and-Mouth Disease Virus Surveillance Transboundary and Emerging Diseases, 63(6),  675",manon.swanenburg,,4,,43431,09,"FMD - Foot and Mouth Disease",serotype,,"Asia 1",,"Other matrices, not animal: specify","FTA card",1,"Inorgarnic surfaces",,"FTA card with impression smear with virus",31,21-31,70,"Humidity 53-70%. The FTA card was stored in the laboratory for 56 days under controlled conditions. Testing only on day 56.  VI was negative then. Don't know if it survived a few days between day 0 and 56.","Reverse-transcription PCR (RT-PCR)","Nucleic acid",56,yes,,,,,"No sampling/testing moments between start of the study and final day."
43431,"Madhanmohan, M., Yuvaraj, S., Manikumar, K., Kumar, R., Nagendrakumar, S.B., Rana, S.K., Srinivasan, V.A. (2016).  Evaluation of the Flinders Technology Associates Cards for Storage and Temperature Challenges in Field Conditions for Foot-and-Mouth Disease Virus Surveillance Transboundary and Emerging Diseases, 63(6),  675",manon.swanenburg,,4,,43431,08,"FMD - Foot and Mouth Disease",serotype,,"Asia 1",,"Other matrices, not animal: specify","FTA card",2,"Inorgarnic surfaces",,"FTA card with impression smear with virus",45,21-45,100,"Humidity 20-95%. The FTA card was sent by post during summer season in India on 2 routes. Envelope returned after 47 or 49 days .","Reverse-transcription PCR (RT-PCR)","Nucleic acid",49,yes,,,,,"No sampling/testing moments between start of the study and final day."
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,7,"FMD - Foot and Mouth Disease",strain,,"A Iran 97",,"Cattle (Bos taurus)",,,bladder,,"Treated with sodium chloride (NaCl); spiked with pooled high titre vesicular material of the infected cattle.",4,,,"Samples taken from cattle (that had been infected with an initial dosage of 10^4 TCID50/mL), were homogenized 1:10 in saturated brine made from sodium chloride (NaCl) or phosphate supplemented salt (86.5% NaCl, 10.7%, Na2HPO4 and 2.8%, Na3PO4 (wt/wt/wt)). The homogenate was spiked with 10% (vol/vol) of virus suspension.","Virus Isolation (VI)",Virus,13,no,,,,,
