"Refid","Bibliography","User","Ris Code","Level","test_k","sampCountry
Country where study was performed","sampY
Year the study was conducted
(-1 if not reported)","agent *
Causative agent of the disease","agentSubtypeType
What type of further detailed information is given regarding the agent. Select here, and type below. Give the highest subtype information available - for instance serotype if available, instead of strain. ","agentSubtypeType
What type of further detailed information is given regarding the agent. Select here, and type below. Give the highest subtype information available - for instance serotype if available, instead of strain. _comment","agentDetails
The further information given regarding the sutype type given above. ","studyID *
Unique ID to link all observations from the same study, experiment, or time point evaluations.","studyTargetSpecies *
Species used in study","studyTargetSpecies *
Species used in study_comment","ageMonths
Age of animals in months
(-1 if not reported)","sampUnit *
Type of unit sampled in the study and reported in sampUnitSize","sampUnit *
Type of unit sampled in the study and reported in sampUnitSize_comment","sampUnitSize *
Number of units in the group (the number of units listed above (e.g. herds))","Animal status","Animal status_comment","testsubstance
select the vaccine used","testsubstance
select the vaccine used_comment","Type of vaccine","Type of vaccine_comment","route
Method of application or treatment regime or administration method of vaccine","route
Method of application or treatment regime or administration method of vaccine_comment","Day dose 1
The day, from the start of the experiment (day 0), when the first vaccine dose was given.","Vaccine dose 1
Dose of vaccine given for the first time (dose 1).","Day dose 2
The day, from the start of the experiment (day 0), when the second vaccine dose was given. Leave empty if not second dose was administered.","Vaccine Dose 2
Dose of vaccine given for the second time (dose 2). Leave empty if no second dose was administered.","Day dose 3
IF a third dose was given, enter the number of days since the start of the experiment (day 0), when it was administered. Leave empty otherwise","Vaccine Dose 3
IF a third dose was given (dose 3), enter the dose of vaccine given. Leave empty if no third dose was administered.","Challenge type","route
Method of application of the challenge","route
Method of application of the challenge_comment","Challenge substance","Challenge dose
Plese describe (free-text) the dosage information given","Challenge day
From the beginning of the experiment","deadUnits
Number of dead animals ","mortalityTime minimum
If provided in the paper, please report the time between application of the treatment and first recorded mortality. Use this question for the numerical value and the next for the unit.","mortalityTimeUnits_min
The units for the first reported time to mortality.","mortalityTime maximum
If provided in the paper, please report the time between application of the treatment and last recorded mortality. Use this question for the numerical value and the next for the unit.","mortalityTimeUnits_max
The units for the last reported time to mortality.","efficacy
1-RR. Report as given in the paper.
If not reported, leave it empty.","coverage
Coverage in %","Direct vaccine costs
Decsribe DIRECT vaccine costs, if given. ","Indirect vaccine costs
Decsribe any indirect vaccine costs reported in the paper, for instance loss of productivity, food conversion, etc.","Withdrawal period (in days)
Minimum number of days since last vaccine dose before animals can be sent to slaughter.
 ","vaccine storage
Does the vaccine need to be kept cold or in any other specific conditions? please report any details about logistical constraints given in the paper.","TIME POINT
Indicate time point in days from the start of the study to which the reported parameters below correspond","STAGE of experiment
At which step of the experiment do the information to be reported relate to.","LAB TEST *
Laboratory test used to detect agent, antibdies, or antigens associated with the disease","LAB TEST details
Description of laboratory method (where relevant include method of calculation of cut-offs)","Target of laboratory test","Target of laboratory test_comment","Tissue sampled for testing
(Note: as part-nature = the tissue has not been processed)","Tissue sampled for testing
(Note: as part-nature = the tissue has not been processed)_comment","Number of samples tested","Number of samples positive","testValue
The reported value for the test, for instance titers of SNT, IP for ELISA test, CQ/CT for a PCR, or a clinical score. GROUP AVERAGE, for the POSITIVE animals only.","UNITS
the units for the value reported to the left.","UNITS
the units for the value reported to the left._comment","Scale MIN
If a scale is needed in order to understand the test value (for instance the maximum score in a clinical score scale), then report the minimum here","Scale MAX
If a scale is needed in order to understand the test value (for instance the maximum score in a clinical score scale), then report the maximum here","QUALITY check If you have noted any significant weakness in the study design, or details worth of note which could not be captured in the current form, please enter comments here. All papers with comments in this section will be reviewed by a second reviewer. "
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",2,"Ducks (Anatidae)",,0.033,animal,,10,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,7,3,days,7,days,,,,,,,54,"After challenge","Reverse-transcription PCR (RT-PCR)",,"Nucleic acid",,"Other (specify)","tracheal swab",10,9,pos,"Other: specify",pos/neg,,,
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",2,"Ducks (Anatidae)",,0.033,animal,,10,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,7,3,days,7,days,,,,,,,56,"After challenge","Reverse-transcription PCR (RT-PCR)",,"Nucleic acid",,"Other (specify)","tracheal swab",5,2,pos,"Other: specify",pos/neg,,,
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",2,"Ducks (Anatidae)",,0.033,animal,,10,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,7,3,days,7,days,,,,,,,58,"After challenge","Reverse-transcription PCR (RT-PCR)",,"Nucleic acid",,"Other (specify)","tracheal swab",4,2,pos,"Other: specify",pos/neg,,,
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",2,"Ducks (Anatidae)",,0.033,animal,,10,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,7,3,days,7,days,,,,,,,61,"After challenge","Reverse-transcription PCR (RT-PCR)",,"Nucleic acid",,"Other (specify)","tracheal swab",3,1,pos,"Other: specify",pos/neg,,,
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",2,"Ducks (Anatidae)",,0.033,animal,,10,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,7,3,days,7,days,,,,,,,54,"After challenge","Reverse-transcription PCR (RT-PCR)",,"Nucleic acid",,"Rectum-anal swab (as part-nature)",,10,2,pos,"Other: specify",pos/neg,,,
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",2,"Ducks (Anatidae)",,0.033,animal,,10,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,7,3,days,7,days,,,,,,,58,"After challenge","Reverse-transcription PCR (RT-PCR)",,"Nucleic acid",,"Rectum-anal swab (as part-nature)",,4,1,pos,"Other: specify",pos/neg,,,
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",2,"Ducks (Anatidae)",,0.033,animal,,10,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,7,3,days,7,days,,,,,,,61,"After challenge","Reverse-transcription PCR (RT-PCR)",,"Nucleic acid",,"Rectum-anal swab (as part-nature)",,3,2,pos,"Other: specify",pos/neg,,,
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",2,"Ducks (Anatidae)",,0.033,animal,,10,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,7,3,days,7,days,,,,,,,54,"After challenge","Virus Isolation (VI)",,Virus,,"Other (specify)","tracheal swab",10,9,pos,"Other: specify",pos/neg,,,
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",2,"Ducks (Anatidae)",,0.033,animal,,10,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,7,3,days,7,days,,,,,,,54,"After challenge","Virus Isolation (VI)",,Virus,,"Rectum-anal swab (as part-nature)",,10,4,pos,"Other: specify",pos/neg,,,
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",3,"Ducks (Anatidae)",,0.033,animal,,5,commercial,,"Nobilis Influenza H5N2",,"Other (specify):",Inactivated,SUBCUTANEOUS,,0,"0.5 ml",28,"1 ml",,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,,,,,,,,,,,,54,"After challenge","Virus Isolation (VI)",,Virus,,"Other (specify)","Organ tissues",5,0,,"Other: specify",pos/neg,,,"Virus was not isolated from any of the organ tissues (breast, thigh, intestine, liver, lung, blood) tested 3 or 6 DPC from vaccinated ducks in studyID 3."
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",4,"Ducks (Anatidae)",,0.033,animal,,5,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,1,4,days,4,days,,,,,,,54,"After challenge","Virus Isolation (VI)",,Virus,,"Other (specify)",breast,2,2,pos,"Other: specify",pos/neg,,,"Virus was not isolated from any of the organ tissues (breast, thigh, intestine, liver, lung, blood) tested 3 or 6 DPC from vaccinated ducks in studyID 3."
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",4,"Ducks (Anatidae)",,0.033,animal,,5,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,1,4,days,4,days,,,,,,,54,"After challenge","Virus Isolation (VI)",,Virus,,"Other (specify)",thigh,2,2,pos,"Other: specify",pos/neg,,,"Virus was not isolated from any of the organ tissues (breast, thigh, intestine, liver, lung, blood) tested 3 or 6 DPC from vaccinated ducks in studyID 3."
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",4,"Ducks (Anatidae)",,0.033,animal,,5,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,1,4,days,4,days,,,,,,,54,"After challenge","Virus Isolation (VI)",,Virus,,"Other (specify)",intestine,2,2,pos,"Other: specify",pos/neg,,,"Virus was not isolated from any of the organ tissues (breast, thigh, intestine, liver, lung, blood) tested 3 or 6 DPC from vaccinated ducks in studyID 3."
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",4,"Ducks (Anatidae)",,0.033,animal,,5,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,1,4,days,4,days,,,,,,,54,"After challenge","Virus Isolation (VI)",,Virus,,"Other (specify)",liver,2,2,pos,"Other: specify",pos/neg,,,"Virus was not isolated from any of the organ tissues (breast, thigh, intestine, liver, lung, blood) tested 3 or 6 DPC from vaccinated ducks in studyID 3."
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",4,"Ducks (Anatidae)",,0.033,animal,,5,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,1,4,days,4,days,,,,,,,54,"After challenge","Virus Isolation (VI)",,Virus,,"Other (specify)",lung,2,2,pos,"Other: specify",pos/neg,,,"Virus was not isolated from any of the organ tissues (breast, thigh, intestine, liver, lung, blood) tested 3 or 6 DPC from vaccinated ducks in studyID 3."
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",4,"Ducks (Anatidae)",,0.033,animal,,5,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,1,4,days,4,days,,,,,,,54,"After challenge","Virus Isolation (VI)",,Virus,,"Animal blood",,2,2,pos,"Other: specify",pos/neg,,,"Virus was not isolated from any of the organ tissues (breast, thigh, intestine, liver, lung, blood) tested 3 or 6 DPC from vaccinated ducks in studyID 3."
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",4,"Ducks (Anatidae)",,0.033,animal,,5,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,1,4,days,4,days,,,,,,,55,"After challenge","Virus Isolation (VI)",,Virus,,"Other (specify)",breast,1,1,pos,"Other: specify",pos/neg,,,"Virus was not isolated from any of the organ tissues (breast, thigh, intestine, liver, lung, blood) tested 3 or 6 DPC from vaccinated ducks in studyID 3."
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",4,"Ducks (Anatidae)",,0.033,animal,,5,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,1,4,days,4,days,,,,,,,55,"After challenge","Virus Isolation (VI)",,Virus,,"Other (specify)",intestine,1,1,pos,"Other: specify",pos/neg,,,"Virus was not isolated from any of the organ tissues (breast, thigh, intestine, liver, lung, blood) tested 3 or 6 DPC from vaccinated ducks in studyID 3."
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",4,"Ducks (Anatidae)",,0.033,animal,,5,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,1,4,days,4,days,,,,,,,55,"After challenge","Virus Isolation (VI)",,Virus,,"Other (specify)",liver,1,1,pos,"Other: specify",pos/neg,,,"Virus was not isolated from any of the organ tissues (breast, thigh, intestine, liver, lung, blood) tested 3 or 6 DPC from vaccinated ducks in studyID 3."
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",4,"Ducks (Anatidae)",,0.033,animal,,5,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,1,4,days,4,days,,,,,,,55,"After challenge","Virus Isolation (VI)",,Virus,,"Other (specify)",lung,1,1,pos,"Other: specify",pos/neg,,,"Virus was not isolated from any of the organ tissues (breast, thigh, intestine, liver, lung, blood) tested 3 or 6 DPC from vaccinated ducks in studyID 3."
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",4,"Ducks (Anatidae)",,0.033,animal,,5,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,1,4,days,4,days,,,,,,,55,"After challenge","Virus Isolation (VI)",,Virus,,"Animal blood",,1,1,pos,"Other: specify",pos/neg,,,"Virus was not isolated from any of the organ tissues (breast, thigh, intestine, liver, lung, blood) tested 3 or 6 DPC from vaccinated ducks in studyID 3."
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",4,"Ducks (Anatidae)",,0.033,animal,,5,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,1,4,days,4,days,,,,,,,57,"After challenge","Virus Isolation (VI)",,Virus,,"Other (specify)",breast,2,1,pos,"Other: specify",pos/neg,,,"Virus was not isolated from any of the organ tissues (breast, thigh, intestine, liver, lung, blood) tested 3 or 6 DPC from vaccinated ducks in studyID 3."
50715,"Beato, M.S., Toffan, A., De Nardi, R., Cristalli, A., Terregino, C., Cattoli, G., Capua, I. (2007).  A conventional, inactivated oil emulsion vaccine suppresses shedding and prevents viral meat colonisation in commercial (Pekin) ducks challenged with HPAI H5N1 Vaccine, 25(20),  4064",seungeun.han,,4,,Italy,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Vietnam/12/05, H5N1",4,"Ducks (Anatidae)",,0.033,animal,,5,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intranasal and oral",,"10^7 EID50",51,1,4,days,4,days,,,,,,,57,"After challenge","Virus Isolation (VI)",,Virus,,"Other (specify)",lung,2,1,pos,"Other: specify",pos/neg,,,"Virus was not isolated from any of the organ tissues (breast, thigh, intestine, liver, lung, blood) tested 3 or 6 DPC from vaccinated ducks in studyID 3."
50721,"Middleton, D., Bingham, J., Selleck, P., Lowther, S., Gleeson, L., Lehrbach, P., Robinson, S., Rodenberg, J., Kumar, M., Andrew, M. (2007).  Efficacy of inactivated vaccines against H5N1 avian influenza infection in ducks Virology, 359(1),  66",seungeun.han,,4,,Australia,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Muscovy duck/Vietnam/453/2004, H5N1",1,"Ducks (Anatidae)",,0.033,animal,,15,commercial,,"Other: specify","Poulvac i-AI H5N9 and H7N1 bivalent vaccine","Other (specify):",Inactivated,SUBCUTANEOUS,,0,"200 ul",21,"500 ul",,,"Challenged with the pathogen","OTHER: specify","intraocular, intranasal, oral",,"10^4.7 EID50",42,0,,,,,,,,,,,46,"After challenge","Virus Isolation (VI)",,Virus,,"Other (specify)","oropharyngeal swab",15,2,pos,"Other: specify",pos/neg,,,"Min/max or mean mortality day was not given."
50721,"Middleton, D., Bingham, J., Selleck, P., Lowther, S., Gleeson, L., Lehrbach, P., Robinson, S., Rodenberg, J., Kumar, M., Andrew, M. (2007).  Efficacy of inactivated vaccines against H5N1 avian influenza infection in ducks Virology, 359(1),  66",seungeun.han,,4,,Australia,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Muscovy duck/Vietnam/453/2004, H5N1",1,"Ducks (Anatidae)",,0.033,animal,,15,commercial,,"Other: specify","Poulvac i-AI H5N9 and H7N1 bivalent vaccine","Other (specify):",Inactivated,SUBCUTANEOUS,,0,"200 ul",21,"500 ul",,,"Challenged with the pathogen","OTHER: specify","intraocular, intranasal, oral",,"10^4.7 EID50",42,0,,,,,,,,,,,46,"After challenge","Virus Isolation (VI)",,Virus,,"Rectum-anal swab (as part-nature)",,15,1,pos,"Other: specify",pos/neg,,,"Min/max or mean mortality day was not given."
50721,"Middleton, D., Bingham, J., Selleck, P., Lowther, S., Gleeson, L., Lehrbach, P., Robinson, S., Rodenberg, J., Kumar, M., Andrew, M. (2007).  Efficacy of inactivated vaccines against H5N1 avian influenza infection in ducks Virology, 359(1),  66",seungeun.han,,4,,Australia,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Muscovy duck/Vietnam/453/2004, H5N1",1,"Ducks (Anatidae)",,0.033,animal,,15,commercial,,"Other: specify","Poulvac i-AI H5N9 and H7N1 bivalent vaccine","Other (specify):",Inactivated,SUBCUTANEOUS,,0,"200 ul",21,"500 ul",,,"Challenged with the pathogen","OTHER: specify","intraocular, intranasal, oral",,"10^4.7 EID50",42,0,,,,,,,,,,,41,"Vaccinated, not challenged","Haemagglutination inhibition test (HIT)","Against the challenge strain antigen; Cut off 4",Antibody,,"Blood serum (as part-nature)",,15,3,5.3,titer,,,,"Min/max or mean mortality day was not given."
50721,"Middleton, D., Bingham, J., Selleck, P., Lowther, S., Gleeson, L., Lehrbach, P., Robinson, S., Rodenberg, J., Kumar, M., Andrew, M. (2007).  Efficacy of inactivated vaccines against H5N1 avian influenza infection in ducks Virology, 359(1),  66",seungeun.han,,4,,Australia,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Muscovy duck/Vietnam/453/2004, H5N1",1,"Ducks (Anatidae)",,0.033,animal,,15,commercial,,"Other: specify","Poulvac i-AI H5N9 and H7N1 bivalent vaccine","Other (specify):",Inactivated,SUBCUTANEOUS,,0,"200 ul",21,"500 ul",,,"Challenged with the pathogen","OTHER: specify","intraocular, intranasal, oral",,"10^4.7 EID50",42,0,,,,,,,,,,,53,"After challenge","Haemagglutination inhibition test (HIT)","Against the challenge strain antigen; Cut off 4",Antibody,,"Blood serum (as part-nature)",,15,12,35,titer,,,,"Min/max or mean mortality day was not given."
50721,"Middleton, D., Bingham, J., Selleck, P., Lowther, S., Gleeson, L., Lehrbach, P., Robinson, S., Rodenberg, J., Kumar, M., Andrew, M. (2007).  Efficacy of inactivated vaccines against H5N1 avian influenza infection in ducks Virology, 359(1),  66",seungeun.han,,4,,Australia,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Muscovy duck/Vietnam/453/2004, H5N1",1,"Ducks (Anatidae)",,0.033,animal,,15,commercial,,"Other: specify","Poulvac i-AI H5N9 and H7N1 bivalent vaccine","Other (specify):",Inactivated,SUBCUTANEOUS,,0,"200 ul",21,"500 ul",,,"Challenged with the pathogen","OTHER: specify","intraocular, intranasal, oral",,"10^4.7 EID50",42,0,,,,,,,,,,,56,"After challenge","Haemagglutination inhibition test (HIT)","Against the challenge strain antigen; Cut off 4",Antibody,,"Blood serum (as part-nature)",,15,15,55.5,titer,,,,"Min/max or mean mortality day was not given."
