"Refid","Bibliography","Author","Title","Abstract","Year","User","Level","agent
Causative agent of vector borne diseases","sampCountry
Country where study was performed","sampCountry
Country where study was performed_comment","studyTargetSpecies
Description of the sample. Where result relates to environmental samples this field can be left blank but sampledMatrix should be completed","studyTargetSpecies
Description of the sample. Where result relates to environmental samples this field can be left blank but sampledMatrix should be completed_comment"
83732," Dantas-Torres F, et al. 2010. "," F. Dantas-Torres, V. Lorusso, G. Testini, M. De Paiva-Cavalcanti, L.A. Figueredo, D. Stanneck, N. Mencke, S.P. Brandão-Filho, L.C. Alves, D. Otranto","Detection of Leishmania infantum in Rhipicephalus sanguineus ticks from Brazil and Italy","Canine leishmaniosis is a widespread disease caused by Leishmania parasites, which are transmitted by phlebotomine sand flies. However, in some areas where canine leishmaniosis is endemic, but the primary vectors have not been found, ticks have been suspected to play a role in transmitting the infection. Herewith, we report the detection of Leishmania infantum kinetoplast minicircle DNA (kDNA) in ticks collected from naturally infected dogs living in rural areas of Southern Italy (site A) and Northeastern Brazil (site B). Between March and October 2007, ticks were collected from 26 dogs positive to anti-Leishmania antibodies (one from site A and 25 from site B) and either placed directly into vials containing 70% ethanol or maintained alive for identification and subsequent dissection. All the 95 ticks collected were morphologically identified as Rhipicephalus sanguineus. After identification, their genomic DNA was extracted (either individually or in pools) and processed by polymerase chain reaction (PCR) for the detection of L. infantum kDNA. Two pools of salivary glands from ticks (one from five females and other from five males) found on a dog from site A and tested by a conventional PCR were positive. Amplicon sequencing confirmed the identity of the parasite. In addition, nine (12.3%) out of the 73 ticks found on dogs from site B and tested by a real-time PCR were positive, with a low parasite load (less than 1 parasite/ml). The retrieval of L. infantum kDNA in salivary glands of R. sanguineus ticks has been here reported for the first time. Therefore, further studies are needed to assess the competence of ticks as vectors of Leishmania parasites from dog to dog. © Springer-Verlag 2010.",2010,Paul.Gale,3,"Leishmania infantum",Brazil,,Ticks,
83739," Rosypal AC, et al. 2010. "," A.C. Rosypal, S. Tripp, C. Kinlaw, S. Hailemariam, R.R. Tidwell, D.S. Lindsay, R.P.V.J. Rajapakse, C. Sreekumar, J.P. Dubey","Surveillance for antibodies to Leishmania spp. in dogs from Sri Lanka","The global distribution of leishmaniasis is rapidly expanding into new geographic regions. Dogs are the primary reservoir hosts for human visceral leishmaniasis caused by infection with Leishmania infantum. Natural infections with other Leishmania spp. can occur in dogs, but their role as reservoir hosts for other species of Leishmania is uncertain. Leishmania donovani is traditionally considered a visceralizing anthroponotic species; however, cutaneous leishmaniasis caused by L. donovani has been reported in Sri Lanka. In the present study, sera from 114 dogs in Sri Lanka were examined for antibodies to visceralizing Leishmania spp. Sera were tested by the canine immunochromatographic strip assays based on recombinant K39 antigen. Anti-Leishmania spp. antibodies were detectable in 1 of 114 (0.9) dogs from Sri Lanka. Nonetheless, serological evidence suggests that leishmaniasis may be an emerging zoonosis in Sri Lanka. © American Society of Parasitologists 2010.",2010,Paul.Gale,3,"Leishmania infantum","Sri Lanka",,"Dog (Canis lupus familiaris)",
83744," Otranto D, et al. 2010. "," D. Otranto, G. Testini, C. Buonavoglia, A. Parisi, O. Brandonisio, E. Circella, F. Dantas-Torres, A. Camarda","Experimental and field investigations on the role of birds as hosts of Leishmania infantum, with emphasis on the domestic chicken","In this study, 19 chickens were experimentally infected by Leishmania infantum and tissue samples, collected at different times, were cultured and subjected to conventional PCR and/or real time PCR (qPCR) to assess their susceptibility to infection. In addition, 121 serum samples from rural chickens (n = 73) and backyard birds (n = 48) were tested for anti-L. infantum antibodies by indirect immunofluorescence test. All the 19 animals showed to be molecularly positive at least at one tissue sample. In particular, 26 tissue samples from the experimentally infected chickens were positive on conventional PCR and/or qPCR but no clinical signs or seroconversion were detected and all tissue cultures were negative. Accordingly, all serum samples from rural chickens were negative whereas four (8.4%) from game birds (three Anser anser and one Phasianus colchicus) were positive. These results indicate that chickens are not suitable hosts for L. infantum under experimental condition. The occurrence of anti-L. infantum antibodies in domestic gooses (A. anser) and in a pheasant (P. colchicus) points out their possible role in the epidemiology of visceral leishmaniasis. © 2009 Elsevier B.V. All rights reserved.",2010,Paul.Gale,3,"Leishmania infantum",Italy,,"Chicken (Gallus gallus domesticus)",
83745," Biglino A, et al. 2010. "," A. Biglino, C. Bolla, E. Concialdi, A. Trisciuoglio, A. Romano, E. Ferroglio","Asymptomatic Leishmania infantum infection in an area of Northwestern Italy (Piedmont region) where such infections are traditionally nonendemic","The prevalence of Leishmania infantum-specific antibodies and asymptomatic infection was assessed in a randomized sample of 526 healthy adults from a continental area of Northwestern Italy where L. infantum is not endemic and where autochthonous cases of visceral leishmaniasis (VL) were recently reported. L. infantum-specific antibodies were detected by Western blotting (WB) in 39 subjects (7.41%), while L. infantum kinetoplast DNA was amplified from buffy coat in 21 out of 39 WB-positive subjects, confirming asymptomatic infection in 53.8% of seropositives. Risk factors significantly associated with WB positivity were uninterrupted residence since childhood in a local rural environment (odds ratio [OR], 3.5; 95% confidence interval [CI], 1.7 to 7.3), daily contact with animals though not exclusively with dogs (OR, 3.7; 95% CI, 1.3 to 10.7), older age (OR, 2.31; 95% CI, 1.2 to 4.5), and agricultural/other outdoor activities (OR, 3.8; 95% CI, 0.99 to 3.7.) Logistic regression analysis showed that uninterrupted residence in a local rural environment and an age of >65 years were the only independent predictors of seropositivity assessed by WB. Follow-up at 24 months did not show evidence of VL in either seropositive or PCR-positive subjects. The detection of a high seroprevalence rate, confirmed as asymptomatic infection by PCR in more than half of the cases, among healthy residents in a continental area of northwestern Italy makes local L. infantum transmission very likely. In a region where VL is considered nonendemic, these findings warrant further epidemiological investigations as well as interventions with respect to both the canine reservoir and vectors, given the possible risks for immunosuppressed patients. Copyright © 2010, American Society for Microbiology. All Rights Reserved.",2010,Paul.Gale,3,"Leishmania infantum",Italy,,"Human (homo sapiens)",
83748," Ramos R, et al. 2010. "," R. Ramos, C. Ramos, F. Araújo, R. Oliveira, I. Souza, D. Pimentel, M. Galindo, M. Santana, E. Rosas, M. Faustino, L. Alves","Molecular survey and genetic characterization of tick-borne pathogens in dogs in metropolitan Recife (north-eastern Brazil)","To identify DNA of the main tick-borne pathogens in dogs from Recife (Brazil), polymerase chain reactions were carried out on blood samples of dogs treated at the Veterinary Hospital of the Universidade Federal Rural de Pernambuco from March 2007 to June 2008. The detection of DNA was performed using specific primers. Amplicons were analyzed through electrophoresis and sequencing. A phylogenetic tree was constructed using the UPGMA method, revealing that the sequences were closely related to those of strains from other geographic regions. Among the 205 blood samples analyzed, 48.78% was positive for Anaplasma platys; 38.04% was positive for Ehrlichia canis; 7.31% was positive for Babesia canis vogeli; and 0.49% was positive for Hepatozoon canis and Mycoplasma haemocanis. Coinfection of two or three pathogens was found in 23.9% (49/205) of the dogs. The subspecies B. canis vogeli was identified. Infection by H. canis and M. haemocanis is reported for the first time in dogs in the state of Pernambuco (Brazil). The data indicate that the main tick-borne pathogens in dogs in this region are E. canis and/or A. platys , followed by B. canis vogeli. © Springer-Verlag 2010.",2010,Paul.Gale,3,"Leishmania infantum",Brazil,,"Dog (Canis lupus familiaris)",
83754," Silveira FT, et al. 2010. "," F.T. Silveira, R. Lainson, A.A.A. De Souza, M.B. Campos, L.A. Carneiro, L.V.R. Lima, P.K.S. Ramos, C.M. De Castro Gomes, M.D. Laurenti, C.E.P. Corbett","Further evidences on a new diagnostic approach for monitoring human Leishmania (L.) infantum chagasi infection in Amazonian Brazil","This was a prospective study carried out during a period over 2 years (May/2006-September/2008) with a cohort of 1, 099 individuals of both genders, aged 1 year old and older, from an endemic area of American visceral leishmaniasis (AVL) in Pará state, Brazil. The object was to analyze the prevalence and incidence of human Leishmania (L.) infantum chagasi infection as well as the dynamics evolution of its clinical-immunological profiles prior identified: (1) asymptomatic infection (AI); (2) symptomatic infection (SI=AVL); (3) sub-clinical oligosymptomatic infection (SOI); (4) sub-clinical resistant infection (SRI) and; (5) indeterminate initial infection (III). The infection diagnosis was performed by using both the indirect fluorescent antibody test and leishmanin skin test with amastigotes and promastigotes antigens of L. (L.) i. chagasi, respectively. A total of 187 cases of infection were recorded in the prevalence (17%), 117 in the final incidence (6.9%), and 304 in the accumulated prevalence (26.7%), which provided the following distribution into the clinical-immunological profiles: AI, 51.6%; III, 22.4%; SRI, 20.1%; SOI, 4.3%; and SI (=AVL), 1.6%. The major finding regarding the dynamics evolution of infection was concerned to III profile, from which the cases of infection evolved to either the resistant profiles, SRI (21 cases, 30.8%) and AI (30 cases, 44.1%), or the susceptible SI (=AVL; 1 case, 1.5%); the latter 16 cases remained as III till the end of the study. These results provided the conclusion that this diagnostic approach may be useful for monitoring human L. (L.) i. chagasi infection in endemic area and preventing the high morbidity of severe AVL cases. © Springer-Verlag 2009.",2010,Paul.Gale,3,"Leishmania infantum",Brazil,,"Human (homo sapiens)",
84001," Colomba C, et al. 2009. "," C. Colomba, L. Saporito, F. Vitale, S. Reale, G. Vitale, A. Casuccio, M. Tolomeo, D. Maranto, R. Rubino, P. Di Carlo, L. Titone","Cryptic Leishmania infantum infection in Italian HIV infected patients","Background: Visceral leishmaniasis (VL) is a protozoan diseases caused in Europe by Leishmania (L.) infantum. Asymptomatic Leishmania infection is more frequent than clinically apparent disease. Among HIV infected patients the risk of clinical VL is increased due to immunosuppression, which can reactivate a latent infection. The aims of our study were to assess the prevalence of asymptomatic L. infantum infection in HIV infected patients and to study a possible correlation between Leishmania parasitemia and HIV infection markers. Methods: One hundred and forty-five HIV infected patients were screened for the presence of anti-Leishmania antibodies and L. infantum DNA in peripheral blood. Statistical analysis was carried out by using a univariate regression analysis. Results: Antibodies to L. infantum were detected in 1.4% of patients. L. infantum DNA was detected in 16.5% of patients. Significant association for PCR-Leishmania levels with plasma viral load was documented (p = 0.0001). Conclusion: In our area a considerable proportion of HIV infected patients are asymptomatic carriers of L. infantum infection. A relationship between high HIV viral load and high parasitemic burden, possibly related to a higher risk of developing symptomatic disease, is suggested. PCR could be used for periodic screening of HIV patients to individuate those with higher risk of reactivation of L. infantum infection. © 2009 Colomba et al; licensee BioMed Central Ltd.",2009,Paul.Gale,3,"Leishmania infantum",Italy,,"Human (homo sapiens)",
84003," Götsch S, et al. 2009. "," S. Götsch, M. Leschnik, G. Duscher, J.P. Burgstaller, W. Wille-Piazzai, A. Joachim","Ticks and haemoparasites of dogs from Praia, Cape Verde","In February 2008 an epidemiological field study on arthropod-borne infections in dogs was carried out in Praia, the capital city of Cape Verde. For this purpose 130 dogs were included in the study. Of these, 94.6% were infested with ticks. Altogether, 1293 ticks of the genus Rhipicephalus (in all evaluated cases R. sanguineus) were collected. Examination for haemotropic parasites was performed via polymerase chain reaction (PCR). Lymph node fine-needle aspirates were screened by PCR for Leishmania infantum infections in 20 dogs with enlarged lymph nodes. Our investigation revealed two species of protozoa (Babesia canis vogeli and Hepatozoon canis) and two species of rickettsiae (Anaplasma platys and Ehrlichia canis). In 101 dogs (77.7%) DNA of one or more pathogens was detected. The PCR examination for H. canis was positive in 83 dogs (63.8%), for E. canis in 34 dogs (26.2%), for A. platys in 10 dogs (7.7%) and for B. canis in five dogs (3.8%), whereas neither B. gibsoni nor L. infantum DNA could be detected. Of the infected dogs, 71.3% had a monoinfection, 27.7% had infections with two pathogens and 1.0% with three pathogens. B. canis, H. canis, E. canis, A. platys and their vector tick R. sanguineus are endemic to Cape Verde and can be present in dogs in high prevalences. These results outline the risk of importing tropical canine diseases when Capeverdian stray dogs are taken to Europe. © 2009 Elsevier B.V. All rights reserved.",2009,Paul.Gale,3,"Hepatozoon canis","Cape Verde",,"Dog (Canis lupus familiaris)",
84003," Götsch S, et al. 2009. "," S. Götsch, M. Leschnik, G. Duscher, J.P. Burgstaller, W. Wille-Piazzai, A. Joachim","Ticks and haemoparasites of dogs from Praia, Cape Verde","In February 2008 an epidemiological field study on arthropod-borne infections in dogs was carried out in Praia, the capital city of Cape Verde. For this purpose 130 dogs were included in the study. Of these, 94.6% were infested with ticks. Altogether, 1293 ticks of the genus Rhipicephalus (in all evaluated cases R. sanguineus) were collected. Examination for haemotropic parasites was performed via polymerase chain reaction (PCR). Lymph node fine-needle aspirates were screened by PCR for Leishmania infantum infections in 20 dogs with enlarged lymph nodes. Our investigation revealed two species of protozoa (Babesia canis vogeli and Hepatozoon canis) and two species of rickettsiae (Anaplasma platys and Ehrlichia canis). In 101 dogs (77.7%) DNA of one or more pathogens was detected. The PCR examination for H. canis was positive in 83 dogs (63.8%), for E. canis in 34 dogs (26.2%), for A. platys in 10 dogs (7.7%) and for B. canis in five dogs (3.8%), whereas neither B. gibsoni nor L. infantum DNA could be detected. Of the infected dogs, 71.3% had a monoinfection, 27.7% had infections with two pathogens and 1.0% with three pathogens. B. canis, H. canis, E. canis, A. platys and their vector tick R. sanguineus are endemic to Cape Verde and can be present in dogs in high prevalences. These results outline the risk of importing tropical canine diseases when Capeverdian stray dogs are taken to Europe. © 2009 Elsevier B.V. All rights reserved.",2009,Paul.Gale,3,"Leishmania infantum","Cape Verde",,"Dog (Canis lupus familiaris)",
84005," Aoun O, et al. 2009. "," O. Aoun, C. Mary, C. Roqueplo, J.-L. Marié, O. Terrier, A. Levieuge, B. Davoust","Canine leishmaniasis in south-east of France: Screening of Leishmania infantum antibodies (western blotting, ELISA) and parasitaemia levels by PCR quantification","Leishmania infantum leishmaniasis is endemic in south-east of France. The main goal of our study was to evaluate the real prevalence of asymptomatic carriage in dogs by means of real time quantitative PCR (qPCR) and serology. We included prospectively 140 military dogs wearing deltamethrine-impregnated collars. Parasitaemia levels were then measured by means of quantitative real time PCR targeting kinetoplast DNA with TaqMan® chemistry. ELISA and western blotting (WB) were used for serological screening. The number of dogs working in three areas was the following: Var (n = 48), Bouches-du-Rhône (n = 61) and Corsica (n = 31). Prevalence of symptomatic dogs was 0.7% (n = 1). ELISA and WB were positive in one (0.71%) and 19 (14%) dogs, respectively. Fifty-eight dogs (41.4%) had a positive parasitaemia. Global prevalence (positive WB and/or positive qPCR) was 50% (n = 70). Mean parasitaemia was 0.018 parasites/mL in the global population and 0.043 parasites/mL in positive dogs [min: 0.0002 to max: 2]. The concordance percent for WB and qPCR results was 55% (n = 77). Regarding the prevalence of positive parasitaemia, a significant difference was noticed between dogs living in the Var region and those coming from the two other areas. Parasitaemia was rapidly positive within the first semester of stay in an enzootic area. Despite the use of deltamethrine-impregnated collars, the proportion of dogs with low parasitaemia is important. Thus, it may be relevant to evaluate the effect of screening and treating asymptomatic canine reservoirs on human infection by performing further studies comparing both populations. © 2009 Elsevier B.V. All rights reserved.",2009,Paul.Gale,3,"Leishmania infantum",France,,"Dog (Canis lupus familiaris)",
84008," Maia C, et al. 2009. "," C. Maia, M.O. Afonso, L. Neto, L. Dionísio, L. Campino","Molecular detection of Leishmania infantum in naturally infected phlebotomus perniciosus from Algarve Region, Portugal","Background & objectives: In Portugal, Phlebotomus perniciosus and P. ariasi, (Subgenus Larroussius; Diptera: Psychodidae) are the proven vectors of leishmaniasis caused by Leishmania infantum. The Algarve Region in southern Portugal has been considered an endemic focus of leishmaniasis since 1980s. The main objective of the present study was to validate a molecular approach to detect Leishmania infection in phlebotomines based on DNA extraction from the female sandfly whole body, minus genitalia, followed by PCR for application on epidemiological surveys. Methods: In Algarve Region, from early May until early November 2006, sandflies were captured by CDC miniature light-traps. kDNA-PCR and ITS1-PCR were used to screen the presence of Leishmania DNA in female sandflies after species identification by entomological keys. Results: A total of 474 sandflies were collected in 108 biotopes. One female of P. perniciosus, the predominant species, was found infected with L. infantum reflecting an overall infection rate of 0.47%. Interpretation & conclusion: PCR associated with morphological characterization of the sandflies will be a powerful epidemiological tool for the determination of the number of phlebotomines infected with Leishmania spp in nature. In addition, the simultaneous occurrence of dogs and P. perniciosus infected with L. infantum shows that Algarve continues to be an endemic focus of canine leishmaniasis. Furthermore, as P. sergenti and P. papatasi which transmit L. tropica and L. major, respectively were present, the future introduction of these two Leishmania species in southern region of Portugal should not be neglected.",2009,Paul.Gale,3,"Leishmania infantum",Portugal,,Sand-flies,
84011," Crescente JAB, et al. 2009. "," J.A.B. Crescente, F.T. Silveira, R. Lainson, C.M.C. Gomes, M.D. Laurenti, C.E.P. Corbett","A cross-sectional study on the clinical and immunological spectrum of human Leishmania (L.) infantum chagasi infection in the Brazilian Amazon region","The objectives of this study were to identify individuals with symptomatic and/or asymptomatic infection due to Leishmania (L.) infantum chagasi; to study the two types of infection, both clinically and immunologically, and to determine the prevalence rate of infection at the beginning of the study. This was a cross-sectional study with a cohort of 946 individuals, of both genders, from the age of 1 year, living in the municipality of Barcarena, PA, Brazil, an area endemic for American visceral leishmaniasis (AVL). The leishmanin skin test (LST) and the indirect fluorescent test (IFAT), were used for the diagnosis of infection. One hundred and twenty cases of infection were diagnosed, with a prevalence rate of 12.6%; eight cases showed high seroreactivity (1280-10 240, IgG) in IFAT and no LST reaction; four of these cases were typical AVL and four had subclinical oligosymptomatic infection. Using two immunological methods with a clinical examination of the infected individuals enabled the identification of five clinical-immunological profiles which may promote a better understanding of the interaction between L. (L.) i. chagasi and the human immune response: asymptomatic infection (AI) 73.4%; subclinical resistant infection (SRI) 15%; subclinical oligosymptomatic infection (SOI) 3%; symptomatic infection (AVL) 3% and indeterminate initial infection (III) 5%. © 2009 Royal Society of Tropical Medicine and Hygiene.",2009,Paul.Gale,3,"Leishmania infantum",Brazil,,"Human (homo sapiens)",
84012," Dereure J, et al. 2009. "," J. Dereure, S.O. Vanwambeke, P. Malé, S. Martinez, F. Pratlong, Y. Balard, J.-P. Dedet","The potential effects of global warming on changes in canine leishmaniasis in a focus outside the classical area of the disease in Southern France","In 1994, an ecoepidemiologic study was carried out in the mid-Ariège valley (French Pyrenees) where autochthonous cases of canine leishmaniasis had been previously reported. Serologic samples were collected from 336 dogs in two groups of villages. The seroprevalences were 11.67% in the valley villages and only 1.43% in the foothill villages. Five lymph node biopsies were taken from serologically positive dogs, and resultant isolates were identified as Leishmania infantum zymodeme MON-1. Phlebotomine sandflies were collected in five locations by CDC light traps. Both of the known French vectors, Phlebotomus ariasi and P. perniciosus, were identified. Bioclimatic and floristic studies showed that this area is an enclave of the supra-Mediterranean climatic zone, containing a typically xerothermophilic Mediterranean flora. The Pyrenees Mountains are usually considered to be outside of the endemic range of leishmaniasis in southern France, and so our demonstration of a microfocus of canine leishmaniasis in the northern foothills is noteworthy. A second serologic survey carried out in 2007 (216 dogs) showed an inversion of the seropositive rates between the two groups of villages compared with those of 1994: only 2.72% in the valley villages and 11.32% in the foothills villages. The decrease of seroprevalence in the first area (valley villages) can be related to a considerable use of deltamethrin collars during the transmission season. The increase of seroprevalence of the foothill villages could be related to climatic conditions, since there was an increase of about 1°C in the mean annual temperature. © 2009, Mary Ann Liebert, Inc.",2009,Paul.Gale,3,"Leishmania infantum",France,,"Dog (Canis lupus familiaris)",
84040," Oshaghi MA, et al. 2009. "," M.A. Oshaghi, N.M. Ravasan, E.-A. Javadian, M. Mohebali, H. Hajjaran, Z. Zare, F. Mohtarami, Y. Rassi","Vector incrimination of sand flies in the most important visceral leishmaniasis focus in Iran","The prevalence, host preference, and rate of Leishmania spp. infection of sand fly species are important parameters for incrimination of parasite vectors. We applied polymerase chain reaction (PCR)-based and enzyme-linked immunosorbent assay (ELISA) methods to detect Leishmania spp. parasites and blood meals within individual sand flies in the most important visceral leishmaniasis (VL) focus in northwestern Iran. Leishmania spp. minicircles (kinetoplast DNA) were found in 14 (0.9%) of 1,569 female specimens. Sequence analysis of 650 basepairs of an internal transcribed spacer ribosomal DNA gene identified L. infantum/L. donovani in 12 specimens and L. adleri-like parasites in 2 specimens. Nine (64.3%) of 14 of the Leishmania spp.-positive sand flies were Phlebotomus perfeliewi transcaucasicus. Blood meal identification of host DNA within sand flies by PCR-based and ELISA methods showed that 30% and 28%, respectively, were positive for human blood. Results of this study showed that P. perfeliewi transcaucasicus is the most prevalent, infected, and anthropophagic sand fly and plays a major role in VL transmission in the region studied. Copyright © 2009 by The American Society of Tropical Medicine and Hygiene.",2009,Paul.Gale,3,"Leishmania infantum","Iran, Islamic Republic of",,Sand-flies,
84042," Khatri ML, et al. 2009. "," M.L. Khatri, T. Di Muccio, M. Gramiccia","Cutaneous leishmaniasis in North-Western Yemen: A clinicoepidemiologic study and Leishmania species identification by polymerase chain reaction-restriction fragment length polymorphism analysis","Background: Cutaneous leishmaniasis (CL) is widespread in Yemen, but not fully documented. Objective: To study the clinicoepidemiologic profile of CL in the northwestern region of Yemen Republic and to identify the responsible Leishmania species by molecular methods. Methods: All 265 CL cases (176 males and 89 females) were subjected to detailed analysis. Diagnosis was based on clinical features, positive slit skin smear, and histopathologic findings in some cases. In 198 cases, positive smears were examined at the Leishmania Reference Centre of Istituto Superiore di Sanità, Rome (Italy), by polymerase chain reaction-restriction fragment length polymorphism (PCR-RFLP) analysis for Leishmania typing. Results: All patients were Yemeni nationals, originated from 10 governorates of northwestern Yemen. Most of the patients had a single noduloulcerative lesion on the face suggestive of ""dry""-type CL. Slit skin smear was positive in 255 cases (96.23%). Leishmania sp PCR was positive in all 198 cases examined; the RFLP analysis was positive in 155 samples with the following identification results: L tropica in 133 cases (85.80%), L infantum in 17 (10.97%), and L donovani in 5 (3.23%). Limitations: This was a prospective study of CL cases at one center only; hence, the full extent of the disease in the entire region cannot be predicted. Conclusion: CL appears to be endemic in northwestern region of Yemen, clinically presenting as 'dry' type, caused mainly by L tropica (85.8% of cases) and occasionally by L infantum (10.97%) and L donovani (3.23%). There is a need for a multicenter study to evaluate the extent of the disease and diffusion of each Leishmania responsible species. © 2009 American Academy of Dermatology, Inc.",2009,Paul.Gale,3,"Leishmania infantum",Yemen,,"Human (homo sapiens)",
84046," Rassi Y, et al. 2009. "," Y. Rassi, E. Javadian, A. Nadim, S. Rafizadeh, A. Zahraii, K. Azizi, M. Mohebali","Phlebotomus perfiliewi transcaucasicus, a vector of leishmania infantum in northwestern Iran","Visceral leishmaniasis is caused by Leishmania infantum, which is transmitted to humans by bites of phlebotomine sand flies and is one of the most important public health problems in Iran. To identify the vector (s), an investigation was carried out in Germi district, an important focus of the disease in Ardebil province in northwestern Iran, during July-September 2004 and 2005. Using sticky papers, CDC light traps and aspirators, 3,560 sand flies were collected and identified to species. Host bloodmeal preference and Leishmania infections in female specimens were evaluated using enzymelinked immunosorbent assay (ELISA) for the former and microscopic examination followed by polymerase chain reaction (PCR) assay using species-specific kinetoplast minicircle primers for the latter. Nine sand fly species are present in the district, including Phlebotomus kandelakii Shchurenkova, Phlebotomus perfiliewi transcaucasicus Perfil'ev, Phlebotomus major Annandale, Phlebotomus balcanicus Theodor, Phlebotomus halepensis Theodor, Phlebotomus brevis Theodor & Meshghali, Phlebotomus papatasi Scopoli, Sergentomyia dentata Sinton, and Sergentomyia sintoni Pringle, with P. p. transcaucasicus being the most prevalent representative of the genus Phlebotomus at 45%. The anthropophilic index for P. p. transcaucasicus was 36.3%, indicating a strong preference for humans. Of 905 female P. p. transcuacasicus dissected, 10 (1.1%) were found naturally infected with promastigotes. Species-specific amplification of promastigotes eluted from Giemsa-stained slides revealed specific PCR products of L. infantum DNA. Based on its high anthropophily and natural infections with L. infantum, and the fact that it was the only species found infected with L. infantum, we conclude that P. p. transcaucasicus is the principal vector of L. infantum in northwestern Iran. © 2009 Entomological Society of America.",2009,Paul.Gale,3,"Leishmania infantum","Iran, Islamic Republic of",,Sand-flies,
84051," Spolidorio MG, et al. 2009. "," M.G. Spolidorio, M.B. Labruna, A.M. Zago, D.M. Donatele, K.M. Caliari, N.H. Yoshinari","Hepatozoon canis infecting dogs in the State of Espírito Santo, southeastern Brazil","From May 2007 to March 2008, blood samples were collected from 92 healthy dogs living in 21 households (17 farms in rural area, and 4 homes in urban area) in 6 counties of the State of Espírito Santo, southeastern Brazil. In addition, ticks were collected from these dogs. A mean of 4.4 ± 3.0 dogs (range: 1-12) were sampled per household; 78 and 14 dogs were from rural and urban areas, respectively. Polymerase chain reaction (PCR) designed to amplify fragments of the 18S rDNA gene of Babesia spp or Hepatozoon spp revealed amplicons of the expected size in 20 (21.7%) dogs for Babesia, and 54 (58.7%) dogs for Hepatozoon. All Babesia-positive dogs were also Hepatozoon-positive. Among the 21 households, 15 (71.4%) from 3 counties had at least one PCR-positive dog, including 13 farms (rural area) and 2 homes (urban area). A total of 40 PCR products from the Hepatozoon-PCR, and 19 products from the Babesia-PCR were submitted to DNA sequencing. All generated sequences from Hepatozoon-PCR were identical to each other, and to corresponding 18S rDNA sequences of H. canis in GenBank. Surprisingly, all generated sequences from the Babesia PCR were also identical to corresponding 18S rDNA sequences of H. canis in GenBank. Dogs from 10 rural and 2 urban households were found infested by Rhipicephalus sanguineus ticks. Immature of Amblyomma cajennense ticks were found in dogs from only 4 rural households (also infested by R. sanguineus). All but one household with R. sanguineus-infested dogs had at least one Hepatozoon-infected dog. Statistical analysis showed that the presence of ticks (i.e. R. sanguineus) infesting dogs in the households was significantly (P < 0.05) associated with at least one PCR-positive dog. There was no significant association (P > 0.05) between PCR-positive dogs and urban or rural households. Canine hepatozoonosis caused by H. canis is a high frequent infection in Espírito Santo, Brazil, where it is possibly vectored by R. sanguineus. Since all infected dogs were found apparently healthy, the pathogenicity of H. canis for dogs in Espírito Santo is yet to be elucidated. © 2009 Elsevier B.V. All rights reserved.",2009,Paul.Gale,3,"Hepatozoon canis",Brazil,,"Dog (Canis lupus familiaris)",
84053," Paşa S, et al. 2009. "," S. Paşa, F. Kiral, T. Karagenç, A. Atasoy, K. Seyrek","Description of dogs naturally infected with Hepatozoon canis in the Aegean region of Turkey","Clinical and laboratory findings recorded in 10 dogs naturally infected with Hepatozoon canis in the Aegean region of Turkey were reported. The diagnosis was made by finding H. canis gamonts within leucocytes in Giemsa-stained blood smears. H. canis parasitaemia level was calculated manually by counting 500 neutrophils in blood smears. Parasitaemia varied from 1% to 23% of the circulating neutrophils. Anorexia, fever, depression, weight loss, and lymphadenopathy are the main clinical signs in infected dogs. All dogs had microcytic normochromic anaemia; however, 7 of the dogs had neutrophilia, 1 had lymphopenia, 2 had monocytosis, 1 had eosinophilia, and 9 had thrombocytopenia. Abnormal serum biochemical values were hyperproteinaemia (7 of 10 dogs), hypoalbuminaemia (9 of 10 dogs), hyperglobulinaemia (7 of 10 dogs), increased serum alkaline phosphatase activity (2 of 10 dogs), and increased serum creatinine kinase activity (8 of 10 dogs). Concurrent infections such as Ehrlichia canis, Anaplasma phagocytophilum, and Anaplasma platys were detected with a polymerase chain reaction test and 8 dogs had 2 or 3 of these concurrent infections. © TÜBİTAK.",2009,Paul.Gale,3,"Hepatozoon canis",Turkey,,"Dog (Canis lupus familiaris)",
84054," Maresca C, et al. 2009. "," C. Maresca, E. Scoccia, F. Barizzone, A. Catalano, S. Mancini, T. Pagliacci, M. Porrini, M. Principato, G. Venditti, V. Grelloni","A survey on canine leishmaniasis and phlebotomine sand flies in central Italy","Zoonotic visceral leishmaniasis (ZVL) is a vector-transmitted zoonosis caused by the parasitic protozoan Leishmania infantum. Bloodsucking sand flies of the subfamily Phlebotominae are the obligatory insect hosts, and the dog is the only domestic reservoir. This study reports data from a survey of canine infection and sand fly phlebotomine monitoring in the province of Perugia in central Italy. The overall seroprevalence in a total of 100 dogs tested was 8% (95% confidence interval: 3.8-15.6%). Data analysis revealed that serological positivity was statistically associated with age (p-value = 0.03) and the area where dogs lived. Standard blacklight traps employed for sampling Culicoides midges in bluetongue disease surveillance were used in phlebotomine monitoring. A total of 5698 sand flies were collected and the two species, Leishmania competent vectors, were identified, Phlebotomus perfiliewi (50%) and Phlebotomus perniciosus (30%). © 2008 Elsevier Ltd. All rights reserved.",2009,Paul.Gale,3,"Leishmania infantum",Italy,,"Dog (Canis lupus familiaris)",
